# Data for B+ transitions (P and R) 
#  Number of transitions: 2371 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 osc strength f 		 Gamma [1/s]
     4      2      3      4              1293.10          6.70000E-03          1.45000E+09
     1      2      2      4              1293.61          7.20000E-03          1.73000E+09
    17      2     16      2              1296.16          4.00000E-02          8.03000E+08
     5      2      4      4              1296.48          5.70000E-03          1.37000E+09
    14      2     15      2              1296.84          3.03000E-02          9.27000E+08
     2      2      3      4              1297.18          7.92000E-03          1.63000E+09
    21      2     22      0              1299.54          4.13000E-03          7.07000E+08
    24      2     23      0              1300.71          2.35000E-03          6.45000E+08
     6      2      5      4              1300.82          4.77000E-03          1.30000E+09
    13      2     12      3              1301.16          1.96000E-02          9.39000E+08
     3      2      4      4              1301.70          8.34000E-03          1.53000E+09
    18      2     19      1              1302.16          2.20000E-02          7.75000E+08
    21      2     20      1              1302.30          1.77000E-02          7.07000E+08
    10      2     11      3              1302.45          5.04000E-03          1.07000E+09
     7      2      6      4              1306.07          3.91000E-03          1.23000E+09
     4      2      5      4              1307.15          8.57000E-03          1.45000E+09
    18      2     17      2              1309.72          4.05000E-02          7.75000E+08
    15      2     16      2              1310.56          3.14000E-02          8.66000E+08
    14      2     13      3              1312.10          2.15000E-02          9.27000E+08
     8      2      7      4              1312.22          3.09000E-03          1.17000E+09
     5      2      6      4              1313.51          8.66000E-03          1.37000E+09
    11      2     12      3              1313.57          5.66000E-03          1.02000E+09
    22      2     23      0              1316.95          4.16000E-03          6.80000E+08
    25      2     24      0              1317.97          2.35000E-03          6.51000E+08
    22      2     21      1              1318.06          1.76000E-02          6.80000E+08
    19      2     20      1              1318.08          2.23000E-02          7.49000E+08
     6      2      7      4              1320.73          8.63000E-03          1.30000E+09
    15      2     14      3              1323.68          2.33000E-02          8.66000E+08
    19      2     18      2              1323.80          4.11000E-02          7.49000E+08
    16      2     17      2              1324.81          3.26000E-02          8.35000E+08
    12      2     13      3              1325.35          6.35000E-03          9.83000E+08
    10      2      9      4              1327.04          1.68000E-03          1.07000E+09
     7      2      8      4              1328.79          8.51000E-03          1.23000E+09
    23      2     22      1              1334.22          1.77000E-02          7.46000E+08
    20      2     21      1              1334.43          2.27000E-02          7.24000E+08
    23      2     24      0              1334.76          4.23000E-03          7.46000E+08
    16      2     15      3              1335.85          2.51000E-02          8.35000E+08
     8      2      9      4              1337.63          8.31000E-03          1.17000E+09
    13      2     14      3              1337.74          7.08000E-03          9.39000E+08
    20      2     19      2              1338.35          4.17000E-02          7.24000E+08
    17      2     18      2              1339.56          3.37000E-02          8.03000E+08
     1      2      0      5              1345.05          6.93000E-02          1.73000E+09
     2      2      1      5              1345.40          4.61000E-02          1.63000E+09
     3      2      2      5              1346.75          4.14000E-02          1.53000E+09
     9      2     10      4              1347.22          8.05000E-03          1.12000E+09
     0      2      1      5              1347.32          2.32000E-02          1.86000E+09
    17      2     16      3              1348.58          2.68000E-02          8.03000E+08
     4      2      3      5              1349.06          3.93000E-02          1.45000E+09
     1      2      2      5              1349.92          2.79000E-02          1.73000E+09
    14      2     15      3              1350.69          7.84000E-03          9.27000E+08
    24      2     23      1              1350.73          1.80000E-02          6.45000E+08
    21      2     22      1              1351.18          2.32000E-02          7.07000E+08
     5      2      4      5              1352.33          3.79000E-02          1.37000E+09
    24      2     25      0              1352.90          4.35000E-03          6.45000E+08
    21      2     20      2              1353.32          4.24000E-02          7.07000E+08
     2      2      3      5              1353.50          2.99000E-02          1.63000E+09
    18      2     19      2              1354.76          3.49000E-02          7.75000E+08
     6      2      5      5              1356.53          3.70000E-02          1.30000E+09
    10      2     11      4              1357.50          7.75000E-03          1.07000E+09
     3      2      4      5              1358.01          3.12000E-02          1.53000E+09
     7      2      6      5              1361.64          3.61000E-02          1.23000E+09
    18      2     17      3              1361.80          2.83000E-02          7.75000E+08
     4      2      5      5              1363.43          3.20000E-02          1.45000E+09
    15      2     16      3              1364.18          8.58000E-03          8.66000E+08
    25      2     24      1              1367.55          1.84000E-02          6.51000E+08
     8      2      7      5              1367.60          3.53000E-02          1.17000E+09
    22      2     23      1              1368.26          2.38000E-02          6.80000E+08
    11      2     12      4              1368.44          7.43000E-03          1.02000E+09
    22      2     21      2              1368.65          4.32000E-02          6.80000E+08
     5      2      6      5              1369.72          3.27000E-02          1.37000E+09
    19      2     20      2              1370.36          3.60000E-02          7.49000E+08
    25      2     26      0              1371.32          4.54000E-03          6.51000E+08
     9      2      8      5              1374.40          3.45000E-02          1.12000E+09
    19      2     18      3              1375.47          2.96000E-02          7.49000E+08
     6      2      7      5              1376.85          3.33000E-02          1.30000E+09
    16      2     17      3              1378.13          9.28000E-03          8.35000E+08
    12      2     13      4              1379.99          7.12000E-03          9.83000E+08
    10      2      9      5              1381.96          3.37000E-02          1.07000E+09
    23      2     22      2              1384.30          4.41000E-02          7.46000E+08
     7      2      8      5              1384.78          3.38000E-02          1.23000E+09
    23      2     24      1              1385.63          2.46000E-02          7.46000E+08
    20      2     21      2              1386.32          3.72000E-02          7.24000E+08
    20      2     19      3              1389.53          3.07000E-02          7.24000E+08
    11      2     10      5              1390.26          3.29000E-02          1.02000E+09
    13      2     14      4              1392.08          6.85000E-03          9.39000E+08
    17      2     18      3              1392.50          9.87000E-03          8.03000E+08
     8      2      9      5              1393.45          3.43000E-02          1.17000E+09
    12      2     11      5              1399.24          3.22000E-02          9.83000E+08
    24      2     23      2              1400.20          4.52000E-02          6.45000E+08
     2      2      1      6              1402.15          2.50000E-02          1.63000E+09
    21      2     22      2              1402.57          3.82000E-02          7.07000E+08
     9      2     10      5              1402.82          3.48000E-02          1.12000E+09
    24      2     25      1              1403.24          2.56000E-02          6.45000E+08
     3      2      2      6              1403.38          2.38000E-02          1.53000E+09
    21      2     20      3              1403.92          3.14000E-02          7.07000E+08
     0      2      1      6              1404.23          1.09000E-02          1.86000E+09
    14      2     15      4              1404.68          6.65000E-03          9.27000E+08
     4      2      3      6              1405.56          2.40000E-02          1.45000E+09
    18      2     19      3              1407.23          1.03000E-02          7.75000E+08
     5      2      4      6              1408.66          2.47000E-02          1.37000E+09
    13      2     12      5              1408.85          3.15000E-02          9.39000E+08
     2      2      3      6              1410.37          1.31000E-02          1.63000E+09
     6      2      5      6              1412.66          2.57000E-02          1.30000E+09
    10      2     11      5              1412.82          3.54000E-02          1.07000E+09
     3      2      4      6              1414.82          1.32000E-02          1.53000E+09
    25      2     24      2              1416.27          4.64000E-02          6.51000E+08
     7      2      6      6              1417.51          2.68000E-02          1.23000E+09
    15      2     16      4              1417.72          6.56000E-03          8.66000E+08
    22      2     21      3              1418.55          3.18000E-02          6.80000E+08
    14      2     13      5              1419.03          3.10000E-02          9.27000E+08
    22      2     23      2              1419.04          3.92000E-02          6.80000E+08
     4      2      5      6              1420.13          1.33000E-02          1.45000E+09
    25      2     26      1              1421.01          2.69000E-02          6.51000E+08
    19      2     20      3              1422.26          1.05000E-02          7.49000E+08
     8      2      7      6              1423.19          2.80000E-02          1.17000E+09
    11      2     12      5              1423.42          3.59000E-02          1.02000E+09
     5      2      6      6              1426.28          1.34000E-02          1.37000E+09
     9      2      8      6              1429.65          2.93000E-02          1.12000E+09
    15      2     14      5              1429.72          3.06000E-02          8.66000E+08
    16      2     17      4              1431.13          6.61000E-03          8.35000E+08
     6      2      7      6              1433.21          1.34000E-02          1.30000E+09
    23      2     22      3              1433.38          3.16000E-02          7.46000E+08
    12      2     13      5              1434.54          3.64000E-02          9.83000E+08
    23      2     24      2              1435.68          4.01000E-02          7.46000E+08
    10      2      9      6              1436.81          3.05000E-02          1.07000E+09
    20      2     21      3              1437.54          1.04000E-02          7.24000E+08
    16      2     15      5              1440.85          3.05000E-02          8.35000E+08
     7      2      8      6              1440.88          1.35000E-02          1.23000E+09
    11      2     10      6              1444.65          3.16000E-02          1.02000E+09
    17      2     18      4              1444.86          6.87000E-03          8.03000E+08
    13      2     14      5              1446.13          3.70000E-02          9.39000E+08
    24      2     23      3              1448.30          3.08000E-02          6.45000E+08
     8      2      9      6              1449.23          1.36000E-02          1.17000E+09
    14      3     13      0              1140.66          6.70000E-03          9.07000E+08
     6      3      7      1              1142.14          1.95000E-02          1.29000E+09
     9      3      8      1              1143.08          2.60000E-02          1.12000E+09
     7      3      8      1              1149.99          1.99000E-02          1.23000E+09
    12      3     13      0              1150.35          7.57000E-03          1.00000E+09
    10      3      9      1              1150.99          2.61000E-02          1.07000E+09
    15      3     14      0              1152.30          6.41000E-03          8.64000E+08
     8      3      9      1              1158.66          2.02000E-02          1.17000E+09
    11      3     10      1              1159.71          2.61000E-02          1.02000E+09
    13      3     14      0              1162.61          7.52000E-03          9.37000E+08
     1      3      0      2              1162.83          2.02000E-02          1.73000E+09
     2      3      1      2              1163.37          1.43000E-02          1.62000E+09
    16      3     15      0              1164.60          6.12000E-03          8.33000E+08
     0      3      1      2              1164.74          6.11000E-03          1.85000E+09
     3      3      2      2              1164.89          1.37000E-02          1.53000E+09
     1      3      2      2              1167.17          7.09000E-03          1.73000E+09
     4      3      3      2              1167.39          1.40000E-02          1.44000E+09
     9      3     10      1              1168.13          2.06000E-02          1.12000E+09
    12      3     11      1              1169.22          2.61000E-02          1.00000E+09
     2      3      3      2              1170.57          7.43000E-03          1.62000E+09
     5      3      4      2              1170.85          1.47000E-02          1.36000E+09
     3      3      4      2              1174.93          7.63000E-03          1.53000E+09
     6      3      5      2              1175.25          1.56000E-02          1.29000E+09
    14      3     15      0              1175.53          7.46000E-03          9.07000E+08
    17      3     16      0              1177.56          5.85000E-03          8.02000E+08
    10      3     11      1              1178.36          2.11000E-02          1.07000E+09
    13      3     12      1              1179.48          2.61000E-02          9.37000E+08
     4      3      5      2              1180.22          7.82000E-03          1.44000E+09
     7      3      6      2              1180.58          1.66000E-02          1.23000E+09
     5      3      6      2              1186.42          8.06000E-03          1.36000E+09
     8      3      7      2              1186.81          1.78000E-02          1.17000E+09
    15      3     16      0              1189.09          7.40000E-03          8.64000E+08
    11      3     12      1              1189.34          2.16000E-02          1.02000E+09
    14      3     13      1              1190.46          2.60000E-02          9.07000E+08
    18      3     17      0              1191.13          5.60000E-03          7.74000E+08
     6      3      7      2              1193.51          8.37000E-03          1.29000E+09
     9      3      8      2              1193.91          1.91000E-02          1.12000E+09
    12      3     13      1              1201.01          2.21000E-02          1.00000E+09
     7      3      8      2              1201.45          8.77000E-03          1.23000E+09
    10      3      9      2              1201.84          2.05000E-02          1.07000E+09
    15      3     14      1              1202.14          2.59000E-02          8.64000E+08
    16      3     17      0              1203.25          7.34000E-03          8.33000E+08
    19      3     18      0              1205.30          5.37000E-03          7.51000E+08
     8      3      9      2              1210.21          9.27000E-03          1.17000E+09
    11      3     10      2              1210.58          2.19000E-02          1.02000E+09
    13      3     14      1              1213.36          2.26000E-02          9.37000E+08
    16      3     15      1              1214.47          2.58000E-02          8.33000E+08
    17      3     18      0              1217.99          7.29000E-03          8.02000E+08
     4      3      3      3              1219.51          9.83000E-04          1.44000E+09
     9      3     10      2              1219.76          9.87000E-03          1.12000E+09
    20      3     19      0              1220.02          5.17000E-03          7.23000E+08
    12      3     11      2              1220.10          2.34000E-02          1.00000E+09
     2      3      3      3              1222.99          2.04000E-03          1.62000E+09
    14      3     15      1              1226.36          2.31000E-02          9.07000E+08
    17      3     16      1              1227.43          2.57000E-02          8.02000E+08
    10      3     11      2              1230.06          1.06000E-02          1.07000E+09
    13      3     12      2              1230.35          2.49000E-02          9.37000E+08
     4      3      5      3              1232.76          2.24000E-03          1.44000E+09
    18      3     19      0              1233.28          7.26000E-03          7.74000E+08
    21      3     20      0              1235.28          5.01000E-03          7.26000E+08
     5      3      6      3              1239.02          2.24000E-03          1.36000E+09
    15      3     16      1              1239.96          2.37000E-02          8.64000E+08
    18      3     17      1              1240.98          2.56000E-02          7.74000E+08
    11      3     12      2              1241.08          1.14000E-02          1.02000E+09
    14      3     13      2              1241.31          2.64000E-02          9.07000E+08
     6      3      7      3              1246.16          2.18000E-03          1.29000E+09
    19      3     20      0              1249.09          7.24000E-03          7.51000E+08
    22      3     21      0              1251.02          4.88000E-03          6.80000E+08
    12      3     13      2              1252.78          1.22000E-02          1.00000E+09
    15      3     14      2              1252.94          2.79000E-02          8.64000E+08
    16      3     17      1              1254.13          2.42000E-02          8.33000E+08
     7      3      8      3              1254.14          2.08000E-03          1.23000E+09
    19      3     18      1              1255.08          2.55000E-02          7.51000E+08
     8      3      9      3              1262.92          1.93000E-03          1.17000E+09
    13      3     14      2              1265.13          1.32000E-02          9.37000E+08
    16      3     15      2              1265.18          2.93000E-02          8.33000E+08
    20      3     21      0              1265.37          7.25000E-03          7.23000E+08
    23      3     22      0              1267.22          4.80000E-03          7.53000E+08
     1      3      0      4              1268.50          4.56000E-02          1.73000E+09
    17      3     18      1              1268.84          2.48000E-02          8.02000E+08
     2      3      1      4              1268.95          3.03000E-02          1.62000E+09
    20      3     19      1              1269.70          2.54000E-02          7.23000E+08
     3      3      2      4              1270.39          2.70000E-02          1.53000E+09
     0      3      1      4              1270.58          1.53000E-02          1.85000E+09
     9      3     10      3              1272.48          1.75000E-03          1.12000E+09
     4      3      3      4              1272.82          2.55000E-02          1.44000E+09
     1      3      2      4              1273.11          1.85000E-02          1.73000E+09
     5      3      4      4              1276.20          2.45000E-02          1.36000E+09
     2      3      3      4              1276.60          1.99000E-02          1.62000E+09
    17      3     16      2              1278.03          3.07000E-02          8.02000E+08
    14      3     15      2              1278.09          1.42000E-02          9.07000E+08
     6      3      5      4              1280.53          2.37000E-02          1.29000E+09
     3      3      4      4              1281.05          2.07000E-02          1.53000E+09
    21      3     22      0              1282.12          7.29000E-03          7.26000E+08
    10      3     11      3              1282.76          1.54000E-03          1.07000E+09
    24      3     23      0              1283.85          4.76000E-03          6.45000E+08
    18      3     19      1              1284.06          2.54000E-02          7.74000E+08
    21      3     20      1              1284.81          2.54000E-02          7.26000E+08
     7      3      6      4              1285.77          2.29000E-02          1.23000E+09
     4      3      5      4              1286.43          2.12000E-02          1.44000E+09
    18      3     17      2              1291.41          3.20000E-02          7.74000E+08
    15      3     16      2              1291.62          1.53000E-02          8.64000E+08
     8      3      7      4              1291.88          2.21000E-02          1.17000E+09
     5      3      6      4              1292.69          2.17000E-02          1.36000E+09
    14      3     13      3              1292.91          1.38000E-03          9.07000E+08
     9      3      8      4              1298.84          2.13000E-02          1.12000E+09
    22      3     23      0              1299.27          7.39000E-03          6.80000E+08
    19      3     20      1              1299.75          2.60000E-02          7.51000E+08
     6      3      7      4              1299.82          2.21000E-02          1.29000E+09
    22      3     21      1              1300.34          2.55000E-02          6.80000E+08
    25      3     24      0              1300.85          4.77000E-03          6.42000E+08
    19      3     18      2              1305.31          3.32000E-02          7.51000E+08
    12      3     13      3              1305.36          1.11000E-03          1.00000E+09
    16      3     17      2              1305.66          1.63000E-02          8.33000E+08
    10      3      9      4              1306.61          2.05000E-02          1.07000E+09
     7      3      8      4              1307.77          2.24000E-02          1.23000E+09
    11      3     10      4              1315.14          1.96000E-02          1.02000E+09
    20      3     21      1              1315.85          2.67000E-02          7.23000E+08
    23      3     22      1              1316.28          2.58000E-02          7.53000E+08
    16      3     15      3              1316.39          2.60000E-03          8.33000E+08
     8      3      9      4              1316.50          2.27000E-02          1.17000E+09
    23      3     24      0              1316.80          7.53000E-03          7.53000E+08
    20      3     19      2              1319.66          3.43000E-02          7.23000E+08
    17      3     18      2              1320.21          1.74000E-02          8.02000E+08
     2      3      1      5              1323.29          1.57000E-02          1.62000E+09
    12      3     11      4              1324.38          1.87000E-02          1.00000E+09
     3      3      2      5              1324.66          1.51000E-02          1.53000E+09
     0      3      1      5              1325.06          6.60000E-03          1.85000E+09
     9      3     10      4              1325.97          2.29000E-02          1.12000E+09
     4      3      3      5              1327.00          1.55000E-02          1.44000E+09
    17      3     16      3              1328.96          3.26000E-03          8.02000E+08
     5      3      4      5              1330.28          1.62000E-02          1.36000E+09
     2      3      3      5              1331.11          7.87000E-03          1.62000E+09
    21      3     22      1              1332.35          2.75000E-02          7.26000E+08
    24      3     23      1              1332.56          2.62000E-02          6.45000E+08
    13      3     12      4              1334.31          1.78000E-02          9.37000E+08
    21      3     20      2              1334.44          3.53000E-02          7.26000E+08
     6      3      5      5              1334.49          1.71000E-02          1.29000E+09
    24      3     25      0              1334.66          7.75000E-03          6.45000E+08
    18      3     19      2              1335.19          1.83000E-02          7.74000E+08
     3      3      4      5              1335.55          7.97000E-03          1.53000E+09
    10      3     11      4              1336.13          2.32000E-02          1.07000E+09
     7      3      6      5              1339.58          1.82000E-02          1.23000E+09
     4      3      5      5              1340.89          8.05000E-03          1.44000E+09
    18      3     17      3              1342.02          3.89000E-03          7.74000E+08
    14      3     13      4              1344.85          1.69000E-02          9.07000E+08
     8      3      7      5              1345.53          1.93000E-02          1.17000E+09
    11      3     12      4              1346.93          2.34000E-02          1.02000E+09
     5      3      6      5              1347.10          8.16000E-03          1.36000E+09
    25      3     24      1              1349.13          2.67000E-02          6.42000E+08
    22      3     23      1              1349.18          2.83000E-02          6.80000E+08
    22      3     21      2              1349.57          3.62000E-02          6.80000E+08
    19      3     20      2              1350.57          1.92000E-02          7.51000E+08
     9      3      8      5              1352.29          2.05000E-02          1.12000E+09
    25      3     26      0              1352.80          8.05000E-03          6.42000E+08
     6      3      7      5              1354.14          8.31000E-03          1.29000E+09
    19      3     18      3              1355.53          4.44000E-03          7.51000E+08
    15      3     14      4              1355.98          1.61000E-02          8.64000E+08
    12      3     13      4              1358.33          2.37000E-02          1.00000E+09
    10      3      9      5              1359.82          2.17000E-02          1.07000E+09
     7      3      8      5              1361.97          8.50000E-03          1.23000E+09
    23      3     22      2              1365.00          3.70000E-02          7.53000E+08
    20      3     21      2              1366.28          2.00000E-02          7.23000E+08
    23      3     24      1              1366.29          2.92000E-02          7.53000E+08
    16      3     15      4              1367.62          1.54000E-02          8.33000E+08
    11      3     10      5              1368.06          2.29000E-02          1.02000E+09
    20      3     19      3              1369.40          4.86000E-03          7.23000E+08
    13      3     14      4              1370.28          2.39000E-02          9.37000E+08
     8      3      9      5              1370.54          8.74000E-03          1.17000E+09
    12      3     11      5              1376.98          2.40000E-02          1.00000E+09
    17      3     16      4              1379.73          1.49000E-02          8.02000E+08
     9      3     10      5              1379.79          9.02000E-03          1.12000E+09
    24      3     23      2              1380.68          3.76000E-02          6.45000E+08
     4      3      3      6              1381.62          3.73000E-03          1.44000E+09
    21      3     22      2              1382.29          2.06000E-02          7.26000E+08
    14      3     15      4              1382.71          2.42000E-02          9.07000E+08
    21      3     20      3              1383.60          5.09000E-03          7.26000E+08
    24      3     25      1              1383.63          3.02000E-02          6.45000E+08
     2      3      3      6              1386.09          5.84000E-03          1.62000E+09
    13      3     12      5              1386.52          2.51000E-02          9.37000E+08
     6      3      5      6              1388.76          2.40000E-03          1.29000E+09
    10      3     11      5              1389.68          9.31000E-03          1.07000E+09
    18      3     17      4              1392.24          1.46000E-02          7.74000E+08
    15      3     16      4              1395.58          2.45000E-02          8.64000E+08
     4      3      5      6              1395.70          6.80000E-03          1.44000E+09
    25      3     24      2              1396.53          3.80000E-02          6.42000E+08
    14      3     13      5              1396.61          2.60000E-02          9.07000E+08
    22      3     21      3              1398.05          5.08000E-03          6.80000E+08
    22      3     23      2              1398.53          2.09000E-02          6.80000E+08
    11      3     12      5              1400.16          9.58000E-03          1.02000E+09
    25      3     26      1              1401.13          3.14000E-02          6.42000E+08
     5      3      6      6              1401.77          7.16000E-03          1.36000E+09
    19      3     18      4              1405.10          1.46000E-02          7.51000E+08
    15      3     14      5              1407.21          2.67000E-02          8.64000E+08
     6      3      7      6              1408.62          7.46000E-03          1.29000E+09
    16      3     17      4              1408.82          2.49000E-02          8.33000E+08
    12      3     13      5              1411.15          9.80000E-03          1.00000E+09
    23      3     22      3              1412.69          4.78000E-03          7.53000E+08
    23      3     24      2              1414.92          2.10000E-02          7.53000E+08
     7      3      8      6              1416.21          7.72000E-03          1.23000E+09
    20      3     19      4              1418.22          1.49000E-02          7.23000E+08
    16      3     15      5              1418.23          2.73000E-02          8.33000E+08
    17      3     18      4              1422.37          2.53000E-02          8.02000E+08
    13      3     14      5              1422.61          9.94000E-03          9.37000E+08
     8      3      9      6              1424.47          7.98000E-03          1.17000E+09
    24      3     23      3              1427.43          4.16000E-03          6.45000E+08
    17      3     16      5              1429.62          2.77000E-02          8.02000E+08
    24      3     25      2              1431.41          2.06000E-02          6.45000E+08
    21      3     20      4              1431.54          1.55000E-02          7.26000E+08
     2      3      1      7              1432.97          4.79000E-02          1.62000E+09
     9      3     10      6              1433.35          8.25000E-03          1.12000E+09
     3      3      2      7              1434.10          4.30000E-02          1.53000E+09
    14      3     15      5              1434.46          9.94000E-03          9.07000E+08
     0      3      1      7              1435.05          2.40000E-02          1.85000E+09
     4      3      3      7              1436.13          4.08000E-02          1.44000E+09
    18      3     19      4              1436.16          2.59000E-02          7.74000E+08
     1      3      2      7              1437.56          2.89000E-02          1.73000E+09
     5      3      4      7              1439.02          3.95000E-02          1.36000E+09
     2      3      3      7              1440.95          3.10000E-02          1.62000E+09
    18      3     17      5              1441.30          2.78000E-02          7.74000E+08
     6      3      5      7              1442.75          3.87000E-02          1.29000E+09
    10      3     11      6              1442.80          8.57000E-03          1.07000E+09
    22      3     21      4              1444.97          1.67000E-02          6.80000E+08
     3      3      4      7              1445.19          3.22000E-02          1.53000E+09
    15      3     16      5              1446.65          9.75000E-03          8.64000E+08
     7      3      6      7              1447.27          3.80000E-02          1.23000E+09
    25      3     26      2              1447.88          1.97000E-02          6.42000E+08
     8      4      9      1              1143.17          1.57000E-02          1.17000E+09
    11      4     10      1              1144.59          2.51000E-02          1.02000E+09
     2      4      1      2              1147.23          2.07000E-03          1.61000E+09
    13      4     14      0              1147.71          9.96000E-03          9.33000E+08
    16      4     15      0              1150.13          9.38000E-03          8.30000E+08
     4      4      3      2              1151.26          2.56000E-03          1.43000E+09
     9      4     10      1              1152.51          1.62000E-02          1.11000E+09
    12      4     11      1              1154.00          2.57000E-02          9.94000E+08
     2      4      3      2              1154.23          6.52000E-04          1.61000E+09
     5      4      4      2              1154.70          3.00000E-03          1.36000E+09
     6      4      5      2              1159.09          3.53000E-03          1.29000E+09
    14      4     15      0              1160.46          9.99000E-03          8.99000E+08
    10      4     11      1              1162.61          1.67000E-02          1.07000E+09
    17      4     16      0              1162.93          9.08000E-03          8.02000E+08
     4      4      5      2              1163.74          6.40000E-04          1.43000E+09
    13      4     12      1              1164.15          2.62000E-02          9.33000E+08
     7      4      6      2              1164.38          4.17000E-03          1.22000E+09
     8      4      7      2              1170.56          4.91000E-03          1.17000E+09
    11      4     12      1              1173.44          1.73000E-02          1.02000E+09
    15      4     16      0              1173.83          1.00000E-02          8.62000E+08
    14      4     13      1              1175.01          2.67000E-02          8.99000E+08
    18      4     17      0              1176.33          8.80000E-03          7.71000E+08
     6      4      7      2              1176.84          7.20000E-04          1.29000E+09
     9      4      8      2              1177.60          5.76000E-03          1.11000E+09
    12      4     13      1              1184.96          1.80000E-02          9.94000E+08
    10      4      9      2              1185.46          6.72000E-03          1.07000E+09
    15      4     14      1              1186.55          2.71000E-02          8.62000E+08
    16      4     17      0              1187.80          1.01000E-02          8.30000E+08
    19      4     18      0              1190.32          8.54000E-03          7.60000E+08
     8      4      9      2              1193.32          9.28000E-04          1.17000E+09
    11      4     10      2              1194.12          7.79000E-03          1.02000E+09
    13      4     14      1              1197.15          1.88000E-02          9.33000E+08
     1      4      0      3              1197.42          2.16000E-02          1.72000E+09
     2      4      1      3              1197.94          1.39000E-02          1.61000E+09
    16      4     15      1              1198.74          2.75000E-02          8.30000E+08
     0      4      1      3              1199.34          7.56000E-03          1.84000E+09
     3      4      2      3              1199.44          1.20000E-02          1.52000E+09
     1      4      2      3              1201.77          9.24000E-03          1.72000E+09
     4      4      3      3              1201.92          1.09000E-02          1.43000E+09
    17      4     18      0              1202.34          1.01000E-02          8.02000E+08
    12      4     11      2              1203.54          8.95000E-03          9.94000E+08
    20      4     19      0              1204.85          8.31000E-03          7.21000E+08
     2      4      3      3              1205.17          1.00000E-02          1.61000E+09
     5      4      4      3              1205.35          1.00000E-02          1.36000E+09
     3      4      4      3              1209.51          1.05000E-02          1.52000E+09
     6      4      5      3              1209.72          9.24000E-03          1.29000E+09
    14      4     15      1              1209.97          1.95000E-02          8.99000E+08
    17      4     16      1              1211.54          2.79000E-02          8.02000E+08
    10      4     11      2              1212.91          1.30000E-03          1.07000E+09
    13      4     12      2              1213.69          1.02000E-02          9.33000E+08
     4      4      5      3              1214.79          1.08000E-02          1.43000E+09
     7      4      6      3              1215.00          8.45000E-03          1.22000E+09
    18      4     19      0              1217.41          1.02000E-02          7.71000E+08
    21      4     20      0              1219.90          8.12000E-03          8.68000E+08
     5      4      6      3              1220.96          1.10000E-02          1.36000E+09
     8      4      7      3              1221.16          7.66000E-03          1.17000E+09
    15      4     16      1              1223.38          2.04000E-02          8.62000E+08
    11      4     12      2              1223.78          1.56000E-03          1.02000E+09
    14      4     13      2              1224.52          1.15000E-02          8.99000E+08
    18      4     17      1              1224.92          2.82000E-02          7.71000E+08
     6      4      7      3              1228.00          1.11000E-02          1.29000E+09
     9      4      8      3              1228.17          6.86000E-03          1.11000E+09
    19      4     20      0              1233.00          1.03000E-02          7.60000E+08
    12      4     13      2              1235.33          1.88000E-03          9.94000E+08
    22      4     21      0              1235.45          7.97000E-03          6.79000E+08
     7      4      8      3              1235.87          1.12000E-02          1.22000E+09
    10      4      9      3              1236.00          6.05000E-03          1.07000E+09
    15      4     14      2              1236.01          1.29000E-02          8.62000E+08
    16      4     17      1              1237.36          2.12000E-02          8.30000E+08
    19      4     18      1              1238.84          2.85000E-02          7.60000E+08
     8      4      9      3              1244.54          1.12000E-02          1.17000E+09
    11      4     10      3              1244.60          5.26000E-03          1.02000E+09
    13      4     14      2              1247.52          2.24000E-03          9.33000E+08
    16      4     15      2              1248.12          1.42000E-02          8.30000E+08
    20      4     21      0              1249.06          1.04000E-02          7.21000E+08
     1      4      0      4              1249.30          2.97000E-02          1.72000E+09
     2      4      1      4              1249.77          2.05000E-02          1.61000E+09
     3      4      2      4              1251.24          1.92000E-02          1.52000E+09
     0      4      1      4              1251.29          9.31000E-03          1.84000E+09
    23      4     22      0              1251.42          7.87000E-03          6.85000E+08
    17      4     18      1              1251.87          2.20000E-02          8.02000E+08
    20      4     19      1              1253.28          2.88000E-02          7.21000E+08
     4      4      3      4              1253.67          1.91000E-02          1.43000E+09
     1      4      2      4              1253.76          1.09000E-02          1.72000E+09
    12      4     11      3              1253.95          4.49000E-03          9.94000E+08
     9      4     10      3              1253.97          1.11000E-02          1.11000E+09
     5      4      4      4              1257.05          1.93000E-02          1.36000E+09
     2      4      3      4              1257.20          1.15000E-02          1.61000E+09
    14      4     15      2              1260.30          2.66000E-03          8.99000E+08
    17      4     16      2              1260.81          1.56000E-02          8.02000E+08
     6      4      5      4              1261.36          1.98000E-02          1.29000E+09
     3      4      4      4              1261.57          1.18000E-02          1.52000E+09
    13      4     12      3              1264.00          3.76000E-03          9.33000E+08
    10      4     11      3              1264.12          1.10000E-02          1.07000E+09
    21      4     22      0              1265.56          1.05000E-02          8.68000E+08
     7      4      6      4              1266.57          2.04000E-02          1.22000E+09
     4      4      5      4              1266.87          1.21000E-02          1.43000E+09
    18      4     19      1              1266.88          2.29000E-02          7.71000E+08
    24      4     23      0              1267.84          7.83000E-03          6.45000E+08
    21      4     20      1              1268.18          2.91000E-02          8.68000E+08
     8      4      7      4              1272.65          2.10000E-02          1.17000E+09
     5      4      6      4              1273.05          1.23000E-02          1.36000E+09
    15      4     16      2              1273.64          3.11000E-03          8.62000E+08
    18      4     17      2              1274.03          1.69000E-02          7.71000E+08
