# Data for B+ states 
#  J 	 v 		 E(v,J) [1/cm] 			 Ac [1/s] 			 mean Ekin [eV]
   10    17     1.0927701876E+05     4.7287641640E+08     7.8048264085E-01
   10    18     1.0998945504E+05     2.9833691955E+08     8.1998300276E-01
   10    19     1.1077344571E+05     4.5691444115E+08     8.6348338620E-01
   10    20     1.1146420893E+05     4.2297412739E+08     8.9613198996E-01
   10    21     1.1217128444E+05     4.4343906084E+08     9.2307215851E-01
   10    22     1.1281696033E+05     4.3362509786E+08     9.4699159476E-01
   10    23     1.1347323330E+05     4.2801451413E+08     9.5573213089E-01
   10    24     1.1406774487E+05     4.3672213064E+08     9.6798717449E-01
   10    25     1.1468249061E+05     3.8043934164E+08     9.7261622378E-01
   10    26     1.1521696743E+05     4.3459775722E+08     9.7208846741E-01
   10    27     1.1580245488E+05     3.7323587293E+08     6.7511406444E-01
   10    28     1.1625760365E+05     4.7194617641E+08     8.6901479031E-01
   10    29     1.1670022396E+05     5.4753057045E+08     5.7522618321E-01
   10    30     1.1717042817E+05     5.2201127146E+08     7.2640879152E-01
   10    31     1.1754683379E+05     5.9413265777E+08     5.4145487233E-01
   10    32     1.1790868324E+05     6.1129242741E+08     4.9989781717E-01
   10    33     1.1817013018E+05     6.9616895859E+08     3.3620378190E-01
   10    34     1.1834741632E+05     8.6326051726E+08     1.2036115651E-01
   11     0     9.2532141410E+04     4.5465598651E+02     1.2579313622E-01
   11     1     9.3751592890E+04     3.4365976465E+04     1.0353390139E-01
   11     2     9.4945575750E+04     4.6482425274E+05     1.1367517974E-01
   11     3     9.6112530020E+04     5.5595271806E+06     1.2618144705E-01
   11     4     9.7251483140E+04     4.2053058388E+07     1.1132342432E-01
   11     5     9.8361820940E+04     1.2124264832E+08     1.4272230040E-01
   11     6     9.9443221400E+04     3.3154819512E+08     1.5744362066E-01
   11     7     1.0049554879E+05     5.0993987137E+08     1.9217090005E-01
   11     8     1.0151870231E+05     4.8726956914E+08     2.8693747324E-01
   11     9     1.0251140884E+05     4.8922762507E+08     3.5978189000E-01
   11    10     1.0348068111E+05     5.2572953177E+08     4.0355051115E-01
   11    11     1.0441548793E+05     5.0427071774E+08     4.8212406182E-01
   11    12     1.0533322231E+05     5.0156212892E+08     5.3816041797E-01
   11    13     1.0620985963E+05     5.0339730904E+08     5.9206874753E-01
   11    14     1.0708875572E+05     4.2994159133E+08     6.5377021071E-01
   11    15     1.0789753065E+05     4.8907996446E+08     6.9933351178E-01
   11    16     1.0867531607E+05     4.0117725181E+08     7.5135778470E-01
   11    17     1.0948181895E+05     4.7014742896E+08     7.9773494336E-01
   11    18     1.1022068902E+05     4.4884573989E+08     8.3897866876E-01
   11    19     1.1096644351E+05     4.5023492515E+08     8.7848982101E-01
   11    20     1.1165612334E+05     4.4599215528E+08     9.0932372714E-01
   11    21     1.1235682301E+05     4.2001150954E+08     9.3330267493E-01
   11    22     1.1299153126E+05     4.4070601900E+08     9.5603801587E-01
   11    23     1.1366917353E+05     2.9959468627E+08     9.5544057005E-01
   11    24     1.1422854402E+05     4.3587120358E+08     9.8068911252E-01
   11    25     1.1477811446E+05     3.6994872827E+08     9.4782256422E-01
   11    26     1.1536482541E+05     4.3430546993E+08     9.7210044932E-01
   11    27     1.1587285681E+05     4.2310353116E+08     9.2952663415E-01
   11    28     1.1639187560E+05     4.7463580514E+08     8.5423085859E-01
   11    29     1.1684180067E+05     5.0540493676E+08     7.6645601569E-01
   11    30     1.1728792051E+05     5.2952844240E+08     6.9390964993E-01
   11    31     1.1765800785E+05     5.6803448418E+08     6.0330515873E-01
   11    32     1.1800120750E+05     6.4579838135E+08     4.3256378001E-01
   11    33     1.1823785789E+05     7.1579364012E+08     2.9843857956E-01
   11    34     1.1836908665E+05     9.0406209115E+08     8.5285665846E-02
   12     0     9.2911440200E+04     1.9215579026E+03     6.4984633564E-02
   12     1     9.4117711540E+04     7.6199588877E+04     9.3948460723E-02
   12     2     9.5299334420E+04     2.5060619886E+06     5.8802749259E-02
   12     3     9.6454562220E+04     1.4148070040E+07     8.0603129659E-02
   12     4     9.7582332150E+04     7.7262715980E+07     1.0120341763E-01
   12     5     9.8681952760E+04     3.7263358191E+08     7.8403083386E-02
   12     6     9.9753054790E+04     5.2370917760E+08     1.2893142647E-01
   12     7     1.0079547633E+05     5.1866960425E+08     2.1852549032E-01
   12     8     1.0180914662E+05     5.1931745804E+08     2.9648951927E-01
   12     9     1.0279375362E+05     5.2832503275E+08     3.6023972647E-01
   12    10     1.0375426910E+05     5.2139058568E+08     4.2799884953E-01
   12    11     1.0468029171E+05     5.2285749687E+08     4.8886612959E-01
   12    12     1.0561250301E+05     3.4865864850E+08     5.5226557991E-01
   12    13     1.0645814837E+05     5.0614404507E+08     6.0982633981E-01
   12    14     1.0729407112E+05     4.7245747824E+08     6.6258448451E-01
   12    15     1.0813069957E+05     4.9000681789E+08     7.1391288748E-01
   12    16     1.0891735292E+05     4.7686089953E+08     7.6033258267E-01
   12    17     1.0970233190E+05     4.6700847802E+08     8.0611186689E-01
   12    18     1.1043608299E+05     4.6521623405E+08     8.4654404399E-01
   12    19     1.1118300658E+05     4.0614740621E+08     8.8378993830E-01
   12    20     1.1185499880E+05     4.5262242695E+08     9.1574739142E-01
   12    21     1.1248569715E+05     3.1513061850E+08     9.4272468520E-01
   12    22     1.1317637689E+05     4.4345815325E+08     9.6010022326E-01
   12    23     1.1378032809E+05     4.1637846352E+08     9.6821081486E-01
   12    24     1.1440079219E+05     4.3025997662E+08     9.8918370167E-01
   12    25     1.1495827632E+05     4.2595180658E+08     9.8765526427E-01
   12    26     1.1552582677E+05     4.5161559955E+08     9.0536875303E-01
   12    27     1.1602795934E+05     4.7269583964E+08     8.8133250389E-01
   12    28     1.1654328910E+05     5.1489259836E+08     7.1000772167E-01
   12    29     1.1697646751E+05     5.1053412459E+08     7.7333994669E-01
   12    30     1.1743109756E+05     6.4185526856E+08     4.3712580532E-01
   12    31     1.1776723824E+05     5.8114590993E+08     5.8051171475E-01
   12    32     1.1806002850E+05     6.8893357076E+08     3.7761030349E-01
   12    33     1.1830201220E+05     7.5500758259E+08     2.4071356147E-01
   13     0     9.3309563500E+04     3.7743596363E+03     9.5804296586E-02
   13     1     9.4502723560E+04     7.8820641428E+04     1.3228924793E-01
   13     2     9.5671853990E+04     2.3821091378E+06     1.1612758570E-01
   13     3     9.6815111160E+04     2.0711683856E+07     1.0323265824E-01
   13     4     9.7931372710E+04     6.6157149583E+07     1.5296656724E-01
   13     5     9.9019911210E+04     3.1147641750E+08     1.3379616128E-01
   13     6     1.0008031885E+05     5.2339244622E+08     1.6195887461E-01
   13     7     1.0111240921E+05     5.1398942344E+08     2.5170815067E-01
   13     8     1.0211613865E+05     5.0581281158E+08     3.3341660685E-01
   13     9     1.0309142141E+05     5.2864385531E+08     3.8663329024E-01
   13    10     1.0403171193E+05     4.7884172104E+08     4.5514953690E-01
   13    11     1.0495977501E+05     5.1827580420E+08     5.1730745729E-01
   13    12     1.0584806651E+05     5.0458162193E+08     5.7676079315E-01
   13    13     1.0672090072E+05     5.0045710523E+08     6.3611283717E-01
   13    14     1.0755504558E+05     4.9339620135E+08     6.8641354467E-01
   13    15     1.0837999338E+05     4.7688002686E+08     7.3662537995E-01
   13    16     1.0915810630E+05     4.8006995444E+08     7.8221796698E-01
   13    17     1.0995956491E+05     3.3252389471E+08     8.2904376598E-01
   13    18     1.1066042699E+05     4.6409317632E+08     8.6683949034E-01
   13    19     1.1135336809E+05     4.1368441612E+08     9.0277042868E-01
   13    20     1.1206485497E+05     4.4918481690E+08     9.3201249321E-01
   13    21     1.1271571282E+05     4.3577345518E+08     9.5692502553E-01
   13    22     1.1337415653E+05     4.3144075908E+08     9.7505569855E-01
   13    23     1.1397501788E+05     4.3599366608E+08     9.8736451228E-01
   13    24     1.1459286676E+05     3.8664482585E+08     9.8603051982E-01
   13    25     1.1513392167E+05     4.3451937559E+08     9.9105260766E-01
   13    26     1.1562169402E+05     2.9053919887E+08     8.4857577053E-01
   13    27     1.1618653329E+05     4.7209877649E+08     8.9053172744E-01
   13    28     1.1664415318E+05     5.2621822806E+08     6.8937260646E-01
   13    29     1.1711586607E+05     5.1313493673E+08     7.6268922087E-01
   13    30     1.1750740802E+05     5.6160536955E+08     6.3440341378E-01
   13    31     1.1788002354E+05     5.9956477665E+08     5.3750664261E-01
   13    32     1.1815976010E+05     6.6632347664E+08     3.9372537774E-01
   13    33     1.1833876210E+05     8.2740750056E+08     1.9207543779E-01
   14     0     9.3724472100E+04     6.1328419954E+03     1.3861329364E-01
   14     1     9.4904680150E+04     2.7950274949E+05     8.6635962746E-02
   14     2     9.6061280090E+04     4.6506767701E+06     9.0080530952E-02
   14     3     9.7192403070E+04     2.7240975694E+07     1.4104144898E-01
   14     4     9.8296905110E+04     1.5340672528E+08     1.0128371905E-01
   14     5     9.9374072450E+04     4.4609249432E+08     1.2196058122E-01
   14     6     1.0042345929E+05     5.2946382356E+08     1.9505641292E-01
   14     7     1.0144486182E+05     5.0702927046E+08     2.8743384010E-01
   14     8     1.0243825061E+05     5.2913643934E+08     3.4720437031E-01
   14     9     1.0340362779E+05     5.3167017421E+08     4.1235360047E-01
   14    10     1.0434053821E+05     5.1773698062E+08     4.8491906931E-01
   14    11     1.0525328502E+05     5.2013774157E+08     5.3940587915E-01
   14    12     1.0613448772E+05     5.1496596210E+08     5.9539130373E-01
   14    13     1.0700032765E+05     4.8868869000E+08     6.5147041560E-01
   14    14     1.0782297080E+05     4.9680976117E+08     7.0560823931E-01
   14    15     1.0860326904E+05     3.7964568039E+08     7.5689717500E-01
   14    16     1.0940907438E+05     4.7874733726E+08     8.0319253844E-01
   14    17     1.1015315411E+05     4.5965846261E+08     8.4239349878E-01
   14    18     1.1089628576E+05     4.6312382972E+08     8.7828985028E-01
   14    19     1.1159142866E+05     4.5681173636E+08     9.1034815070E-01
   14    20     1.1229012505E+05     4.3264510299E+08     9.3618620521E-01
   14    21     1.1293088817E+05     4.4829452554E+08     9.6216159374E-01
   14    22     1.1361493490E+05     2.5989438913E+08     9.8662626302E-01
   14    23     1.1417320689E+05     4.3662451053E+08     1.0002869064E+00
   14    24     1.1473506050E+05     3.9289435783E+08     9.9729670801E-01
   14    25     1.1531654844E+05     4.3903011365E+08     9.8221176952E-01
   14    26     1.1583298512E+05     4.4569100926E+08     9.3342284940E-01
   14    27     1.1635370571E+05     4.7845138918E+08     8.6273968634E-01
   14    28     1.1681076634E+05     5.0297281109E+08     8.0831473601E-01
   14    29     1.1726630267E+05     5.4487617889E+08     6.6823567410E-01
   14    30     1.1764187561E+05     5.5898122249E+08     6.4611696862E-01
   14    31     1.1801770039E+05     7.2815284126E+08     3.2361543133E-01
   14    32     1.1824818220E+05     6.9481909101E+08     3.4055535481E-01
   15     0     9.4154244040E+04     1.0141509802E+04     1.5193329790E-01
   15     1     9.5321717170E+04     8.5438316026E+05     1.0843322582E-01
   15     2     9.6465806960E+04     8.3406736037E+06     1.0441373110E-01
   15     3     9.7584712010E+04     3.7835261365E+07     1.6059144618E-01
   15     4     9.8677293160E+04     2.9046930905E+08     1.1892383255E-01
   15     5     9.9742843210E+04     5.2366523988E+08     1.4508559082E-01
   15     6     1.0078093343E+05     5.2756874248E+08     2.3217076756E-01
   15     7     1.0179134942E+05     5.1324512883E+08     3.1778137856E-01
   15     8     1.0277406641E+05     5.3536325388E+08     3.7387569397E-01
   15     9     1.0372912795E+05     5.3593474278E+08     4.3899516333E-01
   15    10     1.0465652119E+05     5.2725163304E+08     5.0556555563E-01
   15    11     1.0556564454E+05     4.5969688404E+08     5.6871292335E-01
   15    12     1.0643129860E+05     5.1120725490E+08     6.2435788304E-01
   15    13     1.0727310383E+05     4.9284870342E+08     6.7348510873E-01
   15    14     1.0810171405E+05     4.9957165340E+08     7.2332354517E-01
   15    15     1.0889264553E+05     4.8735575665E+08     7.7193454213E-01
   15    16     1.0967193606E+05     4.7541104024E+08     8.1969382857E-01
   15    17     1.1041036214E+05     4.7085053552E+08     8.6220876967E-01
   15    18     1.1115411105E+05     3.9990201394E+08     8.9917726461E-01
   15    19     1.1182969555E+05     4.5784064493E+08     9.3020027289E-01
   15    20     1.1248035547E+05     3.9142924315E+08     9.5332466136E-01
   15    21     1.1315273770E+05     4.4663495806E+08     9.7731454083E-01
   15    22     1.1376481754E+05     4.3269939037E+08     9.9187581266E-01
   15    23     1.1438062298E+05     4.3316101657E+08     1.0010279147E+00
   15    24     1.1494317851E+05     4.3404220501E+08     1.0064506000E+00
   15    25     1.1551406229E+05     4.3914849983E+08     9.0994950631E-01
   15    26     1.1601670622E+05     4.6957975669E+08     9.1868107749E-01
   15    27     1.1646128033E+05     5.8835989680E+08     4.3298353392E-01
   15    28     1.1656037112E+05     5.5787929404E+08     4.6313273008E-01
   15    29     1.1697234361E+05     5.0130761438E+08     8.1455529293E-01
   15    30     1.1737789310E+05     5.6420604903E+08     6.3512131461E-01
   15    31     1.1777545667E+05     5.7237131458E+08     6.1314134479E-01
   15    32     1.1808586155E+05     6.3210873689E+08     4.7164007873E-01
   15    33     1.1833707345E+05     7.6962591326E+08     2.4703330240E-01
   16     0     9.4597088970E+04     1.6297149836E+04     1.5605109408E-01
   16     1     9.5752072810E+04     6.7437544496E+05     1.8421823173E-01
   16     2     9.6883729190E+04     1.2534021638E+07     1.4669674819E-01
   16     3     9.7990378080E+04     4.1634344123E+07     1.8419368421E-01
   16     4     9.9070917520E+04     2.1376730127E+08     1.9208330740E-01
   16     5     1.0012467748E+05     5.1657862571E+08     1.8774925925E-01
   16     6     1.0115124906E+05     5.2368587038E+08     2.7037431132E-01
   16     7     1.0215043323E+05     4.9894255389E+08     3.5941349975E-01
   16     8     1.0312220067E+05     5.3709835696E+08     4.0461742512E-01
   16     9     1.0406662205E+05     5.3107547270E+08     4.7321544903E-01
   16    10     1.0498379651E+05     5.1902830815E+08     5.4151763977E-01
   16    11     1.0587331622E+05     5.1346836611E+08     5.9744074000E-01
   16    12     1.0673893643E+05     5.0738296038E+08     6.5292728111E-01
   16    13     1.0757486149E+05     5.0385291153E+08     7.0058243807E-01
   16    14     1.0839261088E+05     4.8764976978E+08     7.5099044803E-01
   16    15     1.0917391118E+05     4.8654389255E+08     7.9990775486E-01
   16    16     1.0990669709E+05     3.1868464097E+08     8.4393057747E-01
   16    17     1.1067336637E+05     4.6831165286E+08     8.8633275079E-01
   16    18     1.1137685996E+05     4.4915328347E+08     9.2019441072E-01
   16    19     1.1207617896E+05     4.5356782865E+08     9.4919777093E-01
   16    20     1.1273201614E+05     4.4872069922E+08     9.7230059002E-01
   16    21     1.1338674690E+05     4.2526029276E+08     9.9492173218E-01
   16    22     1.1398937311E+05     4.4168762778E+08     1.0078263843E+00
   16    23     1.1462996169E+05     2.6102752330E+08     9.3817226956E-01
   16    24     1.1514856913E+05     4.4132579738E+08     1.0050830015E+00
   16    25     1.1567255110E+05     4.0950989409E+08     9.8816400202E-01
   16    26     1.1620373697E+05     4.6662091448E+08     9.2477780174E-01
   16    27     1.1667528959E+05     4.9350933152E+08     8.4437488078E-01
   16    28     1.1713942979E+05     5.0488890112E+08     7.8400873197E-01
   16    29     1.1753756428E+05     5.3892598400E+08     7.0649226842E-01
   16    30     1.1792246101E+05     6.5079097833E+08     4.5301289415E-01
   16    31     1.1819669153E+05     6.5440847304E+08     4.2369095872E-01
   17     0     9.5051357500E+04     1.7179001862E+05     1.1160285234E-01
   17     1     9.6194099650E+04     2.6113046223E+06     1.1401212664E-01
   17     2     9.7313433190E+04     2.0422673311E+07     1.6793107458E-01
   17     3     9.8407822070E+04     2.4528997812E+08     1.1792328732E-01
   17     4     9.9476245540E+04     5.2057053611E+08     1.3784852897E-01
   17     5     1.0051809056E+05     5.3016271105E+08     2.2481903021E-01
   17     6     1.0153297534E+05     5.2146768460E+08     3.0839269539E-01
   17     7     1.0252072208E+05     5.4839938421E+08     3.6459599371E-01
   17     8     1.0348131014E+05     5.4608120980E+08     4.3256846369E-01
   17     9     1.0441482745E+05     5.3260378216E+08     5.0309592160E-01
   17    10     1.0532141900E+05     5.2661202185E+08     5.6267716670E-01
   17    11     1.0620117891E+05     5.2418071121E+08     6.1432244439E-01
   17    12     1.0705945422E+05     4.9461965772E+08     6.6506031478E-01
   17    13     1.0788280758E+05     5.1061620224E+08     7.1795350988E-01
   17    14     1.0868055782E+05     4.8689786603E+08     7.7079826571E-01
   17    15     1.0946292634E+05     4.8772319759E+08     8.1945573087E-01
   17    16     1.1021125480E+05     4.7693723375E+08     8.6109932380E-01
   17    17     1.1094543930E+05     4.6811029393E+08     8.9669311027E-01
   17    18     1.1164283528E+05     4.6695409643E+08     9.2697433273E-01
   17    19     1.1234423909E+05     3.7487975136E+08     9.5699962235E-01
   17    20     1.1297802416E+05     4.5585974821E+08     9.7889074627E-01
   17    21     1.1359512060E+05     4.1583240486E+08     9.9883199020E-01
   17    22     1.1421774645E+05     4.4490063120E+08     1.0107352764E+00
   17    23     1.1479118185E+05     4.3393444965E+08     1.0219568004E+00
   17    24     1.1536105543E+05     4.5242573532E+08     9.7088901571E-01
   17    25     1.1588139433E+05     4.6539278203E+08     9.4991068675E-01
   17    26     1.1640752933E+05     4.8795481725E+08     7.6296635332E-01
   17    27     1.1685751875E+05     4.9219651548E+08     8.5937545077E-01
   17    28     1.1727431533E+05     5.6527212514E+08     6.3017927795E-01
   17    29     1.1769040379E+05     5.5470528800E+08     6.7358301617E-01
   17    30     1.1802434637E+05     6.0680296022E+08     5.3847237954E-01
   17    31     1.1830439100E+05     7.1020142075E+08     3.3660074248E-01
   18     0     9.5515540900E+04     1.3758473204E+05     1.9584354909E-01
   18     1     9.6646272270E+04     4.4566758818E+06     1.6125757189E-01
   18     2     9.7753400050E+04     1.8168849584E+07     2.1214079211E-01
   18     3     9.8835556670E+04     1.6358309265E+08     2.0073089891E-01
   18     4     9.9891837270E+04     5.0521015802E+08     1.8786879085E-01
   18     5     1.0092166956E+05     5.2765346669E+08     2.6561026608E-01
   18     6     1.0192473547E+05     5.1407493199E+08     3.4947478760E-01
   18     7     1.0290088334E+05     5.4550512173E+08     4.0279980065E-01
   18     8     1.0385010519E+05     5.3773867654E+08     4.7246547874E-01
   18     9     1.0477250337E+05     5.2412459620E+08     5.4141036928E-01
   18    10     1.0566824748E+05     5.2345771675E+08     5.9457181123E-01
   18    11     1.0653753247E+05     5.2098171424E+08     6.4601699267E-01
   18    12     1.0738022649E+05     5.1441312690E+08     6.9763837970E-01
   18    13     1.0819890812E+05     5.0399690894E+08     7.5139187576E-01
   18    14     1.0898978377E+05     4.9239572859E+08     8.0302138129E-01
   18    15     1.0976173248E+05     4.7308451206E+08     8.4853245596E-01
   18    16     1.1049960836E+05     4.7625719192E+08     8.8698325250E-01
   18    17     1.1120551266E+05     4.1766371959E+08     9.1918416049E-01
   18    18     1.1191228716E+05     4.6506436209E+08     9.4933708926E-01
   18    19     1.1257656254E+05     4.5447261214E+08     9.7467079869E-01
   18    20     1.1323024319E+05     4.4945756242E+08     9.9951527872E-01
   18    21     1.1384587934E+05     4.4684937561E+08     1.0173912753E+00
   18    22     1.1445924107E+05     4.0942030401E+08     1.0111442472E+00
   18    23     1.1501770793E+05     4.4412481470E+08     1.0243210173E+00
   18    24     1.1554612779E+05     3.7349447311E+08     1.0105927828E+00
   18    25     1.1608736879E+05     4.6184884191E+08     9.6420551669E-01
   18    26     1.1657043601E+05     4.8417565818E+08     8.8417119869E-01
   18    27     1.1704171700E+05     4.9615326995E+08     8.3873362129E-01
   18    28     1.1745631505E+05     5.2696521989E+08     7.5641661572E-01
   18    29     1.1785257167E+05     6.1686809285E+08     5.3137756548E-01
   18    30     1.1815466735E+05     6.2654027095E+08     4.9361563238E-01
   19     0     9.5988269500E+04     5.0993540163E+05     1.3029031443E-01
   19     1     9.7107189570E+04     8.4281838224E+06     1.8417162403E-01
   19     2     9.8202219380E+04     1.7737519898E+08     1.3014530010E-01
   19     3     9.9272193510E+04     5.1098503170E+08     1.4040590171E-01
   19     4     1.0031631401E+05     5.2204188967E+08     2.2725344464E-01
   19     5     1.0133408110E+05     5.4005948306E+08     3.0131979154E-01
   19     6     1.0232523046E+05     5.6226174663E+08     3.6341062150E-01
   19     7     1.0328965152E+05     5.4931269402E+08     4.3782604792E-01
   19     8     1.0422735679E+05     5.3941079890E+08     5.0461022552E-01
   19     9     1.0513846219E+05     5.4143112936E+08     5.5706200778E-01
   19    10     1.0602315549E+05     5.4007064260E+08     6.0847664149E-01
   19    11     1.0688166614E+05     5.3063303543E+08     6.6521478541E-01
   19    12     1.0771418861E+05     5.1668943613E+08     7.2329515271E-01
   19    13     1.0853495149E+05     2.7558955616E+08     7.7683332743E-01
   19    14     1.0930333648E+05     4.9653137361E+08     8.2080696397E-01
   19    15     1.1005833208E+05     4.8692011694E+08     8.5855823996E-01
   19    16     1.1079369773E+05     4.8431982806E+08     8.9326068357E-01
   19    17     1.1149954507E+05     4.7757562117E+08     9.2585162813E-01
   19    18     1.1218948068E+05     4.6107067686E+08     9.5840903895E-01
   19    19     1.1284443262E+05     4.6295699978E+08     9.8623481773E-01
   19    20     1.1346090225E+05     3.4486060508E+08     1.0127396913E+00
   19    21     1.1409406669E+05     4.5098918112E+08     1.0243256313E+00
   19    22     1.1467580827E+05     4.3708685636E+08     1.0362313410E+00
   19    23     1.1524746176E+05     4.5277414388E+08     1.0092639271E+00
   19    24     1.1577873912E+05     4.6058356563E+08     9.8523880555E-01
   19    25     1.1630215320E+05     4.7112140218E+08     8.8962655365E-01
   19    26     1.1677055322E+05     4.8706902863E+08     8.9716137723E-01
   19    27     1.1720098356E+05     5.4896453296E+08     6.7652399439E-01
   19    28     1.1762620929E+05     5.4418622022E+08     7.2292421667E-01
   19    29     1.1797898213E+05     5.8866932995E+08     5.9775084276E-01
   19    30     1.1828115229E+05     6.7915894948E+08     4.0409427942E-01
   20     0     9.6468306350E+04     9.5261243797E+05     1.8592851119E-01
   20     1     9.7575573980E+04     6.4831062372E+06     2.4054856645E-01
   20     2     9.8658614020E+04     1.0375984465E+08     2.2329900448E-01
   20     3     9.9716447450E+04     4.7039865162E+08     2.0108100250E-01
   20     4     1.0074840957E+05     5.2570656624E+08     2.6860929969E-01
   20     5     1.0175407653E+05     5.3737985222E+08     3.4468359097E-01
   20     6     1.0273324059E+05     5.5084207467E+08     4.1036381211E-01
   20     7     1.0368583610E+05     5.3936748235E+08     4.8086251331E-01
   20     8     1.0461190464E+05     5.3394880762E+08     5.4276343331E-01
   20     9     1.0551157735E+05     5.3832177438E+08     5.9246585490E-01
   20    10     1.0638505720E+05     5.3389512349E+08     6.4671648732E-01
   20    11     1.0723259277E+05     5.2205550832E+08     7.0468099610E-01
   20    12     1.0805442998E+05     5.0879487483E+08     7.6052089239E-01
   20    13     1.0885068995E+05     4.9868571442E+08     8.0951356052E-01
   20    14     1.0962295846E+05     4.9184974105E+08     8.5051604835E-01
   20    15     1.1036892996E+05     4.8713706653E+08     8.8672333782E-01
   20    16     1.1110198439E+05     3.9020086528E+08     9.2150069944E-01
   20    17     1.1178986094E+05     4.7467347887E+08     9.5350586910E-01
   20    18     1.1246077226E+05     4.6070799127E+08     9.8352861164E-01
   20    19     1.1311555642E+05     4.5840061131E+08     1.0110079257E+00
   20    20     1.1373908493E+05     4.5151774922E+08     1.0317091745E+00
   20    21     1.1434842885E+05     4.3983265522E+08     1.0371479310E+00
   20    22     1.1492063696E+05     4.4744477851E+08     1.0431514818E+00
   20    23     1.1545547246E+05     3.4788620863E+08     1.0258667782E+00
   20    24     1.1600160422E+05     4.5834271770E+08     9.9917006376E-01
   20    25     1.1649474764E+05     4.7360426618E+08     9.3516278241E-01
   20    26     1.1697055381E+05     4.9332049917E+08     8.7811713277E-01
   20    27     1.1739793845E+05     5.1971138989E+08     8.0048326103E-01
   20    28     1.1780633121E+05     6.1707291587E+08     5.4536594443E-01
   20    29     1.1812569821E+05     6.0791276198E+08     5.5276857001E-01
   21     0     9.6954538200E+04     1.1536830427E+06     2.5691393521E-01
   21     1     9.8050267310E+04     3.3320391501E+07     1.7273429067E-01
   21     2     9.9121393910E+04     2.4730142093E+08     1.6277167987E-01
   21     3     1.0016713801E+05     5.0005582673E+08     2.3589057590E-01
   21     4     1.0118694992E+05     5.5399964178E+08     3.0374393798E-01
   21     5     1.0218049445E+05     5.3583252398E+08     3.8846092668E-01
   21     6     1.0314762819E+05     5.5221723667E+08     4.4854441423E-01
   21     7     1.0408832409E+05     5.5317978436E+08     5.0643702665E-01
   21     8     1.0500266049E+05     5.4291732740E+08     5.6930996306E-01
   21     9     1.0589079004E+05     5.3843590199E+08     6.2631039449E-01
   21    10     1.0675292748E+05     5.2833475662E+08     6.8462617090E-01
   21    11     1.0758933129E+05     5.2185149844E+08     7.3360822397E-01
   21    12     1.0840026421E+05     5.1446117100E+08     7.7994466363E-01
   21    13     1.0918598551E+05     5.0523566144E+08     8.2550007126E-01
   21    14     1.0994623093E+05     4.9431570900E+08     8.6809255030E-01
   21    15     1.1068347326E+05     4.8700007171E+08     9.1032008638E-01
   21    16     1.1139483643E+05     4.7821354294E+08     9.4744289588E-01
   21    17     1.1208470364E+05     4.7000185145E+08     9.7930396762E-01
   21    18     1.1274733558E+05     4.6500295491E+08     1.0060103177E+00
   21    19     1.1340753423E+05     2.8327759976E+08     1.0198638462E+00
   21    20     1.1400484809E+05     4.5660770300E+08     1.0382595689E+00
   21    21     1.1459381860E+05     4.4673624194E+08     1.0466644772E+00
   21    22     1.1516655928E+05     4.5469530040E+08     1.0358330620E+00
   21    23     1.1570587451E+05     4.5899772181E+08     1.0175113394E+00
   21    24     1.1622993036E+05     4.3991998892E+08     9.9489002484E-01
   21    25     1.1670960126E+05     4.7771192195E+08     9.4261639479E-01
   21    26     1.1715586944E+05     4.9820340352E+08     8.2075047464E-01
   21    27     1.1758273768E+05     5.3514243540E+08     7.6900204845E-01
   21    28     1.1795040472E+05     5.7350697764E+08     6.5270087917E-01
   21    29     1.1827165040E+05     6.7129612575E+08     4.3942101517E-01
   22     0     9.7445965730E+04     1.4757419070E+06     2.6514661862E-01
   22     1     9.8530224510E+04     4.6696692991E+07     2.6138843162E-01
   22     2     9.9589505070E+04     3.8927189413E+08     2.2878519440E-01
   22     3     1.0062318663E+05     5.3384619789E+08     2.7536113759E-01
   22     4     1.0163085809E+05     5.6105083236E+08     3.5026098999E-01
   22     5     1.0261227821E+05     5.4618555123E+08     4.2864483136E-01
   22     6     1.0356734006E+05     5.4672555822E+08     4.9045198186E-01
   22     7     1.0449608326E+05     5.5451880648E+08     5.4375780705E-01
   22     8     1.0539861339E+05     5.5365878369E+08     5.9873426612E-01
   22     9     1.0627510968E+05     5.4003926116E+08     6.6061787298E-01
   22    10     1.0712580211E+05     5.2473809115E+08     7.2010413733E-01
   22    11     1.0795095347E+05     5.1566891039E+08     7.7029595049E-01
   22    12     1.0875083325E+05     5.1071984794E+08     8.1265622541E-01
   22    13     1.0952573509E+05     5.0598248070E+08     8.5165589681E-01
   22    14     1.1027589611E+05     4.9915171005E+08     8.9085080662E-01
   22    15     1.1100279468E+05     4.8554601702E+08     9.3030400310E-01
   22    16     1.1170351347E+05     4.8032287684E+08     9.6783411362E-01
   22    17     1.1237999511E+05     4.6755338821E+08     1.0008584326E+00
   22    18     1.1303570707E+05     4.6327679318E+08     1.0277696348E+00
   22    19     1.1366479678E+05     4.5699680701E+08     1.0470031988E+00
   22    20     1.1427406614E+05     4.5084467746E+08     1.0555399961E+00
   22    21     1.1485380571E+05     4.5319965137E+08     1.0584176442E+00
   22    22     1.1540180505E+05     3.9403826199E+08     1.0448945331E+00
   22    23     1.1594352172E+05     4.5888321758E+08     1.0269731392E+00
