# Data for C- states 
#  J 	 v 		 E(v,J) [1/cm] 			 Ab [1/s] 			 Ac [1/s] 			 At [1/s] 			 f of dissociation 		 mean Ekin [eV]
   19     2     1.1192681799E+05     1.0599388400E+09     6.4564682869E+04     1.0600034047E+09     6.0909882538E-05     1.8975467675E-01
   19     3     1.1346220603E+05     1.0469234100E+09     3.4214306660E+06     1.0503448407E+09     3.2574355903E-03     1.9699451305E-01
   19     4     1.1486296965E+05     7.9698062000E+08     1.9851290236E+07     8.1683191024E+08     2.4302784927E-02     1.8630592870E-01
   19     5     1.1612143057E+05     3.4023291000E+08     1.7754129809E+08     5.1777420809E+08     3.4289328305E-01     2.0989154955E-01
   19     6     1.1722557311E+05     2.7650205900E+08     7.6791173442E+08     1.0444137934E+09     7.3525621670E-01     1.8006217166E-01
   19     7     1.1815470793E+05     2.2186615300E+08     8.3642644212E+08     1.0582925951E+09     7.9035462024E-01     2.3635250728E-01
   20     0     1.0925872701E+05     1.0810091276E+09     4.1237536364E+02     1.0810095400E+09     3.8147245549E-07     1.3562733353E-01
   20     1     1.1100444721E+05     1.0668483940E+09     4.1722224729E+03     1.0668525662E+09     3.9107769949E-06     2.9862595070E-01
   20     2     1.1262231905E+05     1.0536641900E+09     1.2803206556E+06     1.0549445107E+09     1.2136379143E-03     1.3453847903E-01
   20     3     1.1410910731E+05     1.0420763200E+09     3.6915351998E+06     1.0457678552E+09     3.5299757795E-03     2.3687806495E-01
   20     4     1.1545922474E+05     8.5288925200E+08     1.8822154816E+08     1.0411108002E+09     1.8078916109E-01     1.3980445701E-01
   20     5     1.1666340570E+05     3.2330894400E+08     7.2035609630E+08     1.0436650403E+09     6.9021771209E-01     1.4430063845E-01
   20     6     1.1770695538E+05     2.6383960700E+08     7.8294070733E+08     1.0467803143E+09     7.4795130995E-01     2.2645412774E-01
   21     0     1.1005766062E+05     1.0735699820E+09     5.8615561993E+02     1.0735705682E+09     5.4598704297E-07     2.2307044492E-01
   21     1     1.1175475147E+05     1.0598520700E+09     1.3181629598E+04     1.0598652516E+09     1.2437080636E-05     2.2590254297E-01
   21     2     1.1332350215E+05     1.0475394000E+09     1.3242870250E+06     1.0488636870E+09     1.2625921188E-03     2.2341172301E-01
   21     3     1.1475966677E+05     8.7686981000E+08     1.0013052443E+07     8.8688286244E+08     1.1290163410E-02     2.1461649890E-01
   21     4     1.1605651570E+05     3.7304677000E+08     1.2107654523E+08     4.9412331523E+08     2.4503305449E-01     2.3763513276E-01
   21     5     1.1720287838E+05     3.1224285700E+08     7.1725998345E+08     1.0295028405E+09     6.9670520106E-01     2.0499694783E-01
   21     6     1.1818030197E+05     2.4037371000E+08     8.0310316209E+08     1.0434768721E+09     7.6964155466E-01     2.6713900707E-01
   22     0     1.1086280752E+05     1.0661469392E+09     5.3596051332E+02     1.0661474752E+09     5.0270767019E-07     3.2805500021E-01
   22     1     1.1250988048E+05     1.0531023770E+09     6.6159084390E+04     1.0531685361E+09     6.2819085572E-05     2.4575037320E-01
   22     2     1.1402779500E+05     1.0417780000E+09     9.3426801631E+05     1.0427122680E+09     8.9599791329E-04     3.3295959472E-01
   22     3     1.1541119753E+05     9.1830221000E+08     2.6615014977E+07     9.4491722498E+08     2.8166504190E-02     2.4891669071E-01
   22     4     1.1665188042E+05     3.7312240000E+08     7.9262640501E+07     4.5238504050E+08     1.7521056933E-01     3.2666859391E-01
   22     5     1.1773624980E+05     2.9680859300E+08     6.7135446499E+08     9.6816305799E+08     6.9343119369E-01     2.6771431368E-01
   23     0     1.1167174374E+05     1.0587200540E+09     1.7234236931E+03     1.0587217774E+09     1.6278343658E-06     2.6417244099E-01
   23     1     1.1326740131E+05     1.0464987200E+09     3.8295697154E+05     1.0468816770E+09     3.6580731134E-04     2.6137055391E-01
   23     2     1.1473267890E+05     9.4621380000E+08     4.7247396467E+06     9.5093853965E+08     4.9685015904E-03     2.4852638610E-01
   23     3     1.1606099534E+05     4.3912330900E+08     7.0345890672E+07     5.0946919967E+08     1.3807682725E-01     2.7822018345E-01
   23     4     1.1724222918E+05     3.4506690000E+08     6.3821564562E+08     9.8328254562E+08     6.4906638327E-01     2.4009079498E-01
   23     5     1.1825945954E+05     2.4086502500E+08     7.6715172750E+08     1.0080167525E+09     7.6105057341E-01     3.0229741822E-01
   24     0     1.1248215293E+05     1.0512714000E+09     1.0439755715E+04     1.0512818398E+09     9.9305013365E-06     2.8280249682E-01
   24     1     1.1402495706E+05     9.8713901000E+08     2.6095969836E+05     9.8739996970E+08     2.6428975731E-04     3.7567039022E-01
   24     2     1.1543567010E+05     5.3374580000E+08     1.3438260484E+07     5.4718406048E+08     2.4558939952E-02     2.8933631378E-01
   24     3     1.1670629665E+05     3.7456855100E+08     5.4117207386E+07     4.2868575839E+08     1.2623980696E-01     3.3687151525E-01
   24     4     1.1782423042E+05     2.4554820000E+08     5.7109894682E+08     8.1664714682E+08     6.9932154792E-01     3.1253784742E-01
   25     0     1.1329181688E+05     1.0442100000E+09     6.2437120381E+04     1.0442724371E+09     5.9790068340E-05     3.1063695750E-01
   25     1     1.1478025034E+05     9.9567610000E+08     1.8640018267E+06     9.9754010183E+08     1.8685983885E-03     2.9125244886E-01
   25     2     1.1613429133E+05     5.5624770000E+08     3.2705445977E+07     5.8895314598E+08     5.5531490409E-02     3.3224182803E-01
   25     3     1.1734421982E+05     3.5401819600E+08     5.2222276590E+08     8.7624096190E+08     5.9598077310E-01     2.8642477852E-01
