# Data for B+ states 
#  J 	 v 		 E(v,J) [1/cm] 			 Ab [1/s] 			 Ac [1/s] 			 At [1/s] 			 f of dissociation 		 mean Ekin [eV]
   25     1     9.9992752400E+04     5.6409669000E+08     1.4819358858E+08     7.1229027858E+08     2.0805224083E-01     3.5844691449E-01
   25     2     1.0101656851E+05     4.3983834000E+08     5.3693158259E+08     9.7676992259E+08     5.4970118364E-01     3.5113979395E-01
   25     3     1.0201415269E+05     4.2241575000E+08     5.5448553370E+08     9.7690128370E+08     5.6759627912E-01     4.2022427807E-01
   25     4     1.0298541872E+05     4.1376508000E+08     5.4149055474E+08     9.5525563474E+08     5.6685408078E-01     4.9373379987E-01
   25     5     1.0393038620E+05     3.7608827460E+08     5.7492763055E+08     9.5101590515E+08     6.0454049973E-01     5.4084998516E-01
   25     6     1.0484913521E+05     3.3200251000E+08     5.6377096610E+08     8.9577347610E+08     6.2936778231E-01     6.0458992406E-01
   25     7     1.0574182055E+05     3.0160786000E+08     5.4349662504E+08     8.4510448504E+08     6.4311175087E-01     6.7012626254E-01
   25     8     1.0660865303E+05     2.8497183700E+08     5.3808573927E+08     8.2305757627E+08     6.5376439606E-01     7.1979294031E-01
   25     9     1.0744989017E+05     2.7315144000E+08     5.3268698762E+08     8.0583842762E+08     6.6103448205E-01     7.6831965849E-01
   25    10     1.0826580997E+05     2.5935050500E+08     5.3010668403E+08     7.8945718903E+08     6.7148249632E-01     8.1050480125E-01
   25    11     1.0905668814E+05     2.4196668700E+08     5.2261761860E+08     7.6458430560E+08     6.8353171099E-01     8.5532397959E-01
   25    12     1.0982282540E+05     2.2273725600E+08     5.0950018040E+08     7.3223743640E+08     6.9581279933E-01     9.0385184800E-01
   25    13     1.1056450851E+05     2.0408691800E+08     4.9861581475E+08     7.0270273275E+08     7.0956862911E-01     9.4624173406E-01
   25    14     1.1128200057E+05     1.8765585000E+08     4.8711986198E+08     6.7477571198E+08     7.2189892631E-01     9.8655377823E-01
   25    15     1.1197553479E+05     1.7392628340E+08     4.7877984551E+08     6.5270612891E+08     7.3353048838E-01     1.0193312095E+00
   25    16     1.1264527228E+05     1.6257844800E+08     4.7323904791E+08     6.3581749591E+08     7.4430013479E-01     1.0438997669E+00
   25    17     1.1329053916E+05     1.7162624500E+08     4.5727743088E+08     6.2890367588E+08     7.2710249346E-01     1.0645041533E+00
   25    18     1.1391383682E+05     1.4471754000E+08     4.6479481231E+08     6.0951235231E+08     7.6256832294E-01     1.0783490370E+00
   25    19     1.1451221908E+05     1.3806068500E+08     4.6203610906E+08     6.0009679406E+08     7.6993597305E-01     1.0861115785E+00
   25    20     1.1508726194E+05     1.2544869920E+08     4.5996401773E+08     5.8541271693E+08     7.8570896126E-01     1.0876981936E+00
   25    21     1.1563647544E+05     1.1719087700E+08     4.5997533648E+08     5.7716621348E+08     7.9695471727E-01     1.0801690145E+00
   25    22     1.1615250307E+05     1.6739213300E+08     3.3782996060E+08     5.0522209360E+08     6.6867614239E-01     1.0510453652E+00
   25    23     1.1665652460E+05     1.0202060000E+08     4.7557656812E+08     5.7759716812E+08     8.2337067141E-01     1.0113878168E+00
   25    24     1.1712140228E+05     9.1591320000E+07     4.9072245197E+08     5.8231377197E+08     8.4271139649E-01     9.4806491806E-01
   25    25     1.1755380600E+05     8.6160860000E+07     5.2252314229E+08     6.0868400229E+08     8.5844730652E-01     8.5306958264E-01
   25    26     1.1794132197E+05     7.1847200000E+07     5.5471695780E+08     6.2656415780E+08     8.8533145552E-01     7.4611405726E-01
   25    27     1.1827434423E+05     5.8366554000E+07     6.0781464347E+08     6.6618119747E+08     9.1238636842E-01     5.9207565303E-01
