# Data for B'+ transitions (P and R) 
#  Number of transitions: 2229 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 osc strength f 		 Gamma [1/s]
     5      0      4      7              1160.45          7.00300E-06          3.67838E+08
     5      0      6      8              1205.61          4.52700E-08          3.67838E+08
     5      0      4      8              1194.86          8.25100E-09          3.67838E+08
     5      0      6      9              1237.79          5.77500E-10          3.67838E+08
     5      0      4      9              1227.54          4.03700E-08          3.67838E+08
     5      0      6     10              1267.24          2.64300E-08          3.67838E+08
     5      0      4     10              1257.74          6.11000E-08          3.67838E+08
     5      0      6     11              1292.97          3.61400E-09          3.67838E+08
     5      0      4     11              1284.52          5.38800E-09          3.67838E+08
     5      0      6     12              1313.70          1.07200E-09          3.67838E+08
     5      0      4     12              1306.75          7.35500E-12          3.67838E+08
     5      0      6     13              1327.82          2.03000E-10          3.67838E+08
     5      0      4     13              1322.99          1.14700E-10          3.67838E+08
     6      0      7      0               923.05          1.02200E-03          3.62326E+08
     6      0      7      1               958.44          4.03000E-03          3.62326E+08
     6      0      5      1               945.99          7.35500E-03          3.62326E+08
     6      0      7      2               994.35          6.32100E-03          3.62326E+08
     6      0      5      2               981.65          1.18800E-02          3.62326E+08
     6      0      7      3              1030.63          5.06500E-03          3.62326E+08
     6      0      5      3              1017.73          1.00600E-02          3.62326E+08
     6      0      7      4              1067.07          2.23500E-03          3.62326E+08
     6      0      5      4              1054.03          4.83500E-03          3.62326E+08
     6      0      7      5              1103.40          5.34900E-04          3.62326E+08
     6      0      5      5              1090.32          1.30700E-03          3.62326E+08
     6      0      7      6              1139.31          5.68700E-05          3.62326E+08
     6      0      5      6              1126.28          1.72000E-04          3.62326E+08
     6      0      7      7              1174.35          1.01000E-06          3.62326E+08
     6      0      5      7              1161.53          6.92400E-06          3.62326E+08
     6      0      7      8              1208.01          6.99900E-08          3.62326E+08
     6      0      5      8              1195.57          1.53100E-09          3.62326E+08
     6      0      7      9              1239.63          4.08900E-10          3.62326E+08
     6      0      5      9              1227.80          4.28300E-08          3.62326E+08
     6      0      7     10              1268.36          2.83100E-08          3.62326E+08
     6      0      5     10              1257.45          3.88000E-08          3.62326E+08
     6      0      7     11              1293.17          9.59000E-10          3.62326E+08
     6      0      5     11              1283.57          8.06600E-09          3.62326E+08
     6      0      7     12              1312.73          1.90700E-10          3.62326E+08
     6      0      5     12              1304.97          3.46100E-10          3.62326E+08
     6      0      7     13              1325.26          1.71400E-11          3.62326E+08
     6      0      5     13              1320.16          9.44600E-12          3.62326E+08
     7      0      8      0               927.57          9.83500E-04          3.55900E+08
     7      0      6      0               913.69          1.80700E-03          3.55900E+08
     7      0      8      1               962.90          3.86500E-03          3.55900E+08
     7      0      6      1               948.71          7.28000E-03          3.55900E+08
     7      0      8      2               998.72          6.07200E-03          3.55900E+08
     7      0      6      2               984.26          1.18400E-02          3.55900E+08
     7      0      8      3              1034.86          4.84700E-03          3.55900E+08
     7      0      6      3              1020.18          1.00800E-02          3.55900E+08
     7      0      8      4              1071.11          2.11500E-03          3.55900E+08
     7      0      6      4              1056.30          4.87200E-03          3.55900E+08
     7      0      8      5              1107.19          4.96700E-04          3.55900E+08
     7      0      6      5              1092.35          1.32500E-03          3.55900E+08
     7      0      8      6              1142.77          4.97800E-05          3.55900E+08
     7      0      6      6              1128.02          1.72400E-04          3.55900E+08
     7      0      8      7              1177.40          6.42300E-07          3.55900E+08
     7      0      6      7              1162.91          6.27000E-06          3.55900E+08
     7      0      8      8              1210.53          7.68900E-08          3.55900E+08
     7      0      6      8              1196.52          1.41100E-09          3.55900E+08
     7      0      8      9              1241.47          7.65700E-10          3.55900E+08
     7      0      6      9              1228.21          3.96500E-08          3.55900E+08
