# Data for D+ transitions (P and R) 
#  Number of transitions: 679 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 osc strength f 		 Gamma [1/s]
     6      1      5      2               938.32          2.51864E-04          3.01024E+08
     6      1      7      3               982.97          1.70915E-03          3.01024E+08
     6      1      5      3               971.23          5.90842E-03          3.01024E+08
     6      1      7      4              1016.06          6.87626E-03          3.01024E+08
     6      1      5      4              1004.23          4.88766E-03          3.01024E+08
     6      1      7      5              1048.96          5.44095E-03          3.01024E+08
     6      1      5      5              1037.12          1.12424E-03          3.01024E+08
     6      1      7      6              1081.35          7.41607E-04          3.01024E+08
     6      1      5      6              1069.61          3.71386E-04          3.01024E+08
     6      1      7      7              1112.87          1.42846E-04          3.01024E+08
     6      1      5      7              1101.35          7.46518E-04          3.01024E+08
     6      1      7      8              1143.06          3.63300E-04          3.01024E+08
     6      1      5      8              1131.91          7.91538E-04          3.01024E+08
     6      1      7      9              1171.32          3.34780E-05          3.01024E+08
     6      1      5      9              1160.76          1.67954E-04          3.01024E+08
     6      1      7     10              1196.94          1.66571E-05          3.01024E+08
     6      1      5     10              1187.22          2.56868E-06          3.01024E+08
     6      1      7     11              1219.01          9.22937E-06          3.01024E+08
     6      1      5     11              1210.47          1.55251E-05          3.01024E+08
     6      1      7     12              1236.38          2.03764E-08          3.01024E+08
     6      1      5     12              1229.49          5.12092E-07          3.01024E+08
     6      1      7     13              1247.49          1.22917E-09          3.01024E+08
     6      1      5     13              1242.96          6.36875E-08          3.01024E+08
     8      1      9      1               923.75          5.30829E-03          3.08486E+08
     8      1      9      2               956.23          6.77716E-05          3.08486E+08
     8      1      7      2               941.56          3.26255E-04          3.08486E+08
     8      1      9      3               988.84          6.25166E-03          3.08486E+08
     8      1      7      3               974.02          2.21009E-04          3.08486E+08
     8      1      9      4              1021.39          6.28627E-03          3.08486E+08
     8      1      7      4              1006.51          3.93734E-03          3.08486E+08
     8      1      9      5              1053.62          1.33103E-03          3.08486E+08
     8      1      7      5              1038.77          7.48546E-03          3.08486E+08
     8      1      9      6              1085.20          8.88207E-05          3.08486E+08
     8      1      7      6              1070.53          3.94974E-03          3.08486E+08
     8      1      9      7              1115.74          1.24844E-04          3.08486E+08
     8      1      7      7              1101.42          2.09702E-04          3.08486E+08
     8      1      9      8              1144.74          2.17613E-04          3.08486E+08
     8      1      7      8              1130.98          2.73659E-04          3.08486E+08
     8      1      9      9              1171.56          2.17358E-05          3.08486E+08
     8      1      7      9              1158.64          2.04631E-04          3.08486E+08
     8      1      9     10              1195.41          4.13737E-05          3.08486E+08
     8      1      7     10              1183.70          2.21761E-06          3.08486E+08
     8      1      9     11              1215.31          3.32901E-05          3.08486E+08
     8      1      7     11              1205.28          4.70455E-05          3.08486E+08
     8      1      9     12              1229.89          5.25260E-07          3.08486E+08
     8      1      7     12              1222.26          5.16862E-06          3.08486E+08
     8      1      7     13              1233.11          2.69198E-08          3.08486E+08
     9      1     10      1               928.36          5.53911E-03          3.21760E+08
     9      1      8      1               912.46          9.94173E-04          3.21760E+08
     9      1     10      2               960.67          8.27287E-06          3.21760E+08
     9      1      8      2               944.56          1.28253E-04          3.21760E+08
     9      1     10      3               993.08          6.27835E-03          3.21760E+08
     9      1      8      3               976.83          7.21626E-04          3.21760E+08
     9      1     10      4              1025.36          7.94572E-03          3.21760E+08
     9      1      8      4              1009.06          4.21448E-03          3.21760E+08
     9      1     10      5              1057.25          2.26826E-03          3.21760E+08
     9      1      8      5              1041.03          6.32584E-03          3.21760E+08
     9      1     10      6              1088.42          1.45870E-04          3.21760E+08
     9      1      8      6              1072.42          3.51801E-03          3.21760E+08
     9      1     10      7              1118.43          3.42453E-05          3.21760E+08
     9      1      8      7              1102.86          3.97694E-04          3.21760E+08
     9      1     10      8              1146.77          7.98927E-05          3.21760E+08
     9      1      8      8              1131.87          7.44045E-05          3.21760E+08
     9      1     10      9              1172.78          6.57907E-06          3.21760E+08
     9      1      8      9              1158.88          1.12987E-04          3.21760E+08
     9      1     10     10              1195.62          4.50752E-05          3.21760E+08
     9      1      8     10              1183.14          3.07509E-06          3.21760E+08
     9      1     10     11              1214.22          4.12283E-05          3.21760E+08
     9      1      8     11              1203.74          5.08681E-05          3.21760E+08
     9      1     10     12              1227.05          1.39355E-06          3.21760E+08
     9      1      8     12              1219.47          8.78142E-06          3.21760E+08
    10      1     11      1               933.24          5.34845E-03          3.19133E+08
    10      1      9      1               915.98          1.43986E-03          3.19133E+08
    10      1     11      2               965.37          3.52119E-06          3.19133E+08
    10      1      9      2               947.90          2.24056E-05          3.19133E+08
    10      1     11      3               997.54          5.90208E-03          3.19133E+08
    10      1      9      3               979.94          1.30679E-03          3.19133E+08
    10      1     11      4              1029.51          8.93942E-03          3.19133E+08
    10      1      9      4              1011.90          4.03969E-03          3.19133E+08
    10      1     11      5              1061.02          2.97402E-03          3.19133E+08
    10      1      9      5              1043.52          4.90829E-03          3.19133E+08
    10      1     11      6              1091.70          1.51757E-04          3.19133E+08
    10      1      9      6              1074.49          2.98889E-03          3.19133E+08
    10      1     11      7              1121.12          3.80850E-07          3.19133E+08
    10      1      9      7              1104.43          5.97620E-04          3.19133E+08
    10      1     11      8              1148.72          2.17221E-05          3.19133E+08
    10      1      9      8              1132.83          5.15329E-06          3.19133E+08
    10      1     11      9              1173.80          9.63181E-07          3.19133E+08
    10      1      9      9              1159.09          6.87713E-05          3.19133E+08
    10      1     11     10              1195.49          8.12552E-05          3.19133E+08
    10      1      9     10              1182.43          6.23625E-06          3.19133E+08
    10      1     11     11              1212.58          1.03170E-04          3.19133E+08
    10      1      9     11              1201.89          9.90393E-05          3.19133E+08
    10      1      9     12              1216.16          3.62588E-05          3.19133E+08
     1      2      2      2               918.73          9.89997E-04          3.51967E+08
     1      2      0      2               916.04          6.61367E-03          3.51967E+08
     1      2      2      3               950.87          1.22623E-03          3.51967E+08
     1      2      0      3               948.14          8.90803E-03          3.51967E+08
     1      2      2      4               983.13          1.41951E-04          3.51967E+08
     1      2      0      4               980.38          6.20307E-04          3.51967E+08
     1      2      2      5              1015.31          2.96378E-03          3.51967E+08
     1      2      0      5              1012.55          2.14252E-02          3.51967E+08
     1      2      2      6              1047.17          3.00377E-03          3.51967E+08
     1      2      0      6              1044.43          2.85411E-02          3.51967E+08
     1      2      2      7              1078.39          7.98252E-04          3.51967E+08
     1      2      0      7              1075.68          1.17671E-02          3.51967E+08
     1      2      2      8              1108.58          5.66707E-05          3.51967E+08
     1      2      0      8              1105.94          1.49576E-03          3.51967E+08
     1      2      2      9              1137.24          3.05000E-06          3.51967E+08
     1      2      0      9              1134.71          5.05639E-06          3.51967E+08
     1      2      2     10              1163.78          1.01850E-06          3.51967E+08
     1      2      0     10              1161.42          1.36779E-05          3.51967E+08
     1      2      2     11              1187.45          1.09504E-06          3.51967E+08
     1      2      0     11              1185.33          2.33604E-06          3.51967E+08
     1      2      2     12              1207.35          4.88199E-06          3.51967E+08
     1      2      0     12              1205.55          1.14999E-05          3.51967E+08
     1      2      2     13              1222.36          7.26083E-07          3.51967E+08
     1      2      0     13              1220.99          2.00130E-06          3.51967E+08
     1      2      2     14              1231.09          2.44200E-09          3.51967E+08
     1      2      0     14              1230.33          9.21092E-08          3.51967E+08
     2      2      3      2               920.46          1.48178E-03          3.48778E+08
     2      2      1      2               916.00          2.92722E-03          3.48778E+08
     2      2      3      3               952.56          1.85395E-03          3.48778E+08
     2      2      1      3               948.04          3.97114E-03          3.48778E+08
     2      2      3      4               984.78          2.19747E-04          3.48778E+08
     2      2      1      4               980.22          2.44310E-04          3.48778E+08
     2      2      3      5              1016.90          4.47964E-03          3.48778E+08
     2      2      1      5              1012.33          9.53321E-03          3.48778E+08
     2      2      3      6              1048.67          4.35553E-03          3.48778E+08
     2      2      1      6              1044.12          1.36164E-02          3.48778E+08
     2      2      3      7              1079.78          1.03125E-03          3.48778E+08
     2      2      1      7              1075.29          6.29696E-03          3.48778E+08
     2      2      3      8              1109.82          5.34635E-05          3.48778E+08
     2      2      1      8              1105.45          9.43681E-04          3.48778E+08
     2      2      3      9              1138.29          3.58269E-06          3.48778E+08
     2      2      1      9              1134.12          2.94462E-06          3.48778E+08
     2      2      3     10              1164.59          2.22003E-06          3.48778E+08
     2      2      1     10              1160.70          1.54276E-05          3.48778E+08
     2      2      3     11              1187.97          3.86396E-06          3.48778E+08
     2      2      1     11              1184.47          3.17167E-06          3.48778E+08
     2      2      3     12              1207.49          1.53598E-05          3.48778E+08
     2      2      1     12              1204.53          2.22875E-05          3.48778E+08
     2      2      3     13              1222.00          2.47950E-06          3.48778E+08
     2      2      1     13              1219.78          5.05148E-06          3.48778E+08
     2      2      3     14              1230.07          2.40135E-09          3.48778E+08
     2      2      1     14              1228.90          3.21149E-08          3.48778E+08
     3      2      4      2               922.61          1.71919E-03          3.44904E+08
     3      2      2      2               916.41          2.23129E-03          3.44904E+08
     3      2      4      3               954.66          2.23796E-03          3.44904E+08
     3      2      2      3               948.38          2.89098E-03          3.44904E+08
     3      2      4      4               986.80          2.49570E-04          3.44904E+08
     3      2      2      4               980.47          1.89546E-04          3.44904E+08
     3      2      4      5              1018.83          5.40012E-03          3.44904E+08
     3      2      2      5              1012.48          6.94784E-03          3.44904E+08
     3      2      4      6              1050.47          5.22667E-03          3.44904E+08
     3      2      2      6              1044.16          1.02179E-02          3.44904E+08
     3      2      4      7              1081.41          1.14052E-03          3.44904E+08
     3      2      2      7              1075.19          5.12981E-03          3.44904E+08
     3      2      4      8              1111.24          3.59219E-05          3.44904E+08
     3      2      2      8              1105.20          9.09969E-04          3.44904E+08
     3      2      4      9              1139.45          1.63410E-06          3.44904E+08
     3      2      2      9              1133.68          7.69038E-06          3.44904E+08
     3      2      4     10              1165.42          2.45390E-06          3.44904E+08
     3      2      2     10              1160.05          1.66778E-05          3.44904E+08
     3      2      4     11              1188.38          9.95913E-06          3.44904E+08
     3      2      2     11              1183.57          4.14689E-06          3.44904E+08
     3      2      4     12              1207.38          3.40028E-05          3.44904E+08
     3      2      2     12              1203.34          4.35305E-05          3.44904E+08
     3      2      4     13              1221.23          6.87876E-06          3.44904E+08
     3      2      2     13              1218.25          1.38348E-05          3.44904E+08
     3      2      2     14              1226.92          1.19698E-07          3.44904E+08
     4      2      5      2               925.19          1.73345E-03          3.38739E+08
     4      2      3      2               917.28          2.06033E-03          3.38739E+08
     4      2      5      3               957.17          2.46075E-03          3.38739E+08
     4      2      3      3               949.16          2.42708E-03          3.38739E+08
     4      2      5      4               989.21          2.27495E-04          3.38739E+08
     4      2      3      4               981.14          2.14081E-04          3.38739E+08
     4      2      5      5              1021.10          5.94982E-03          3.38739E+08
     4      2      3      5              1013.03          5.87387E-03          3.38739E+08
     4      2      5      6              1052.58          5.92995E-03          3.38739E+08
     4      2      3      6              1044.55          8.25625E-03          3.38739E+08
     4      2      5      7              1083.30          1.22174E-03          3.38739E+08
     4      2      3      7              1075.41          4.35400E-03          3.38739E+08
     4      2      5      8              1112.86          1.63570E-05          3.38739E+08
     4      2      3      8              1105.20          9.55568E-04          3.38739E+08
     4      2      5      9              1140.73          1.62945E-07          3.38739E+08
     4      2      3      9              1133.44          2.30603E-05          3.38739E+08
     4      2      5     10              1166.28          1.39057E-06          3.38739E+08
     4      2      3     10              1159.51          1.41910E-05          3.38739E+08
     4      2      5     11              1188.71          2.20793E-05          3.38739E+08
     4      2      3     11              1182.68          7.65896E-06          3.38739E+08
     4      2      5     12              1207.04          8.64395E-05          3.38739E+08
     4      2      3     12              1202.03          8.96874E-05          3.38739E+08
     4      2      5     13              1220.03          2.48621E-05          3.38739E+08
     4      2      3     13              1216.41          4.45728E-05          3.38739E+08
     4      2      3     14              1224.40          6.64254E-07          3.38739E+08
     5      2      6      2               928.23          1.39608E-03          3.20837E+08
     5      2      4      2               918.67          2.27075E-03          3.20837E+08
     5      2      6      3               960.12          2.40883E-03          3.20837E+08
     5      2      4      3               950.44          2.16368E-03          3.20837E+08
     5      2      6      4               992.04          1.31823E-04          3.20837E+08
     5      2      4      4               982.30          3.63240E-04          3.20837E+08
     5      2      6      5              1023.77          5.85455E-03          3.20837E+08
     5      2      4      5              1014.03          5.34137E-03          3.20837E+08
     5      2      6      6              1055.04          6.46637E-03          3.20837E+08
     5      2      4      6              1045.37          6.20476E-03          3.20837E+08
     5      2      6      7              1085.50          1.31089E-03          3.20837E+08
     5      2      4      7              1076.00          3.21514E-03          3.20837E+08
     5      2      6      8              1114.73          3.93062E-07          3.20837E+08
     5      2      4      8              1105.53          9.92717E-04          3.20837E+08
     5      2      6      9              1142.18          1.53204E-05          3.20837E+08
     5      2      4      9              1133.45          8.50388E-05          3.20837E+08
     5      2      6     10              1167.21          7.27060E-09          3.20837E+08
     5      2      4     10              1159.14          5.56815E-06          3.20837E+08
     5      2      6     11              1189.00          7.05354E-05          3.20837E+08
     5      2      4     11              1181.85          1.97837E-05          3.20837E+08
     5      2      6     12              1206.51          3.40625E-04          3.20837E+08
     5      2      4     12              1200.64          2.84697E-04          3.20837E+08
     5      2      6     13              1218.41          1.90030E-04          3.20837E+08
     5      2      4     13              1214.34          2.76621E-04          3.20837E+08
