          9         9        12      1181C   C   D    0.822591500D+05
 E STATE HAS LABEL C   
 VIBRATIONAL LEVELS FOR STATE E IN 1/CM FOR J=  8
     -17186.93257    -14988.06724    -12920.96364    -10983.69777
     -9175.19106     -7496.22782     -5948.73621     -4536.97085
     -3267.35947     -2150.10574     -1201.03769      -444.75110
 PROPORTION OF STATE C   
     2946.00  0.113000E+10 0.356266E+10 0.131852E+09 0.149911E+11
     2956.00  0.110554E+10 0.356508E+10 0.105762E+09 0.146180E+11
     2966.00  0.108144E+10 0.356660E+10 0.827970E+08 0.142495E+11
     2976.00  0.105769E+10 0.356724E+10 0.628592E+08 0.138855E+11
     2986.00  0.103430E+10 0.356700E+10 0.458507E+08 0.135263E+11
     2996.00  0.101125E+10 0.356590E+10 0.316753E+08 0.131718E+11
     3006.00  0.988555E+09 0.356395E+10 0.202378E+08 0.128222E+11
     3016.00  0.966206E+09 0.356117E+10 0.114447E+08 0.124775E+11
     3026.00  0.944203E+09 0.355757E+10 0.520354E+07 0.121377E+11
     3036.00  0.922544E+09 0.355316E+10 0.142322E+07 0.118029E+11
     3046.00  0.901226E+09 0.354796E+10 0.140554E+05 0.114732E+11
     3056.00  0.880249E+09 0.354198E+10 0.887733E+06 0.111485E+11
     3066.00  0.859609E+09 0.353524E+10 0.395731E+07 0.108290E+11
     3076.00  0.839304E+09 0.352774E+10 0.913724E+07 0.105146E+11
     3086.00  0.819333E+09 0.351951E+10 0.163434E+08 0.102054E+11
     3096.00  0.799693E+09 0.351057E+10 0.254931E+08 0.990134E+10
     3106.00  0.780382E+09 0.350091E+10 0.365050E+08 0.960255E+10
     3116.00  0.761397E+09 0.349057E+10 0.492993E+08 0.930900E+10
     3126.00  0.742736E+09 0.347955E+10 0.637976E+08 0.902070E+10
     3136.00  0.724396E+09 0.346786E+10 0.799229E+08 0.873766E+10
     3146.00  0.706376E+09 0.345554E+10 0.975997E+08 0.845989E+10
     3156.00  0.688672E+09 0.344258E+10 0.116754E+09 0.818739E+10
     3166.00  0.671281E+09 0.342901E+10 0.137313E+09 0.792015E+10
     3176.00  0.654202E+09 0.341483E+10 0.159206E+09 0.765818E+10
     3186.00  0.637430E+09 0.340007E+10 0.182363E+09 0.740146E+10
     3196.00  0.620964E+09 0.338474E+10 0.206716E+09 0.714999E+10
     3206.00  0.604800E+09 0.336885E+10 0.232198E+09 0.690375E+10
     3216.00  0.588936E+09 0.335243E+10 0.258744E+09 0.666272E+10
     3226.00  0.573369E+09 0.333547E+10 0.286290E+09 0.642689E+10
     3236.00  0.558095E+09 0.331801E+10 0.314773E+09 0.619623E+10
     3246.00  0.543112E+09 0.330004E+10 0.344133E+09 0.597071E+10
     3256.00  0.528418E+09 0.328160E+10 0.374309E+09 0.575033E+10
     3266.00  0.514008E+09 0.326269E+10 0.405244E+09 0.553503E+10
     3276.00  0.499879E+09 0.324332E+10 0.436881E+09 0.532480E+10
     3286.00  0.486030E+09 0.322352E+10 0.469164E+09 0.511959E+10
     3296.00  0.472456E+09 0.320329E+10 0.502041E+09 0.491938E+10
     3306.00  0.459155E+09 0.318266E+10 0.535457E+09 0.472413E+10
     3316.00  0.446124E+09 0.316163E+10 0.569362E+09 0.453379E+10
     3326.00  0.433358E+09 0.314021E+10 0.603706E+09 0.434832E+10
     3336.00  0.420856E+09 0.311843E+10 0.638440E+09 0.416769E+10
     3346.00  0.408614E+09 0.309630E+10 0.673518E+09 0.399184E+10
     3356.00  0.396629E+09 0.307382E+10 0.708893E+09 0.382073E+10
     3366.00  0.384897E+09 0.305102E+10 0.744521E+09 0.365431E+10
     3376.00  0.373416E+09 0.302791E+10 0.780359E+09 0.349253E+10
     3386.00  0.362182E+09 0.300449E+10 0.816365E+09 0.333534E+10
     3396.00  0.351192E+09 0.298079E+10 0.852497E+09 0.318270E+10
     3406.00  0.340444E+09 0.295681E+10 0.888718E+09 0.303454E+10
     3416.00  0.329933E+09 0.293258E+10 0.924987E+09 0.289081E+10
     3426.00  0.319656E+09 0.290809E+10 0.961270E+09 0.275146E+10
     3436.00  0.309611E+09 0.288337E+10 0.997529E+09 0.261643E+10
     3446.00  0.299795E+09 0.285843E+10 0.103373E+10 0.248566E+10
     3456.00  0.290203E+09 0.283328E+10 0.106984E+10 0.235910E+10
     3466.00  0.280833E+09 0.280792E+10 0.110583E+10 0.223668E+10
     3476.00  0.271682E+09 0.278238E+10 0.114166E+10 0.211834E+10
     3486.00  0.262746E+09 0.275667E+10 0.117731E+10 0.200403E+10
     3496.00  0.254023E+09 0.273079E+10 0.121274E+10 0.189368E+10
     3506.00  0.245509E+09 0.270476E+10 0.124794E+10 0.178724E+10
     3516.00  0.237201E+09 0.267858E+10 0.128286E+10 0.168463E+10
     3526.00  0.229096E+09 0.265228E+10 0.131749E+10 0.158580E+10
     3536.00  0.221190E+09 0.262585E+10 0.135181E+10 0.149068E+10
     3546.00  0.213482E+09 0.259932E+10 0.138578E+10 0.139921E+10
     3556.00  0.205967E+09 0.257269E+10 0.141939E+10 0.131133E+10
     3566.00  0.198643E+09 0.254597E+10 0.145262E+10 0.122697E+10
     3576.00  0.191506E+09 0.251918E+10 0.148544E+10 0.114607E+10
     3586.00  0.184554E+09 0.249231E+10 0.151783E+10 0.106856E+10
     3596.00  0.177783E+09 0.246539E+10 0.154978E+10 0.994375E+09
     3606.00  0.171190E+09 0.243842E+10 0.158126E+10 0.923456E+09
     3616.00  0.164774E+09 0.241141E+10 0.161227E+10 0.855737E+09
     3626.00  0.158529E+09 0.238437E+10 0.164278E+10 0.791152E+09
     3636.00  0.152454E+09 0.235731E+10 0.167279E+10 0.729637E+09
     3646.00  0.146546E+09 0.233024E+10 0.170226E+10 0.671127E+09
     3656.00  0.140802E+09 0.230316E+10 0.173120E+10 0.615558E+09
     3666.00  0.135218E+09 0.227608E+10 0.175959E+10 0.562866E+09
     3676.00  0.129792E+09 0.224902E+10 0.178742E+10 0.512986E+09
     3686.00  0.124521E+09 0.222199E+10 0.181467E+10 0.465856E+09
     3696.00  0.119403E+09 0.219497E+10 0.184134E+10 0.421411E+09
     3706.00  0.114434E+09 0.216800E+10 0.186741E+10 0.379589E+09
     3716.00  0.109612E+09 0.214107E+10 0.189288E+10 0.340327E+09
     3726.00  0.104934E+09 0.211419E+10 0.191774E+10 0.303562E+09
     3736.00  0.100397E+09 0.208737E+10 0.194198E+10 0.269233E+09
     3746.00  0.959986E+08 0.206062E+10 0.196560E+10 0.237277E+09
     3756.00  0.917361E+08 0.203394E+10 0.198858E+10 0.207633E+09
     3766.00  0.876069E+08 0.200733E+10 0.201093E+10 0.180242E+09
     3776.00  0.836083E+08 0.198081E+10 0.203264E+10 0.155042E+09
     3786.00  0.797377E+08 0.195439E+10 0.205370E+10 0.131974E+09
     3796.00  0.759925E+08 0.192806E+10 0.207410E+10 0.110979E+09
     3806.00  0.723703E+08 0.190183E+10 0.209386E+10 0.919983E+08
     3816.00  0.688685E+08 0.187572E+10 0.211296E+10 0.749737E+08
     3826.00  0.654846E+08 0.184972E+10 0.213140E+10 0.598480E+08
     3836.00  0.622161E+08 0.182384E+10 0.214918E+10 0.465644E+08
     3846.00  0.590607E+08 0.179808E+10 0.216630E+10 0.350668E+08
     3856.00  0.560160E+08 0.177246E+10 0.218275E+10 0.252995E+08
     3866.00  0.530795E+08 0.174697E+10 0.219855E+10 0.172078E+08
     3876.00  0.502489E+08 0.172162E+10 0.221368E+10 0.107376E+08
     3886.00  0.475219E+08 0.169641E+10 0.222815E+10 0.583520E+07
     3896.00  0.448962E+08 0.167136E+10 0.224197E+10 0.244799E+07
     3906.00  0.423696E+08 0.164646E+10 0.225512E+10 0.523851E+06
     3916.00  0.399398E+08 0.162172E+10 0.226762E+10 0.114262E+05
     3926.00  0.376046E+08 0.159714E+10 0.227946E+10 0.860103E+06
     3936.00  0.353619E+08 0.157272E+10 0.229066E+10 0.302000E+07
     3946.00  0.332095E+08 0.154848E+10 0.230121E+10 0.644200E+07
     3956.00  0.311452E+08 0.152440E+10 0.231111E+10 0.110777E+08
     3966.00  0.291671E+08 0.150051E+10 0.232037E+10 0.168795E+08
     3976.00  0.272729E+08 0.147679E+10 0.232900E+10 0.238006E+08
     3986.00  0.254608E+08 0.145326E+10 0.233699E+10 0.317949E+08
     3996.00  0.237287E+08 0.142991E+10 0.234436E+10 0.408171E+08
     4006.00  0.220746E+08 0.140675E+10 0.235110E+10 0.508227E+08
     4016.00  0.204966E+08 0.138378E+10 0.235723E+10 0.617679E+08
     4026.00  0.189928E+08 0.136101E+10 0.236275E+10 0.736099E+08
     4036.00  0.175613E+08 0.133843E+10 0.236766E+10 0.863065E+08
     4046.00  0.162002E+08 0.131605E+10 0.237197E+10 0.998163E+08
     4056.00  0.149077E+08 0.129388E+10 0.237569E+10 0.114099E+09
     4066.00  0.136820E+08 0.127190E+10 0.237883E+10 0.129114E+09
     4076.00  0.125213E+08 0.125013E+10 0.238138E+10 0.144824E+09
     4086.00  0.114239E+08 0.122857E+10 0.238336E+10 0.161189E+09
     4096.00  0.103880E+08 0.120721E+10 0.238478E+10 0.178172E+09
     4106.00  0.941200E+07 0.118607E+10 0.238564E+10 0.195737E+09
     4116.00  0.849421E+07 0.116514E+10 0.238594E+10 0.213849E+09
     4126.00  0.763299E+07 0.114442E+10 0.238571E+10 0.232471E+09
     4136.00  0.682673E+07 0.112391E+10 0.238493E+10 0.251569E+09
     4146.00  0.607385E+07 0.110362E+10 0.238363E+10 0.271111E+09
     4156.00  0.537279E+07 0.108355E+10 0.238181E+10 0.291064E+09
     4166.00  0.472204E+07 0.106369E+10 0.237948E+10 0.311395E+09
     4176.00  0.412008E+07 0.104406E+10 0.237664E+10 0.332073E+09
     4186.00  0.356545E+07 0.102464E+10 0.237331E+10 0.353069E+09
     4196.00  0.305670E+07 0.100544E+10 0.236949E+10 0.374352E+09
     4206.00  0.259241E+07 0.986462E+09 0.236519E+10 0.395894E+09
     4216.00  0.217117E+07 0.967705E+09 0.236043E+10 0.417666E+09
     4226.00  0.179163E+07 0.949169E+09 0.235520E+10 0.439641E+09
     4236.00  0.145244E+07 0.930855E+09 0.234952E+10 0.461792E+09
     4246.00  0.115228E+07 0.912763E+09 0.234339E+10 0.484094E+09
     4256.00  0.889850E+06 0.894893E+09 0.233684E+10 0.506522E+09
     4266.00  0.663887E+06 0.877244E+09 0.232985E+10 0.529049E+09
     4276.00  0.473145E+06 0.859818E+09 0.232245E+10 0.551654E+09
     4286.00  0.316403E+06 0.842614E+09 0.231464E+10 0.574313E+09
     4296.00  0.192467E+06 0.825631E+09 0.230643E+10 0.597003E+09
     4306.00  0.100162E+06 0.808870E+09 0.229782E+10 0.619703E+09
     4316.00  0.383416E+05 0.792331E+09 0.228884E+10 0.642392E+09
     4326.00  0.587965E+04 0.776012E+09 0.227949E+10 0.665049E+09
     4336.00  0.167435E+04 0.759913E+09 0.226977E+10 0.687654E+09
     4346.00  0.246466E+05 0.744035E+09 0.225969E+10 0.710190E+09
     4356.00  0.737398E+05 0.728375E+09 0.224928E+10 0.732636E+09
     4366.00  0.147920E+06 0.712935E+09 0.223852E+10 0.754976E+09
     4376.00  0.246176E+06 0.697712E+09 0.222744E+10 0.777192E+09
     4386.00  0.367517E+06 0.682707E+09 0.221604E+10 0.799269E+09
     4396.00  0.510975E+06 0.667919E+09 0.220432E+10 0.821189E+09
     4406.00  0.675603E+06 0.653345E+09 0.219231E+10 0.842937E+09
     4416.00  0.860476E+06 0.638987E+09 0.218001E+10 0.864499E+09
     4426.00  0.106469E+07 0.624842E+09 0.216742E+10 0.885861E+09
     4436.00  0.128736E+07 0.610910E+09 0.215455E+10 0.907009E+09
     4446.00  0.152762E+07 0.597189E+09 0.214142E+10 0.927931E+09
     4456.00  0.178462E+07 0.583679E+09 0.212804E+10 0.948612E+09
     4466.00  0.205756E+07 0.570378E+09 0.211440E+10 0.969042E+09
     4476.00  0.234561E+07 0.557286E+09 0.210052E+10 0.989210E+09
     4486.00  0.264799E+07 0.544400E+09 0.208641E+10 0.100910E+10
     4511.00  0.346170E+07 0.513082E+09 0.205018E+10 0.105758E+10
     4536.00  0.434881E+07 0.483028E+09 0.201267E+10 0.110413E+10
     4561.00  0.529857E+07 0.454215E+09 0.197403E+10 0.114863E+10
     4586.00  0.630093E+07 0.426620E+09 0.193435E+10 0.119097E+10
     4611.00  0.734647E+07 0.400217E+09 0.189378E+10 0.123105E+10
     4636.00  0.842642E+07 0.374981E+09 0.185242E+10 0.126880E+10
     4661.00  0.953261E+07 0.350885E+09 0.181038E+10 0.130414E+10
     4686.00  0.106575E+08 0.327902E+09 0.176777E+10 0.133704E+10
     4711.00  0.117940E+08 0.306004E+09 0.172470E+10 0.136746E+10
     4736.00  0.129356E+08 0.285162E+09 0.168126E+10 0.139537E+10
     4761.00  0.140765E+08 0.265347E+09 0.163755E+10 0.142076E+10
     4786.00  0.152110E+08 0.246529E+09 0.159366E+10 0.144364E+10
     4811.00  0.163342E+08 0.228681E+09 0.154968E+10 0.146400E+10
     4836.00  0.174415E+08 0.211770E+09 0.150570E+10 0.148186E+10
     4861.00  0.185287E+08 0.195769E+09 0.146178E+10 0.149726E+10
     4886.00  0.195921E+08 0.180647E+09 0.141801E+10 0.151023E+10
     4911.00  0.206283E+08 0.166374E+09 0.137445E+10 0.152082E+10
     4936.00  0.216343E+08 0.152921E+09 0.133117E+10 0.152906E+10
     4961.00  0.226075E+08 0.140259E+09 0.128824E+10 0.153501E+10
     4986.00  0.235454E+08 0.128358E+09 0.124571E+10 0.153873E+10
     5011.00  0.244460E+08 0.117189E+09 0.120364E+10 0.154029E+10
     5036.00  0.253077E+08 0.106724E+09 0.116208E+10 0.153976E+10
     5061.00  0.261288E+08 0.969353E+08 0.112107E+10 0.153719E+10
     5086.00  0.269082E+08 0.877944E+08 0.108066E+10 0.153268E+10
     5111.00  0.276449E+08 0.792743E+08 0.104089E+10 0.152629E+10
     5136.00  0.283380E+08 0.713481E+08 0.100179E+10 0.151811E+10
     5161.00  0.289871E+08 0.639896E+08 0.963395E+09 0.150821E+10
     5186.00  0.295917E+08 0.571731E+08 0.925737E+09 0.149668E+10
     5211.00  0.301516E+08 0.508734E+08 0.888841E+09 0.148360E+10
     5236.00  0.306668E+08 0.450659E+08 0.852731E+09 0.146905E+10
     5261.00  0.311374E+08 0.397267E+08 0.817427E+09 0.145312E+10
     5286.00  0.315637E+08 0.348324E+08 0.782946E+09 0.143588E+10
     5311.00  0.319460E+08 0.303603E+08 0.749304E+09 0.141743E+10
     5336.00  0.322849E+08 0.262883E+08 0.716513E+09 0.139784E+10
     5361.00  0.325810E+08 0.225948E+08 0.684583E+09 0.137720E+10
     5386.00  0.328349E+08 0.192592E+08 0.653522E+09 0.135558E+10
     5411.00  0.330476E+08 0.162613E+08 0.623336E+09 0.133307E+10
     5436.00  0.332198E+08 0.135815E+08 0.594028E+09 0.130974E+10
     5461.00  0.333525E+08 0.112011E+08 0.565599E+09 0.128567E+10
     5511.00  0.335036E+08 0.726621E+07 0.511376E+09 0.123561E+10
     5561.00  0.335097E+08 0.431889E+07 0.460644E+09 0.118344E+10
     5611.00  0.333802E+08 0.223168E+07 0.413356E+09 0.112971E+10
     5661.00  0.331248E+08 0.887158E+06 0.369440E+09 0.107491E+10
     5711.00  0.327539E+08 0.177596E+06 0.328810E+09 0.101952E+10
     5761.00  0.322775E+08 0.467141E+04 0.291362E+09 0.963956E+09
     5811.00  0.317061E+08 0.279061E+06 0.256979E+09 0.908601E+09
     5861.00  0.310499E+08 0.920036E+06 0.225536E+09 0.853803E+09
     5911.00  0.303186E+08 0.185502E+07 0.196897E+09 0.799869E+09
     5961.00  0.295222E+08 0.301914E+07 0.170923E+09 0.747072E+09
     6011.00  0.286699E+08 0.435477E+07 0.147469E+09 0.695647E+09
     6061.00  0.277707E+08 0.581106E+07 0.126389E+09 0.645794E+09
     6111.00  0.268330E+08 0.734347E+07 0.107535E+09 0.597681E+09
     6161.00  0.258648E+08 0.891331E+07 0.907598E+08 0.551446E+09
     6211.00  0.248737E+08 0.104873E+08 0.759186E+08 0.507198E+09
     6261.00  0.238666E+08 0.120371E+08 0.628687E+08 0.465018E+09
     6311.00  0.228500E+08 0.135389E+08 0.514710E+08 0.424964E+09
     6361.00  0.218299E+08 0.149731E+08 0.415908E+08 0.387072E+09
     6411.00  0.208116E+08 0.163237E+08 0.330985E+08 0.351358E+09
     6461.00  0.198001E+08 0.175781E+08 0.258694E+08 0.317819E+09
     6511.00  0.187997E+08 0.187268E+08 0.197848E+08 0.286435E+09
     6561.00  0.178145E+08 0.197630E+08 0.147322E+08 0.257175E+09
     6611.00  0.168480E+08 0.206820E+08 0.106050E+08 0.229993E+09
     6661.00  0.159031E+08 0.214814E+08 0.730304E+07 0.204834E+09
     6711.00  0.149825E+08 0.221606E+08 0.473247E+07 0.181633E+09
     6761.00  0.140884E+08 0.227206E+08 0.280582E+07 0.160319E+09
     6811.00  0.132227E+08 0.231635E+08 0.144186E+07 0.140814E+09
     6861.00  0.123869E+08 0.234927E+08 0.565515E+06 0.123035E+09
     6911.00  0.115822E+08 0.237125E+08 0.107689E+06 0.106897E+09
     6961.00  0.108095E+08 0.238279E+08 0.509539E+04 0.923115E+08
     7011.00  0.100695E+08 0.238446E+08 0.200033E+06 0.791896E+08
     7061.00  0.936239E+07 0.237686E+08 0.640149E+06 0.674413E+08
     7111.00  0.868847E+07 0.236064E+08 0.127819E+07 0.569772E+08
     7161.00  0.804767E+07 0.233644E+08 0.207175E+07 0.477088E+08
     7211.00  0.743976E+07 0.230496E+08 0.298296E+07 0.395494E+08
     7261.00  0.686435E+07 0.226685E+08 0.397827E+07 0.324142E+08
     7311.00  0.632091E+07 0.222281E+08 0.502812E+07 0.262209E+08
     7361.00  0.580879E+07 0.217347E+08 0.610671E+07 0.208903E+08
     7411.00  0.532722E+07 0.211950E+08 0.719167E+07 0.163464E+08
     7511.00  0.445227E+07 0.200011E+08 0.930703E+07 0.933098E+07
     7611.00  0.368844E+07 0.186931E+08 0.112547E+08 0.463676E+07
     7711.00  0.302730E+07 0.173131E+08 0.129542E+08 0.178580E+07
     7811.00  0.246002E+07 0.158982E+08 0.143572E+08 0.360751E+06
     7911.00  0.197759E+07 0.144800E+08 0.154407E+08 0.328342E+04
     8011.00  0.157111E+07 0.130848E+08 0.162014E+08 0.411123E+06
     8111.00  0.123196E+07 0.117340E+08 0.166510E+08 0.133398E+07
     8211.00  0.951933E+06 0.104443E+08 0.168117E+08 0.256882E+07
     8311.00  0.723322E+06 0.922809E+07 0.167126E+08 0.395478E+07
     8411.00  0.539014E+06 0.809406E+07 0.163873E+08 0.536793E+07
     8511.00  0.392507E+06 0.704758E+07 0.158712E+08 0.671620E+07
     8611.00  0.277929E+06 0.609122E+07 0.151999E+08 0.793448E+07
     8711.00  0.190032E+06 0.522523E+07 0.144076E+08 0.898001E+07
     8811.00  0.124175E+06 0.444797E+07 0.135265E+08 0.982826E+07
     8911.00  0.762968E+05 0.375631E+07 0.125858E+08 0.104692E+08
     9011.00  0.428794E+05 0.314599E+07 0.116117E+08 0.109039E+08
     9111.00  0.209045E+05 0.261195E+07 0.106267E+08 0.111419E+08
     9211.00  0.781141E+04 0.214856E+07 0.964995E+07 0.111985E+08
     9311.00  0.145165E+04 0.174992E+07 0.869728E+07 0.110932E+08
     9411.00  0.439117E+02 0.140998E+07 0.778128E+07 0.108474E+08
     9511.00  0.213071E+04 0.112276E+07 0.691163E+07 0.104836E+08
     9611.00  0.653703E+04 0.882422E+06 0.609538E+07 0.100243E+08
     9711.00  0.123316E+05 0.683391E+06 0.533724E+07 0.949097E+07
     9811.00  0.187911E+05 0.520420E+06 0.463993E+07 0.890367E+07
     9911.00  0.253679E+05 0.388637E+06 0.400446E+07 0.828071E+07
    10011.00  0.316608E+05 0.283566E+06 0.343041E+07 0.763834E+07
    10111.00  0.373890E+05 0.201147E+06 0.291623E+07 0.699066E+07
    10211.00  0.423694E+05 0.137736E+06 0.245950E+07 0.634963E+07
    10311.00  0.464966E+05 0.900932E+05 0.205712E+07 0.572509E+07
    10411.00  0.497263E+05 0.553695E+05 0.170551E+07 0.512496E+07
    10511.00  0.520604E+05 0.310829E+05 0.140082E+07 0.455530E+07
    10611.00  0.535352E+05 0.150936E+05 0.113902E+07 0.402053E+07
    10711.00  0.542111E+05 0.557606E+04 0.916032E+06 0.352362E+07
    10811.00  0.541646E+05 0.989738E+03 0.727845E+06 0.306629E+07
    10911.00  0.534814E+05 0.500679E+02 0.570573E+06 0.264917E+07
    11011.00  0.522514E+05 0.169955E+04 0.440513E+06 0.227199E+07
    11111.00  0.505649E+05 0.508015E+04 0.334188E+06 0.193378E+07
    11211.00  0.485091E+05 0.950720E+04 0.248377E+06 0.163300E+07
    11311.00  0.461663E+05 0.144451E+05 0.180126E+06 0.136767E+07
    11411.00  0.436122E+05 0.194848E+05 0.126757E+06 0.113550E+07
    11511.00  0.409154E+05 0.243240E+05 0.858698E+05 0.934022E+06
    11611.00  0.381361E+05 0.287485E+05 0.553296E+05 0.760637E+06
    11711.00  0.353272E+05 0.326162E+05 0.332600E+05 0.612726E+06
    11811.00  0.325334E+05 0.358432E+05 0.180264E+05 0.487692E+06
    11911.00  0.297920E+05 0.383915E+05 0.821889E+04 0.383018E+06
    12011.00  0.271334E+05 0.402585E+05 0.263438E+04 0.296297E+06
    12111.00  0.245816E+05 0.414677E+05 0.256986E+03 0.225267E+06
    12211.00  0.221550E+05 0.420621E+05 0.239108E+03 0.167824E+06
    12311.00  0.198665E+05 0.420972E+05 0.188255E+04 0.122034E+06
    12411.00  0.177249E+05 0.416363E+05 0.462048E+04 0.861425E+05
    12511.00  0.157351E+05 0.407470E+05 0.800037E+04 0.585703E+05
    12611.00  0.138987E+05 0.394972E+05 0.116681E+05 0.379114E+05
    12711.00  0.122146E+05 0.379535E+05 0.153535E+05 0.229266E+05
    12811.00  0.106796E+05 0.361791E+05 0.188568E+05 0.125337E+05
    12911.00  0.928867E+04 0.342323E+05 0.220370E+05 0.579738E+04
    13011.00  0.803554E+04 0.321665E+05 0.248013E+05 0.191740E+04
    13111.00  0.691290E+04 0.300290E+05 0.270955E+05 0.216332E+03
    13211.00  0.591274E+04 0.278611E+05 0.288965E+05 0.127396E+03
    13311.00  0.502668E+04 0.256983E+05 0.302046E+05 0.118226E+04
    13411.00  0.424613E+04 0.235705E+05 0.310382E+05 0.299939E+04
    13511.00  0.356245E+04 0.215020E+05 0.314285E+05 0.527290E+04
    13611.00  0.296716E+04 0.195123E+05 0.314158E+05 0.776229E+04
    13711.00  0.245198E+04 0.176164E+05 0.310454E+05 0.102828E+05
    13811.00  0.200898E+04 0.158251E+05 0.303654E+05 0.126968E+05
    13911.00  0.163063E+04 0.141458E+05 0.294247E+05 0.149059E+05
    14011.00  0.130981E+04 0.125829E+05 0.282707E+05 0.168441E+05
    14111.00  0.103991E+04 0.111382E+05 0.269490E+05 0.184716E+05
    14211.00  0.814770E+03 0.981116E+04 0.255017E+05 0.197694E+05
    14311.00  0.628746E+03 0.859966E+04 0.239672E+05 0.207349E+05
    14411.00  0.476671E+03 0.750008E+04 0.223800E+05 0.213777E+05
    14511.00  0.353857E+03 0.650772E+04 0.207701E+05 0.217167E+05
    14611.00  0.256072E+03 0.561706E+04 0.191636E+05 0.217769E+05
    14711.00  0.179525E+03 0.482203E+04 0.175824E+05 0.215873E+05
    14811.00  0.120838E+03 0.411618E+04 0.160445E+05 0.211794E+05
    14911.00  0.770218E+02 0.349289E+04 0.145643E+05 0.205852E+05
    15011.00  0.454475E+02 0.294550E+04 0.131531E+05 0.198365E+05
    15111.00  0.238188E+02 0.246744E+04 0.118190E+05 0.189639E+05
    15211.00  0.101455E+02 0.205228E+04 0.105677E+05 0.179960E+05
    15311.00  0.271521E+01 0.169389E+04 0.940263E+04 0.169593E+05
    15411.00  0.678017E-01 0.138641E+04 0.832514E+04 0.158779E+05
    15511.00  0.969747E+00 0.112433E+04 0.733505E+04 0.147728E+05
    15611.00  0.439021E+01 0.902496E+03 0.643087E+04 0.136628E+05
    15711.00  0.947842E+01 0.716146E+03 0.561000E+04 0.125638E+05
    15811.00  0.155424E+02 0.560891E+03 0.486900E+04 0.114890E+05
    15911.00  0.220294E+02 0.432727E+03 0.420382E+04 0.104494E+05
    16011.00  0.285076E+02 0.328016E+03 0.360997E+04 0.945363E+04
    16111.00  0.346493E+02 0.243476E+03 0.308267E+04 0.850838E+04
    16211.00  0.402160E+02 0.176164E+03 0.261698E+04 0.761841E+04
    16311.00  0.450441E+02 0.123455E+03 0.220794E+04 0.678687E+04
    16411.00  0.490327E+02 0.830237E+02 0.185064E+04 0.601548E+04
    16511.00  0.521325E+02 0.528189E+02 0.154029E+04 0.530475E+04
    16611.00  0.543355E+02 0.310447E+02 0.127230E+04 0.465418E+04
    16711.00  0.556666E+02 0.161369E+02 0.104229E+04 0.406239E+04
    16811.00  0.561755E+02 0.674281E+01 0.846136E+03 0.352733E+04
    16911.00  0.559304E+02 0.170003E+01 0.680004E+03 0.304644E+04
    17011.00  0.550118E+02 0.174045E-01 0.540333E+03 0.261675E+04
    17111.00  0.535080E+02 0.856650E+00 0.423852E+03 0.223501E+04
    17211.00  0.515109E+02 0.351522E+01 0.327579E+03 0.189781E+04
    17311.00  0.491123E+02 0.741048E+01 0.248808E+03 0.160166E+04
    17411.00  0.464016E+02 0.120651E+02 0.185098E+03 0.134305E+04
    17511.00  0.434638E+02 0.170935E+02 0.134267E+03 0.111855E+04
    17611.00  0.403773E+02 0.221902E+02 0.943667E+02 0.924822E+03
    17711.00  0.372131E+02 0.271180E+02 0.636727E+02 0.758671E+03
    17811.00  0.340345E+02 0.316989E+02 0.406660E+02 0.617082E+03
    17911.00  0.308958E+02 0.358045E+02 0.240152E+02 0.497230E+03
    18011.00  0.278431E+02 0.393484E+02 0.125608E+02 0.396498E+03
    18111.00  0.249138E+02 0.422791E+02 0.529854E+01 0.312481E+03
    18211.00  0.221374E+02 0.445738E+02 0.136416E+01 0.242987E+03
    18311.00  0.195358E+02 0.462326E+02 0.187305E-01 0.186034E+03
    18411.00  0.171242E+02 0.472741E+02 0.635090E+00 0.139841E+03
    18511.00  0.149112E+02 0.477311E+02 0.268519E+01 0.102823E+03
    18611.00  0.129003E+02 0.476468E+02 0.572851E+01 0.735748E+02
    18711.00  0.110902E+02 0.470720E+02 0.940139E+01 0.508587E+02
    18811.00  0.947578E+01 0.460621E+02 0.134075E+02 0.335939E+02
    18911.00  0.804876E+01 0.446752E+02 0.175088E+02 0.208402E+02
    19011.00  0.679847E+01 0.429701E+02 0.215182E+02 0.117853E+02
    19111.00  0.571253E+01 0.410051E+02 0.252920E+02 0.573121E+01
    19311.00  0.397892E+01 0.365160E+02 0.317389E+02 0.329439E+00
    19511.00  0.273508E+01 0.316167E+02 0.363490E+02 0.875334E+00
    19711.00  0.187142E+01 0.266498E+02 0.389813E+02 0.471423E+01
    19911.00  0.129057E+01 0.218831E+02 0.397361E+02 0.100189E+02
    20111.00  0.912039E+00 0.175079E+02 0.388624E+02 0.155709E+02
    20311.00  0.673547E+00 0.136451E+02 0.366885E+02 0.205938E+02
    20511.00  0.529781E+00 0.103540E+02 0.335699E+02 0.246303E+02
    20711.00  0.449599E+00 0.764350E+01 0.298523E+02 0.274526E+02
    20911.00  0.412513E+00 0.548459E+01 0.258464E+02 0.289978E+02
    21111.00  0.405165E+00 0.382202E+01 0.218127E+02 0.293209E+02
    21311.00  0.418313E+00 0.258536E+01 0.179546E+02 0.285586E+02
    21511.00  0.444588E+00 0.169818E+01 0.144174E+02 0.269009E+02
    21711.00  0.477164E+00 0.108544E+01 0.112925E+02 0.245665E+02
