# Data for C+ states 
#  J 	 v 		 E(v,J) [1/cm] 			 Ab [1/s] 			 Ac [1/s] 			 At [1/s] 			 f of dissociation 		 mean Ekin [eV]
   18     4     1.1432150938E+05     8.7332507000E+08     6.4961502546E+07     9.3828657255E+08     6.9234181162E-02     8.7575420683E-01
   18     5     1.1565847643E+05     4.1983584240E+08     1.5494960386E+08     5.7478544626E+08     2.6957816150E-01     6.6539982862E-01
   18     6     1.1679720992E+05     3.0918388460E+08     5.5739004109E+08     8.6657392569E+08     6.4321118437E-01     2.1963812746E-01
   18     7     1.1776688668E+05     2.0659696200E+08     7.5369012123E+08     9.6028708323E+08     7.8485916805E-01     2.8177781788E-01
   19     0     1.0850533365E+05     7.2909556000E+08     2.2828823745E+08     9.5738379745E+08     2.3845007411E-01     7.8042064467E-01
   19     1     1.1031868439E+05     1.0681663074E+09     6.4115574297E+06     1.0745778648E+09     5.9665824502E-03     8.8039401823E-01
   19     2     1.1198313840E+05     1.0379359830E+09     1.5485522197E+07     1.0534215052E+09     1.4700214606E-02     9.0692334908E-01
   19     3     1.1354322106E+05     8.3474549000E+08     1.2112033249E+08     9.5586582249E+08     1.2671269298E-01     9.8005128392E-01
   19     4     1.1492531246E+05     9.4516406000E+08     8.5978874954E+07     1.0311429350E+09     8.3382111286E-02     3.6922383449E-01
   19     5     1.1616947910E+05     4.5016367700E+08     3.9344764979E+08     8.4361132679E+08     4.6638497765E-01     2.4442142099E-01
   19     6     1.1729284794E+05     2.6128124100E+08     5.2318242527E+08     7.8446366627E+08     6.6693009220E-01     3.4458118906E-01
   19     7     1.1819201791E+05     2.0325179620E+08     8.0499637997E+08     1.0082481762E+09     7.9841094583E-01     2.6202284492E-01
   20     0     1.0930695241E+05     1.0812298229E+09     1.4990657482E+06     1.0827288886E+09     1.3845254929E-03     8.2529978528E-01
   20     1     1.1104786413E+05     9.0279380200E+08     9.3260572362E+07     9.9605437436E+08     9.3630001296E-02     9.1750099392E-01
   20     2     1.1268143923E+05     1.0402984700E+09     1.0957113322E+07     1.0512555833E+09     1.0422882405E-02     9.8351671053E-01
   20     3     1.1416348642E+05     9.5760741900E+08     2.6274583047E+07     9.8388200205E+08     2.6705014415E-02     7.8743434579E-01
   20     4     1.1553453211E+05     4.5071454980E+08     1.5153314229E+08     6.0224769209E+08     2.5161265752E-01     8.3315053803E-01
   20     5     1.1671822818E+05     3.3411965944E+08     4.8855735639E+08     8.2267701583E+08     5.9386289758E-01     2.3318094684E-01
   20     6     1.1773820565E+05     2.0088633944E+08     7.1912763493E+08     9.2001397437E+08     7.8164859987E-01     3.2402720134E-01
   21     0     1.1010452208E+05     1.0713522798E+09     2.9018241446E+06     1.0742541040E+09     2.7012455748E-03     8.7379493532E-01
   21     1     1.1180522056E+05     1.0566209631E+09     3.8967153736E+06     1.0605176785E+09     3.6743521138E-03     9.3218534000E-01
   21     2     1.1335802405E+05     7.0648625280E+08     1.8121412176E+08     8.8770037456E+08     2.0413883666E-01     1.0290026710E+00
   21     3     1.1481604083E+05     9.8429754000E+08     2.9754536427E+07     1.0140520764E+09     2.9342217346E-02     5.7495768430E-01
   21     4     1.1610392476E+05     5.4987321000E+08     2.2653010692E+08     7.7640331692E+08     2.9176859756E-01     2.7179163956E-01
   21     5     1.1725963404E+05     2.9557399510E+08     6.4169402684E+08     9.3726802194E+08     6.8464303894E-01     2.6124781684E-01
   21     6     1.1821288167E+05     1.9374177740E+08     7.8064042848E+08     9.7438220588E+08     8.0116449559E-01     3.0355154519E-01
   22     0     1.1090555549E+05     1.0584667510E+09     5.0539776309E+06     1.0635207287E+09     4.7521195352E-03     9.2671086057E-01
   22     1     1.1255886406E+05     1.0476076800E+09     4.8666153774E+06     1.0524742954E+09     4.6239755201E-03     1.0117064206E+00
   22     2     1.1407673768E+05     1.0013269800E+09     1.1706249746E+07     1.0130332297E+09     1.1555642404E-02     7.5341407096E-01
   22     3     1.1547136193E+05     5.5700240000E+08     8.5756159591E+07     6.4275855959E+08     1.3341893050E-01     8.8946247037E-01
   22     4     1.1670047710E+05     3.4759200300E+08     3.9670273718E+08     7.4429474018E+08     5.3299145589E-01     2.5675338439E-01
   22     5     1.1779638342E+05     2.0901005420E+08     6.9593761387E+08     9.0494766807E+08     7.6903630831E-01     3.7846489863E-01
   23     0     1.1171251490E+05     1.0585079804E+09     6.7636929934E+05     1.0591843496E+09     6.3857561676E-04     9.7464266983E-01
   23     1     1.1330363426E+05     7.8808103570E+08     1.2549947846E+08     9.1358051416E+08     1.3737101056E-01     1.0513808875E+00
   23     2     1.1477973180E+05     8.1620459000E+08     1.2474312269E+07     8.2867890227E+08     1.5053251911E-02     5.9400465633E-01
   23     3     1.1610249165E+05     5.4854588200E+08     6.4733697231E+07     6.1327957923E+08     1.0555332254E-01     6.6321341709E-01
   23     4     1.1728803313E+05     2.8585649200E+08     3.1204351245E+08     5.9790000445E+08     5.2189916396E-01     3.4340433805E-01
   23     5     1.1830516514E+05     2.1088797040E+08     7.6764377239E+08     9.7853174279E+08     7.8448530469E-01     3.2997548765E-01
   24     0     1.1252013998E+05     1.0504339000E+09     7.7676538930E+05     1.0512106654E+09     7.3892457038E-04     1.0360051728E+00
   24     1     1.1406538960E+05     1.0244263600E+09     4.6389996453E+06     1.0290653596E+09     4.5079737665E-03     7.7780118111E-01
   24     2     1.1548011046E+05     7.3259409000E+08     1.8150928155E+07     7.5074501815E+08     2.4177220915E-02     7.8733799789E-01
   24     3     1.1674707004E+05     3.5270560646E+08     2.8592274621E+08     6.3862835267E+08     4.4771383077E-01     2.9999787318E-01
   24     4     1.1786511388E+05     2.7086968125E+08     7.2953838112E+08     1.0004080624E+09     7.2924080539E-01     2.9881199556E-01
   25     0     1.1332733137E+05     1.0212883000E+09     1.1068349542E+07     1.0323566495E+09     1.0721439676E-02     1.0671701211E+00
   25     1     1.1481758119E+05     8.5219458000E+08     3.7990647809E+06     8.5599364478E+08     4.4381927414E-03     6.0402276669E-01
   25     2     1.1618046761E+05     3.3260344100E+08     1.4810254469E+08     4.8070598569E+08     3.0809382262E-01     9.6723653136E-01
   25     3     1.1738112099E+05     3.1559045000E+08     2.1403403552E+08     5.2962448552E+08     4.0412413204E-01     3.8031976987E-01
