# Data for B+ transitions (P and R) 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 Aul [1/s] 		 oscillator strength f 		 Gamma [1/s]
     9      0     10      0              1165.40          3.48327E+06          6.42000E-04          1.76006E+09
     9      0      8      0              1139.12          2.50148E+06          5.44200E-04          1.76006E+09
     9      0     10      1              1220.18          2.59806E+07          5.25000E-03          1.76006E+09
     9      0      8      1              1192.88          1.96699E+07          4.69200E-03          1.76006E+09
     9      0     10      2              1276.63          8.73337E+07          1.93200E-02          1.76006E+09
     9      0      8      2              1248.34          7.02916E+07          1.83600E-02          1.76006E+09
     9      0     10      3              1334.50          1.74322E+08          4.21300E-02          1.76006E+09
     9      0      8      3              1305.32          1.50662E+08          4.30400E-02          1.76006E+09
     9      0     10      4              1393.45          2.27440E+08          5.99300E-02          1.76006E+09
     9      0      8      4              1363.52          2.13751E+08          6.66200E-02          1.76006E+09
     9      0     10      5              1453.02          1.99787E+08          5.72400E-02          1.76006E+09
     9      0      8      5              1422.55          2.07792E+08          7.04900E-02          1.76006E+09
     9      0     10      6              1512.53          1.16165E+08          3.60700E-02          1.76006E+09
     9      0      8      6              1481.82          1.37451E+08          5.06000E-02          1.76006E+09
     9      0     10      7              1571.13          4.14687E+07          1.38900E-02          1.76006E+09
     9      0      8      7              1540.57          5.86606E+07          2.33400E-02          1.76006E+09
     9      0     10      8              1627.63          7.48309E+06          2.69000E-03          1.76006E+09
     9      0      8      8              1597.78          1.41120E+07          6.04000E-03          1.76006E+09
     9      0     10      9              1680.53          3.64908E+05          1.39900E-04          1.76006E+09
     9      0      8      9              1652.13          1.32992E+06          6.08600E-04          1.76006E+09
     9      0     10     10              1727.83          2.97628E+03          1.20600E-06          1.76006E+09
     9      0      8     10              1701.88          5.41093E+03          2.62700E-06          1.76006E+09
     9      0     10     11              1766.94          6.22457E+02          2.63700E-07          1.76006E+09
     9      0      8     11              1744.82          3.37029E+03          1.72000E-06          1.76006E+09
     9      0     10     12              1794.24          2.15691E+02          9.42400E-08          1.76006E+09
     9      0      8     12              1778.07          1.70495E+02          9.03700E-08          1.76006E+09
    10      0     11      0              1175.89          3.20122E+06          6.06200E-04          1.73688E+09
    10      0      9      0              1147.16          2.25154E+06          4.91200E-04          1.73688E+09
    10      0     11      1              1230.82          2.43448E+07          5.05100E-03          1.73688E+09
    10      0      9      1              1200.98          1.81519E+07          4.34100E-03          1.73688E+09
    10      0     11      2              1287.33          8.33972E+07          1.89300E-02          1.73688E+09
    10      0      9      2              1256.45          6.65076E+07          1.74100E-02          1.73688E+09
    10      0     11      3              1345.17          1.69368E+08          4.19700E-02          1.73688E+09
    10      0      9      3              1313.37          1.46068E+08          4.17700E-02          1.73688E+09
    10      0     11      4              1403.97          2.24134E+08          6.05100E-02          1.73688E+09
    10      0      9      4              1371.41          2.11995E+08          6.61000E-02          1.73688E+09
    10      0     11      5              1463.23          1.98558E+08          5.82200E-02          1.73688E+09
    10      0      9      5              1430.15          2.10130E+08          7.12500E-02          1.73688E+09
    10      0     11      6              1522.23          1.15208E+08          3.65600E-02          1.73688E+09
    10      0      9      6              1488.98          1.40863E+08          5.17800E-02          1.73688E+09
    10      0     11      7              1580.03          4.01801E+07          1.37400E-02          1.73688E+09
    10      0      9      7              1547.08          6.02079E+07          2.38900E-02          1.73688E+09
    10      0     11      8              1635.41          6.72513E+06          2.46300E-03          1.73688E+09
    10      0      9      8              1603.39          1.41316E+07          6.02300E-03          1.73688E+09
    10      0     11      9              1686.73          2.43084E+05          9.47200E-05          1.73688E+09
    10      0      9      9              1656.51          1.19835E+06          5.45200E-04          1.73688E+09
    10      0     11     10              1731.87          7.32336E+03          3.00800E-06          1.73688E+09
    10      0      9     10              1704.61          9.07453E+02          4.37200E-07          1.73688E+09
    10      0     11     11              1767.98          1.39844E+02          5.98700E-08          1.73688E+09
    10      0      9     11              1745.35          3.39449E+03          1.71400E-06          1.73688E+09
    10      0      9     12              1775.59          3.45578E+02          1.80600E-07          1.73688E+09
    11      0     12      0              1187.18          2.92753E+06          5.69400E-04          1.71162E+09
    11      0     10      0              1156.05          2.01014E+06          4.41300E-04          1.71162E+09
    11      0     12      1              1242.23          2.27409E+07          4.84300E-03          1.71162E+09
    11      0     10      1              1209.94          1.66423E+07          4.00300E-03          1.71162E+09
    11      0     12      2              1298.79          7.95281E+07          1.85100E-02          1.71162E+09
    11      0     10      2              1265.42          6.26253E+07          1.64700E-02          1.71162E+09
    11      0     12      3              1356.57          1.64568E+08          4.17900E-02          1.71162E+09
    11      0     10      3              1322.26          1.41133E+08          4.05400E-02          1.71162E+09
    11      0     12      4              1415.17          2.21095E+08          6.11100E-02          1.71162E+09
    11      0     10      4              1380.12          2.09745E+08          6.56300E-02          1.71162E+09
    11      0     12      5              1474.04          1.97523E+08          5.92300E-02          1.71162E+09
    11      0     10      5              1438.52          2.12042E+08          7.20900E-02          1.71162E+09
    11      0     12      6              1532.43          1.14142E+08          3.69900E-02          1.71162E+09
    11      0     10      6              1496.83          1.43912E+08          5.29700E-02          1.71162E+09
    11      0     12      7              1589.32          3.86383E+07          1.34700E-02          1.71162E+09
    11      0     10      7              1554.19          6.13864E+07          2.43600E-02          1.71162E+09
    11      0     12      8              1643.38          5.87279E+06          2.18900E-03          1.71162E+09
    11      0     10      8              1609.47          1.39165E+07          5.92200E-03          1.71162E+09
    11      0     12      9              1692.88          1.35719E+05          5.36800E-05          1.71162E+09
    11      0     10      9              1661.17          1.02219E+06          4.63400E-04          1.71162E+09
    11      0     12     10              1735.50          1.22785E+04          5.10400E-06          1.71162E+09
    11      0     10     10              1707.37          4.00669E+02          1.91900E-07          1.71162E+09
    11      0     12     11              1768.06          3.45652E+01          1.49100E-08          1.71162E+09
    11      0     10     11              1745.55          2.83594E+03          1.42000E-06          1.71162E+09
    11      0     10     12              1772.19          5.25331E+02          2.71100E-07          1.71162E+09
    12      0     13      0              1199.22          2.66609E+06          5.32500E-04          1.68443E+09
    12      0     11      0              1165.78          1.78206E+06          3.94900E-04          1.68443E+09
    12      0     13      1              1254.39          2.11931E+07          4.63200E-03          1.68443E+09
    12      0     11      1              1219.74          1.51789E+07          3.68200E-03          1.68443E+09
    12      0     13      2              1310.97          7.57811E+07          1.80900E-02          1.68443E+09
    12      0     11      2              1275.22          5.87520E+07          1.55800E-02          1.68443E+09
