# Data for C+ transitions (P and R) 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 Aul [1/s] 		 oscillator strength f 		 Gamma [1/s]
    18      1     17      8              1343.23          2.72561E+03          7.79800E-07          1.07490E+09
    19      1     20      0              1097.63          1.80825E+08          3.10800E-02          1.07458E+09
    19      1     18      0              1063.67          3.63141E+07          6.49600E-03          1.07458E+09
    19      1     20      1              1136.56          8.37182E+07          1.54300E-02          1.07458E+09
    19      1     18      1              1102.25          6.92784E+07          1.33100E-02          1.07458E+09
    19      1     20      2              1175.22          1.75823E+07          3.46500E-03          1.07458E+09
    19      1     18      2              1140.81          4.94278E+06          1.01700E-03          1.07458E+09
    19      1     20      3              1213.19          1.63851E+08          3.44100E-02          1.07458E+09
    19      1     18      3              1178.98          7.34662E+07          1.61500E-02          1.07458E+09
    19      1     20      4              1249.89          1.51524E+08          3.37800E-02          1.07458E+09
    19      1     18      4              1216.30          1.68130E+08          3.93300E-02          1.07458E+09
    19      1     20      5              1284.59          3.84523E+07          9.05400E-03          1.07458E+09
    19      1     18      5              1252.18          6.99811E+07          1.73500E-02          1.07458E+09
    19      1     20      6              1316.31          1.87252E+05          4.62900E-05          1.07458E+09
    19      1     18      6              1285.85          9.30290E+06          2.43200E-03          1.07458E+09
    19      1     20      7              1343.68          3.90404E+04          1.00600E-05          1.07458E+09
    19      1     18      7              1316.28          2.64910E+05          7.25700E-05          1.07458E+09
    19      1     18      8              1342.06          3.06825E+05          8.73800E-05          1.07458E+09
    20      1     21      0              1106.68          1.00811E+08          1.76600E-02          9.96054E+08
    20      1     19      0              1071.84          8.53946E+07          1.54700E-02          9.96054E+08
    20      1     21      1              1145.11          1.07502E+08          2.01600E-02          9.96054E+08
    20      1     19      1              1109.99          3.14094E+07          6.10300E-03          9.96054E+08
    20      1     21      2              1183.11          1.79210E+07          3.58800E-03          9.96054E+08
    20      1     19      2              1147.99          1.20995E+05          2.51500E-05          9.96054E+08
    20      1     21      3              1220.21          1.83249E+08          3.90200E-02          9.96054E+08
    20      1     19      3              1185.45          2.97713E+07          6.59700E-03          9.96054E+08
    20      1     21      4              1255.79          8.61233E+07          1.94300E-02          9.96054E+08
    20      1     19      4              1221.85          1.46699E+08          3.45400E-02          9.96054E+08
    20      1     21      5              1289.05          2.80419E+07          6.66400E-03          9.96054E+08
    20      1     19      5              1256.57          8.28106E+07          2.06200E-02          9.96054E+08
    20      1     21      6              1318.87          1.72980E+06          4.30300E-04          9.96054E+08
    20      1     19      6              1288.76          4.30291E+05          1.12700E-04          9.96054E+08
    20      1     19      7              1317.27          7.79616E+05          2.13300E-04          9.96054E+08
    21      1     22      0              1115.64          1.65875E+08          2.95900E-02          1.06052E+09
    21      1     20      0              1080.00          4.33957E+07          7.96300E-03          1.06052E+09
    21      1     22      1              1153.48          8.63130E+07          1.64600E-02          1.06052E+09
    21      1     20      1              1117.67          6.60634E+07          1.29800E-02          1.06052E+09
    21      1     22      2              1190.73          1.98119E+07          4.02600E-03          1.06052E+09
    21      1     20      2              1155.05          3.66519E+06          7.69300E-04          1.06052E+09
    21      1     22      3              1226.86          1.80918E+08          3.90300E-02          1.06052E+09
    21      1     20      3              1191.70          7.19253E+07          1.60700E-02          1.06052E+09
    21      1     22      4              1261.19          1.44734E+08          3.30000E-02          1.06052E+09
    21      1     20      4              1227.09          1.70738E+08          4.04400E-02          1.06052E+09
    21      1     22      5              1292.82          2.76047E+07          6.61300E-03          1.06052E+09
    21      1     20      5              1260.52          6.98891E+07          1.74700E-02          1.06052E+09
    21      1     22      6              1320.49          9.13669E+03          2.28400E-06          1.06052E+09
    21      1     20      6              1291.05          5.67386E+06          1.48800E-03          1.06052E+09
    21      1     20      7              1317.37          4.67639E+03          1.27700E-06          1.06052E+09
    22      1     23      0              1124.83          1.70592E+08          3.10000E-02          1.05247E+09
    22      1     21      0              1088.48          3.43362E+07          6.38600E-03          1.05247E+09
    22      1     23      1              1162.04          7.60021E+07          1.47400E-02          1.05247E+09
    22      1     21      1              1125.63          7.36643E+07          1.46500E-02          1.05247E+09
    22      1     23      2              1198.47          1.97678E+07          4.07800E-03          1.05247E+09
    22      1     21      2              1162.33          4.33410E+06          9.19200E-04          1.05247E+09
    22      1     23      3              1233.53          1.79238E+08          3.91700E-02          1.05247E+09
    22      1     21      3              1198.12          8.29973E+07          1.87000E-02          1.05247E+09
    22      1     23      4              1266.49          1.51442E+08          3.48900E-02          1.05247E+09
    22      1     21      4              1232.41          1.66067E+08          3.95900E-02          1.05247E+09
    22      1     23      5              1296.31          1.97371E+07          4.76300E-03          1.05247E+09
    22      1     21      5              1264.42          6.35446E+07          1.59500E-02          1.05247E+09
    22      1     21      6              1293.11          5.88518E+06          1.54500E-03          1.05247E+09
    23      1     24      0              1134.27          8.11726E+07          1.50300E-02          9.13581E+08
    23      1     22      0              1097.30          8.38517E+07          1.58200E-02          9.13581E+08
    23      1     24      1              1170.80          9.95913E+07          1.96400E-02          9.13581E+08
    23      1     22      1              1133.89          2.20122E+07          4.43400E-03          9.13581E+08
    23      1     24      2              1206.34          2.66331E+07          5.57600E-03          9.13581E+08
    23      1     22      2              1169.86          4.81917E+05          1.03300E-04          9.13581E+08
    23      1     24      3              1240.24          1.67039E+08          3.69700E-02          9.13581E+08
    23      1     22      3              1204.71          2.79660E+07          6.35900E-03          9.13581E+08
    23      1     24      4              1271.67          6.70703E+07          1.56100E-02          9.13581E+08
    23      1     22      4              1237.80          1.60823E+08          3.86000E-02          9.13581E+08
    23      1     22      5              1268.25          5.14096E+07          1.29500E-02          9.13581E+08
    23      1     22      6              1294.86          3.03187E+04          7.96400E-06          9.13581E+08
    24      1     25      0              1143.60          1.51921E+08          2.86300E-02          1.02907E+09
    24      1     23      0              1106.08          4.52631E+07          8.66000E-03          1.02907E+09
    24      1     25      1              1179.36          8.06570E+07          1.61700E-02          1.02907E+09
    24      1     23      1              1142.05          6.59304E+07          1.34500E-02          1.02907E+09
    24      1     25      2              1213.89          2.65720E+07          5.64300E-03          1.02907E+09
    24      1     23      2              1177.21          2.79286E+06          6.05300E-04          1.02907E+09
    24      1     25      3              1246.49          2.03309E+08          4.55300E-02          1.02907E+09
    24      1     23      3              1211.03          8.20070E+07          1.88100E-02          1.02907E+09
    24      1     25      4              1276.20          1.30762E+08          3.06900E-02          1.02907E+09
    24      1     23      4              1242.78          1.78449E+08          4.31000E-02          1.02907E+09
    24      1     23      5              1271.48          5.67630E+07          1.43500E-02          1.02907E+09
    25      1     26      0              1153.08          1.52065E+08          2.91800E-02          8.55994E+08
    25      1     24      0              1115.12          4.11806E+07          7.99500E-03          8.55994E+08
    25      1     26      1              1188.01          7.40253E+07          1.50800E-02          8.55994E+08
    25      1     24      1              1150.41          7.05333E+07          1.45700E-02          8.55994E+08
    25      1     26      2              1221.45          2.90321E+07          6.25200E-03          8.55994E+08
    25      1     24      2              1184.70          2.48248E+06          5.44000E-04          8.55994E+08
    25      1     26      3              1252.60          2.13112E+08          4.82600E-02          8.55994E+08
    25      1     24      3              1217.38          9.23868E+07          2.13800E-02          8.55994E+08
    25      1     24      4              1247.65          1.77377E+08          4.31100E-02          8.55994E+08
    26      1     27      0              1162.64          1.49324E+08          2.91800E-02         -1.00000E+00
    26      1     25      0              1124.32          3.95118E+07          7.78600E-03         -1.00000E+00
    26      1     27      1              1196.64          6.89388E+07          1.42700E-02         -1.00000E+00
    26      1     25      1              1158.87          7.28955E+07          1.52600E-02         -1.00000E+00
    26      1     27      2              1228.86          3.32477E+07          7.25700E-03         -1.00000E+00
    26      1     25      2              1192.19          1.89880E+06          4.20700E-04         -1.00000E+00
    26      1     27      3              1258.39          2.26288E+08          5.18000E-02         -1.00000E+00
    26      1     25      3              1223.62          1.02035E+08          2.38100E-02         -1.00000E+00
    26      1     25      4              1252.23          1.77968E+08          4.35000E-02         -1.00000E+00
    27      1     28      0              1172.23          1.45502E+08          2.89400E-02         -1.00000E+00
    27      1     26      0              1133.64          3.88739E+07          7.77700E-03         -1.00000E+00
    27      1     28      1              1205.21          6.42634E+07          1.35100E-02         -1.00000E+00
    27      1     26      1              1167.38          7.41285E+07          1.57200E-02         -1.00000E+00
    27      1     28      2              1236.08          3.97972E+07          8.80100E-03         -1.00000E+00
    27      1     26      2              1199.65          1.22185E+06          2.73700E-04         -1.00000E+00
    27      1     26      3              1229.69          1.13080E+08          2.66200E-02         -1.00000E+00
    28      1     29      0              1181.84          1.40719E+08          2.84800E-02         -1.00000E+00
    28      1     27      0              1143.08          3.94344E+07          8.01000E-03         -1.00000E+00
    28      1     29      1              1213.70          5.99851E+07          1.28000E-02         -1.00000E+00
    28      1     27      1              1175.94          7.37701E+07          1.58600E-02         -1.00000E+00
    28      1     27      2              1207.04          5.90568E+05          1.33800E-04         -1.00000E+00
    28      1     27      3              1235.52          1.26802E+08          3.00900E-02         -1.00000E+00
    29      1     30      0              1191.46          1.35280E+08          2.78600E-02         -1.00000E+00
    29      1     28      0              1152.63          4.08985E+07          8.43600E-03         -1.00000E+00
    29      1     30      1              1222.05          5.55386E+07          1.20300E-02         -1.00000E+00
    29      1     28      1              1184.51          7.18463E+07          1.56500E-02         -1.00000E+00
    29      1     28      2              1214.31          1.33299E+05          3.05200E-05         -1.00000E+00
     1      2      2      0               968.29          8.57041E+07          7.23200E-03          1.13810E+09
     1      2      0      0               964.98          1.63777E+08          6.86300E-02          1.13810E+09
     1      2      2      1              1008.76          6.29384E+06          5.76400E-04          1.13810E+09
     1      2      0      1              1005.35          9.93603E+06          4.51900E-03          1.13810E+09
     1      2      2      2              1050.17          5.00589E+07          4.96900E-03          1.13810E+09
     1      2      0      2              1046.66          8.76080E+07          4.31900E-02          1.13810E+09
     1      2      2      3              1092.37          3.31992E+07          3.56500E-03          1.13810E+09
     1      2      0      3              1088.77          5.72335E+07          3.05300E-02          1.13810E+09
     1      2      2      4              1135.16          1.81375E+07          2.10300E-03          1.13810E+09
     1      2      0      4              1131.49          2.43156E+07          1.40100E-02          1.13810E+09
     1      2      2      5              1178.29          1.11422E+08          1.39200E-02          1.13810E+09
     1      2      0      5              1174.57          1.90498E+08          1.18300E-01          1.13810E+09
     1      2      2      6              1221.42          7.30693E+07          9.81100E-03          1.13810E+09
     1      2      0      6              1217.68          1.64465E+08          1.09700E-01          1.13810E+09
     1      2      2      7              1264.10          1.59201E+07          2.29000E-03          1.13810E+09
     1      2      0      7              1260.38          4.08113E+07          2.91700E-02          1.13810E+09
     1      2      2      8              1305.78          1.76775E+06          2.71300E-04          1.13810E+09
     1      2      0      8              1302.12          1.67066E+06          1.27500E-03          1.13810E+09
     1      2      2      9              1345.72          3.86384E+03          6.29800E-07          1.13810E+09
     1      2      0      9              1342.19          1.78799E+03          1.44900E-06          1.13810E+09
     1      2      2     10              1383.05          9.40114E+04          1.61800E-05          1.13810E+09
     1      2      0     10              1379.71          2.84089E+04          2.43400E-05          1.13810E+09
     1      2      2     11              1416.61          9.74048E+04          1.75900E-05          1.13810E+09
     1      2      0     11              1413.59          3.80213E+04          3.41900E-05          1.13810E+09
     1      2      2     12              1445.03          1.23756E+04          2.32600E-06          1.13810E+09
     1      2      0     12              1442.44          2.27069E+03          2.12600E-06          1.13810E+09
     1      2      2     13              1466.57          1.03714E+04          2.00800E-06          1.13810E+09
     1      2      0     13              1464.60          9.11436E+03          8.79800E-06          1.13810E+09
     1      2      2     14              1479.16          4.35254E+04          8.57100E-06          1.13810E+09
     1      2      0     14              1478.07          1.17144E+04          1.15200E-05          1.13810E+09
     2      2      3      0               970.56          9.66029E+07          9.75000E-03          1.13434E+09
     2      2      1      0               965.06          1.50215E+08          3.49800E-02          1.13434E+09
     2      2      3      1              1011.04          8.99710E+06          9.85400E-04          1.13434E+09
     2      2      1      1              1005.38          7.29841E+06          1.84400E-03          1.13434E+09
     2      2      3      2              1052.45          5.91799E+07          7.02300E-03          1.13434E+09
     2      2      1      2              1046.63          7.72481E+07          2.11500E-02          1.13434E+09
     2      2      3      3              1094.63          4.37456E+07          5.61600E-03          1.13434E+09
     2      2      1      3              1088.67          4.54179E+07          1.34600E-02          1.13434E+09
     2      2      3      4              1137.39          2.36379E+07          3.27600E-03          1.13434E+09
     2      2      1      4              1131.31          1.95570E+07          6.25800E-03          1.13434E+09
     2      2      3      5              1180.46          1.43535E+08          2.14300E-02          1.13434E+09
     2      2      1      5              1174.30          1.54456E+08          5.32500E-02          1.13434E+09
     2      2      3      6              1223.49          8.16965E+07          1.31000E-02          1.13434E+09
     2      2      1      6              1217.30          1.50580E+08          5.57800E-02          1.13434E+09
     2      2      3      7              1266.04          1.56019E+07          2.67900E-03          1.13434E+09
     2      2      1      7              1259.88          4.14099E+07          1.64300E-02          1.13434E+09
     2      2      3      8              1307.53          3.01769E+06          5.52800E-04          1.13434E+09
     2      2      1      8              1301.48          8.45269E+05          3.57900E-04          1.13434E+09
     2      2      3      9              1347.23          2.80603E+03          5.45700E-07          1.13434E+09
     2      2      1      9              1341.39          3.43058E+03          1.54300E-06          1.13434E+09
     2      2      3     10              1384.23          4.39878E+05          9.03100E-05          1.13434E+09
     2      2      1     10              1378.74          2.83578E+05          1.34800E-04          1.13434E+09
     2      2      3     11              1417.38          3.96710E+05          8.53900E-05          1.13434E+09
     2      2      1     11              1412.40          1.91865E+05          9.56900E-05          1.13434E+09
     2      2      3     12              1445.26          3.62398E+04          8.11000E-06          1.13434E+09
     2      2      1     12              1441.02          7.20475E+02          3.74000E-07          1.13434E+09
     2      2      3     13              1466.11          6.66451E+04          1.53500E-05          1.13434E+09
     2      2      1     13              1462.91          9.12692E+04          4.88300E-05          1.13434E+09
     2      2      3     14              1477.73          2.32197E+05          5.43300E-05          1.13434E+09
     2      2      1     14              1476.05          6.20818E+04          3.38100E-05          1.13434E+09
     3      2      4      0               973.45          6.27082E+07          6.93300E-03          1.10901E+09
     3      2      2      0               965.79          1.64753E+08          3.22700E-02          1.10901E+09
     3      2      4      1              1013.94          1.55066E+07          1.86000E-03          1.10901E+09
     3      2      2      1              1006.05          2.26025E+06          4.80400E-04          1.10901E+09
     3      2      4      2              1055.33          4.56367E+07          5.93000E-03          1.10901E+09
     3      2      2      2              1047.23          7.86784E+07          1.81200E-02          1.10901E+09
     3      2      4      3              1097.48          5.94875E+07          8.35900E-03          1.10901E+09
     3      2      2      3              1089.18          2.36841E+07          5.90000E-03          1.10901E+09
     3      2      4      4              1140.17          2.23487E+07          3.39000E-03          1.10901E+09
     3      2      2      4              1131.72          1.88760E+07          5.07700E-03          1.10901E+09
     3      2      4      5              1183.14          1.72640E+08          2.81900E-02          1.10901E+09
     3      2      2      5              1174.59          9.64256E+07          2.79400E-02          1.10901E+09
     3      2      4      6              1226.04          6.71884E+07          1.17800E-02          1.10901E+09
     3      2      2      6              1217.44          1.28128E+08          3.98800E-02          1.10901E+09
     3      2      4      7              1268.39          6.39744E+06          1.20100E-03          1.10901E+09
     3      2      2      7              1259.84          5.12046E+07          1.70700E-02          1.10901E+09
     3      2      4      8              1309.62          7.38206E+06          1.47700E-03          1.10901E+09
     3      2      2      8              1301.23          1.02356E+03          3.64000E-07          1.10901E+09
     3      2      4      9              1348.98          5.60225E+04          1.18900E-05          1.10901E+09
     3      2      2      9              1340.90          4.54222E+05          1.71500E-04          1.10901E+09
     3      2      4     10              1385.53          3.46889E+06          7.76900E-04          1.10901E+09
     3      2      2     10              1377.95          2.86820E+06          1.14400E-03          1.10901E+09
     3      2      4     11              1418.11          2.34999E+06          5.51400E-04          1.10901E+09
     3      2      2     11              1411.27          9.83582E+05          4.11400E-04          1.10901E+09
     3      2      4     12              1445.25          9.50861E+04          2.31700E-05          1.10901E+09
     3      2      2     12              1439.46          6.47951E+04          2.81900E-05          1.10901E+09
     3      2      4     13              1465.14          7.61638E+05          1.90700E-04          1.10901E+09
     3      2      2     13              1460.84          1.14355E+06          5.12500E-04          1.10901E+09
     3      2      2     14              1473.33          5.20923E+05          2.37500E-04          1.10901E+09
     4      2      5      0               976.55          1.87142E+08          2.19000E-02          1.11289E+09
     4      2      3      0               966.78          4.21176E+07          7.59200E-03          1.11289E+09
     4      2      5      1              1017.00          5.96048E+05          7.56600E-05          1.11289E+09
     4      2      3      1              1006.94          1.84886E+07          3.61500E-03          1.11289E+09
     4      2      5      2              1058.34          9.50864E+07          1.30700E-02          1.11289E+09
     4      2      3      2              1048.01          2.44678E+07          5.18300E-03          1.11289E+09
     4      2      5      3              1100.39          1.34927E+07          2.00500E-03          1.11289E+09
     4      2      3      3              1089.83          6.95085E+07          1.59200E-02          1.11289E+09
     4      2      5      4              1142.96          3.37706E+07          5.41400E-03          1.11289E+09
     4      2      3      4              1132.20          3.88317E+06          9.60000E-04          1.11289E+09
     4      2      5      5              1185.75          7.87151E+07          1.35800E-02          1.11289E+09
     4      2      3      5              1174.87          1.77229E+08          4.71800E-02          1.11289E+09
     4      2      5      6              1228.41          8.73463E+07          1.61800E-02          1.11289E+09
     4      2      3      6              1217.49          1.27382E+08          3.64100E-02          1.11289E+09
     4      2      5      7              1270.46          3.93864E+07          7.80200E-03          1.11289E+09
     4      2      3      7              1259.61          1.18924E+07          3.63900E-03          1.11289E+09
     4      2      5      8              1311.30          2.30304E+05          4.86000E-05          1.11289E+09
     4      2      3      8              1300.68          4.34549E+06          1.41800E-03          1.11289E+09
     4      2      5      9              1350.17          1.02908E+06          2.30200E-04          1.11289E+09
     4      2      3      9              1339.96          2.07680E+06          7.19100E-04          1.11289E+09
     4      2      5     10              1386.11          3.90127E+06          9.19900E-04          1.11289E+09
     4      2      3     10              1376.56          3.16600E+06          1.15700E-03          1.11289E+09
     4      2      5     11              1417.91          1.31011E+06          3.23300E-04          1.11289E+09
     4      2      3     11              1409.34          2.03108E+05          7.78000E-05          1.11289E+09
     4      2      5     12              1444.07          2.24029E+04          5.73400E-06          1.11289E+09
     4      2      3     12              1436.89          6.66379E+05          2.65300E-04          1.11289E+09
     4      2      5     13              1462.69          1.57593E+06          4.13800E-04          1.11289E+09
     4      2      3     13              1457.50          1.94263E+06          7.95900E-04          1.11289E+09
     4      2      3     14              1468.99          6.84708E+05          2.85000E-04          1.11289E+09
     5      2      6      0               980.50          1.71132E+08          2.08800E-02          1.12821E+09
     5      2      4      0               968.66          7.32979E+07          1.26100E-02          1.12821E+09
     5      2      6      1              1020.93          3.79359E+06          5.01900E-04          1.12821E+09
     5      2      4      1              1008.75          1.29518E+07          2.41600E-03          1.12821E+09
     5      2      6      2              1062.22          9.59804E+07          1.37500E-02          1.12821E+09
     5      2      4      2              1049.71          3.72858E+07          7.53200E-03          1.12821E+09
     5      2      6      3              1104.18          2.87504E+07          4.44900E-03          1.12821E+09
     5      2      4      3              1091.40          5.70984E+07          1.24700E-02          1.12821E+09
     5      2      6      4              1146.61          3.97226E+07          6.62800E-03          1.12821E+09
     5      2      4      4              1133.62          5.82228E+06          1.37200E-03          1.12821E+09
     5      2      6      5              1189.22          1.26105E+08          2.26400E-02          1.12821E+09
     5      2      4      5              1176.09          1.59244E+08          4.03800E-02          1.12821E+09
     5      2      6      6              1231.62          9.11667E+07          1.75500E-02          1.12821E+09
     5      2      4      6              1218.46          1.46323E+08          3.98300E-02          1.12821E+09
     5      2      6      7              1273.33          2.94989E+07          6.07100E-03          1.12821E+09
     5      2      4      7              1260.28          2.41611E+07          7.03500E-03          1.12821E+09
     5      2      6      8              1313.73          2.79176E+05          6.11500E-05          1.12821E+09
     5      2      4      8              1300.97          1.95869E+06          6.07800E-04          1.12821E+09
     5      2      6      9              1352.03          6.35249E+05          1.47400E-04          1.12821E+09
     5      2      4      9              1339.81          8.35401E+05          2.74900E-04          1.12821E+09
     5      2      6     10              1387.25          7.99899E+05          1.95400E-04          1.12821E+09
     5      2      4     10              1375.86          5.11083E+05          1.77400E-04          1.12821E+09
     5      2      6     11              1418.13          1.01261E+05          2.58500E-05          1.12821E+09
     5      2      4     11              1407.98          8.06898E+03          2.93300E-06          1.12821E+09
     5      2      6     12              1443.11          6.63041E+04          1.75300E-05          1.12821E+09
     5      2      4     12              1434.73          3.52061E+05          1.32900E-04          1.12821E+09
     5      2      6     13              1460.18          5.77811E+05          1.56400E-04          1.12821E+09
     5      2      4     13              1454.33          5.48799E+05          2.12800E-04          1.12821E+09
     6      2      7      0               984.91          1.62333E+08          2.04700E-02          1.12676E+09
     6      2      5      0               971.07          8.25411E+07          1.38000E-02          1.12676E+09
     6      2      7      1              1025.31          5.77382E+06          7.89100E-04          1.12676E+09
     6      2      5      1              1011.07          1.04068E+07          1.88600E-03          1.12676E+09
     6      2      7      2              1066.51          9.58445E+07          1.41700E-02          1.12676E+09
     6      2      5      2              1051.91          3.95002E+07          7.74800E-03          1.12676E+09
     6      2      7      3              1108.36          3.52250E+07          5.62500E-03          1.12676E+09
     6      2      5      3              1093.45          4.93893E+07          1.04700E-02          1.12676E+09
     6      2      7      4              1150.61          4.36786E+07          7.51700E-03          1.12676E+09
     6      2      5      4              1135.46          5.56678E+06          1.27200E-03          1.12676E+09
     6      2      7      5              1192.97          1.44897E+08          2.68100E-02          1.12676E+09
     6      2      5      5              1177.69          1.42982E+08          3.51500E-02          1.12676E+09
     6      2      7      6              1235.05          8.74604E+07          1.73400E-02          1.12676E+09
     6      2      5      6              1219.76          1.49981E+08          3.95600E-02          1.12676E+09
     6      2      7      7              1276.34          2.50384E+07          5.30300E-03          1.12676E+09
     6      2      5      7              1261.21          2.91870E+07          8.23000E-03          1.12676E+09
     6      2      7      8              1316.20          7.82280E+05          1.76200E-04          1.12676E+09
     6      2      5      8              1301.45          1.04749E+06          3.14500E-04          1.12676E+09
     6      2      7      9              1353.82          6.73759E+05          1.60500E-04          1.12676E+09
     6      2      5      9              1339.73          5.55534E+05          1.76800E-04          1.12676E+09
     6      2      7     10              1388.16          3.06929E+05          7.68900E-05          1.12676E+09
     6      2      5     10              1375.10          8.44451E+04          2.83100E-05          1.12676E+09
     6      2      7     11              1417.93          3.47078E+00          9.07200E-10          1.12676E+09
     6      2      5     11              1406.40          1.23654E+05          4.33600E-05          1.12676E+09
     6      2      7     12              1441.49          1.25803E+05          3.39800E-05          1.12676E+09
     6      2      5     12              1432.13          3.24949E+05          1.18100E-04          1.12676E+09
     6      2      7     13              1456.61          5.42080E+05          1.49500E-04          1.12676E+09
     6      2      5     13              1450.45          3.35387E+05          1.25100E-04          1.12676E+09
     7      2      8      0               989.83          1.48708E+08          1.92800E-02          1.11957E+09
     7      2      6      0               974.05          9.26762E+07          1.52200E-02          1.11957E+09
     7      2      8      1              1030.17          8.19547E+06          1.15100E-03          1.11957E+09
     7      2      6      1              1013.94          7.64279E+06          1.36000E-03          1.11957E+09
     7      2      8      2              1071.27          9.35367E+07          1.42100E-02          1.11957E+09
     7      2      6      2              1054.65          4.16842E+07          8.02500E-03          1.11957E+09
     7      2      8      3              1112.96          4.14778E+07          6.80000E-03          1.11957E+09
     7      2      6      3              1096.01          4.04420E+07          8.40800E-03          1.11957E+09
     7      2      8      4              1155.00          4.77010E+07          8.42200E-03          1.11957E+09
     7      2      6      4              1137.80          5.32845E+06          1.19400E-03          1.11957E+09
     7      2      8      5              1197.07          1.60104E+08          3.03700E-02          1.11957E+09
     7      2      6      5              1179.74          1.23983E+08          2.98700E-02          1.11957E+09
     7      2      8      6              1238.77          7.93335E+07          1.61100E-02          1.11957E+09
     7      2      6      6              1221.45          1.51220E+08          3.90500E-02          1.11957E+09
     7      2      8      7              1279.56          2.09459E+07          4.53900E-03          1.11957E+09
     7      2      6      7              1262.47          3.38031E+07          9.32500E-03          1.11957E+09
     7      2      8      8              1318.78          1.58947E+06          3.65900E-04          1.11957E+09
     7      2      6      8              1302.17          3.12678E+05          9.17600E-05          1.11957E+09
     7      2      8      9              1355.59          9.72864E+05          2.36600E-04          1.11957E+09
     7      2      6      9              1339.80          4.03621E+05          1.25400E-04          1.11957E+09
     7      2      8     10              1388.91          1.09156E+05          2.78700E-05          1.11957E+09
     7      2      6     10              1374.37          1.60837E+04          5.25800E-06          1.11957E+09
     7      2      8     11              1417.37          1.06247E+05          2.82500E-05          1.11957E+09
     7      2      6     11              1404.67          4.63623E+05          1.58300E-04          1.11957E+09
     7      2      8     12              1439.23          2.92764E+05          8.02600E-05          1.11957E+09
     7      2      6     12              1429.18          4.26030E+05          1.50600E-04          1.11957E+09
     7      2      6     13              1445.91          3.63394E+05          1.31500E-04          1.11957E+09
     8      2      9      0               995.36          8.52573E+07          1.13400E-02          1.07427E+09
     8      2      7      0               977.70          1.27072E+08          2.06500E-02          1.07427E+09
     8      2      9      1              1035.62          1.63613E+07          2.35500E-03          1.07427E+09
     8      2      7      1              1017.49          1.16024E+06          2.04200E-04          1.07427E+09
     8      2      9      2              1076.61          6.87088E+07          1.06900E-02          1.07427E+09
     8      2      7      2              1058.06          5.12376E+07          9.75100E-03          1.07427E+09
     8      2      9      3              1118.13          5.63104E+07          9.44800E-03          1.07427E+09
     8      2      7      3              1099.23          1.53349E+07          3.15000E-03          1.07427E+09
     8      2      9      4              1159.93          4.78449E+07          8.63900E-03          1.07427E+09
     8      2      7      4              1140.77          6.59690E+06          1.45900E-03          1.07427E+09
     8      2      9      5              1201.67          1.73136E+08          3.35500E-02          1.07427E+09
     8      2      7      5              1182.40          6.68215E+07          1.58800E-02          1.07427E+09
     8      2      9      6              1242.93          4.53201E+07          9.39700E-03          1.07427E+09
     8      2      7      6              1223.73          1.33192E+08          3.39100E-02          1.07427E+09
     8      2      9      7              1283.16          1.09186E+07          2.41300E-03          1.07427E+09
     8      2      7      7              1264.25          4.33444E+07          1.17800E-02          1.07427E+09
     8      2      9      8              1321.66          6.83325E+06          1.60200E-03          1.07427E+09
     8      2      7      8              1303.35          8.55855E+05          2.47200E-04          1.07427E+09
     8      2      9      9              1357.54          2.87970E+06          7.12300E-04          1.07427E+09
     8      2      7      9              1340.22          1.63295E+05          4.98600E-05          1.07427E+09
     8      2      9     10              1389.68          3.26636E+04          8.46600E-06          1.07427E+09
     8      2      7     10              1373.87          1.91934E+06          6.15900E-04          1.07427E+09
     8      2      9     11              1416.63          1.91100E+06          5.14700E-04          1.07427E+09
     8      2      7     11              1403.03          3.31165E+06          1.10800E-03          1.07427E+09
     8      2      9     12              1436.49          1.67662E+06          4.64300E-04          1.07427E+09
     8      2      7     12              1426.09          1.26613E+06          4.37700E-04          1.07427E+09
     8      2      7     13              1440.89          1.48456E+06          5.24000E-04          1.07427E+09
     9      2     10      0              1000.75          1.96867E+08          2.67600E-02          1.10649E+09
     9      2      8      0               981.31          3.76036E+07          6.07100E-03          1.10649E+09
     9      2     10      1              1040.88          1.83861E+06          2.70300E-04          1.10649E+09
     9      2      8      1              1020.94          1.74490E+07          3.04900E-03          1.10649E+09
     9      2     10      2              1081.68          1.04629E+08          1.66100E-02          1.10649E+09
     9      2      8      2              1061.30          1.81714E+07          3.43100E-03          1.10649E+09
     9      2     10      3              1122.94          2.00901E+07          3.43800E-03          1.10649E+09
     9      2      8      3              1102.20          6.25516E+07          1.27400E-02          1.10649E+09
     9      2     10      4              1164.39          4.44113E+07          8.17200E-03          1.10649E+09
     9      2      8      4              1143.42          1.25872E+06          2.75900E-04          1.10649E+09
     9      2     10      5              1205.69          1.19795E+08          2.36300E-02          1.10649E+09
     9      2      8      5              1184.64          1.52799E+08          3.59500E-02          1.10649E+09
     9      2     10      6              1246.39          9.89506E+07          2.08600E-02          1.10649E+09
     9      2      8      6              1225.46          1.34962E+08          3.39800E-02          1.10649E+09
     9      2     10      7              1285.91          2.44846E+07          5.49500E-03          1.10649E+09
     9      2      8      7              1265.36          1.81036E+07          4.86000E-03          1.10649E+09
     9      2     10      8              1323.51          5.65751E+05          1.34500E-04          1.10649E+09
     9      2      8      8              1303.71          3.64995E+06          1.04000E-03          1.10649E+09
