(0) Wavelength, (1) Transition probability, (2) Wavenumber Observed, (3) Wavenumber Calculated, (4) Oscillator strength, (5) Upper state energy, (6) statistical weight, (7) elec_state_label, (8) j, (9) elec_refl, (10) s, (11) v, (12) kronig_parity, (13) lambda_field, (14) elec_inv, (15) Lower state energy, (16) statistical weight, (17) elec_state_label, (18) j, (19) v, (20) kronig_parity
   1115.67,3.40419e+07,,    89632.35, 6.356e-03, 117734.52, 37,  C, 18,  -,  0,  7,  f,  1,  u,28102.17, 37,  X, 18,  4,  e
   1145.78,4.80035e+05,,    87276.54, 9.453e-05, 117734.52, 37,  C, 18,  -,  0,  7,  f,  1,  u,30457.98, 37,  X, 18,  5,  e
   1173.91,4.05097e+07,,    85185.69, 8.374e-03, 117734.52, 37,  C, 18,  -,  0,  7,  f,  1,  u,32548.83, 37,  X, 18,  6,  e
   1199.22,2.81931e+07,,    83387.72, 6.082e-03, 117734.52, 37,  C, 18,  -,  0,  7,  f,  1,  u,34346.80, 37,  X, 18,  7,  e
   1220.58,6.14225e+05,,    81928.01, 1.373e-04, 117734.52, 37,  C, 18,  -,  0,  7,  f,  1,  u,35806.51, 37,  X, 18,  8,  e
    995.97,4.22815e+07,,   100404.38, 6.291e-03, 118154.71,117,  C, 19,  -,  0,  7,  f,  1,  u,17750.33,117,  X, 19,  0,  e
   1028.83,5.26414e+07,,    97197.40, 8.358e-03, 118154.71,117,  C, 19,  -,  0,  7,  f,  1,  u,20957.31,117,  X, 19,  1,  e
   1061.40,1.78887e+06,,    94215.48, 3.023e-04, 118154.71,117,  C, 19,  -,  0,  7,  f,  1,  u,23939.23,117,  X, 19,  2,  e
   1093.33,2.93436e+07,,    91463.35, 5.262e-03, 118154.71,117,  C, 19,  -,  0,  7,  f,  1,  u,26691.36,117,  X, 19,  3,  e
   1124.23,3.04457e+07,,    88949.66, 5.772e-03, 118154.71,117,  C, 19,  -,  0,  7,  f,  1,  u,29205.05,117,  X, 19,  4,  e
   1153.56,6.42183e+05,,    86688.34, 1.282e-04, 118154.71,117,  C, 19,  -,  0,  7,  f,  1,  u,31466.37,117,  X, 19,  5,  e
   1180.62,3.71474e+07,,    84700.95, 7.767e-03, 118154.71,117,  C, 19,  -,  0,  7,  f,  1,  u,33453.76,117,  X, 19,  6,  e
   1204.51,2.75755e+07,,    83021.53, 6.001e-03, 118154.71,117,  C, 19,  -,  0,  7,  f,  1,  u,35133.18,117,  X, 19,  7,  e
    878.77,3.05878e+07,,   113794.95, 3.543e-03, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,118.49,  9,  X,  1,  0,  e
    912.08,7.39988e+07,,   109639.70, 9.234e-03, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,4273.74,  9,  X,  1,  1,  e
    945.90,3.19941e+07,,   105719.64, 4.294e-03, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,8193.80,  9,  X,  1,  2,  e
    980.10,4.67066e+06,,   102029.95, 6.730e-04, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,11883.49,  9,  X,  1,  3,  e
   1014.53,5.36769e+07,,    98567.63, 8.287e-03, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,15345.81,  9,  X,  1,  4,  e
   1048.97,1.50453e+07,,    95331.73, 2.483e-03, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,18581.71,  9,  X,  1,  5,  e
   1083.15,1.96310e+07,,    92323.62, 3.455e-03, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,21589.82,  9,  X,  1,  6,  e
   1116.73,5.44070e+07,,    89547.37, 1.018e-02, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,24366.07,  9,  X,  1,  7,  e
   1149.29,7.29318e+05,,    87010.32, 1.445e-04, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,26903.12,  9,  X,  1,  8,  e
   1180.30,5.36020e+07,,    84723.88, 1.120e-02, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,29189.56,  9,  X,  1,  9,  e
   1209.12,4.92515e+07,,    82704.57, 1.080e-02, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,31208.87,  9,  X,  1, 10,  e
   1234.94,9.34007e+05,,    80975.69, 2.137e-04, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,32937.75,  9,  X,  1, 11,  e
   1256.76,5.73935e+08,,    79569.59, 1.360e-01, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,34343.85,  9,  X,  1, 12,  e
   1273.38,3.66551e+07,,    78531.19, 8.915e-03, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,35382.25,  9,  X,  1, 13,  e
   1283.32,2.48951e+07,,    77923.01, 6.150e-03, 113913.44,  9,  C,  1,  -,  0,  8,  f,  1,  u,35990.43,  9,  X,  1, 14,  e
    880.04,3.05894e+07,,   113631.43, 3.554e-03, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,354.37,  5,  X,  2,  0,  e
    913.34,7.37744e+07,,   109487.96, 9.231e-03, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,4497.84,  5,  X,  2,  1,  e
    947.15,3.16995e+07,,   105579.44, 4.266e-03, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,8406.36,  5,  X,  2,  2,  e
    981.34,4.74311e+06,,   101901.10, 6.852e-04, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,12084.70,  5,  X,  2,  3,  e
   1015.74,5.35154e+07,,    98450.06, 8.282e-03, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,15535.74,  5,  X,  2,  4,  e
   1050.14,1.48858e+07,,    95225.46, 2.462e-03, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,18760.34,  5,  X,  2,  5,  e
   1084.26,1.96106e+07,,    92228.79, 3.458e-03, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,21757.01,  5,  X,  2,  6,  e
   1117.76,5.42111e+07,,    89464.30, 1.016e-02, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,24521.50,  5,  X,  2,  7,  e
   1150.23,7.69868e+05,,    86939.50, 1.528e-04, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,27046.30,  5,  X,  2,  8,  e
   1181.11,5.29422e+07,,    84666.06, 1.108e-02, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,29319.74,  5,  X,  2,  9,  e
   1209.76,4.97450e+07,,    82660.85, 1.092e-02, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,31324.95,  5,  X,  2, 10,  e
   1235.37,1.72621e+06,,    80947.66, 3.952e-04, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,33038.14,  5,  X,  2, 11,  e
   1256.92,5.81008e+08,,    79559.58, 1.377e-01, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,34426.22,  5,  X,  2, 12,  e
   1273.19,2.88107e+07,,    78542.81, 7.005e-03, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,35442.99,  5,  X,  2, 13,  e
   1282.67,2.17716e+07,,    77962.67, 5.373e-03, 113985.80,  5,  C,  2,  -,  0,  8,  f,  1,  u,36023.13,  5,  X,  2, 14,  e
    881.93,3.05965e+07,,   113387.87, 3.570e-03, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,705.52, 21,  X,  3,  0,  e
    915.23,7.34378e+07,,   109262.00, 9.227e-03, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,4831.39, 21,  X,  3,  1,  e
    949.03,3.12559e+07,,   105370.69, 4.223e-03, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,8722.70, 21,  X,  3,  2,  e
    983.19,4.85412e+06,,   101709.31, 7.039e-04, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,12384.08, 21,  X,  3,  3,  e
   1017.55,5.32714e+07,,    98275.10, 8.274e-03, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,15818.29, 21,  X,  3,  4,  e
   1051.89,1.46441e+07,,    95067.39, 2.430e-03, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,19026.00, 21,  X,  3,  5,  e
   1085.92,1.95828e+07,,    92087.84, 3.464e-03, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,22005.55, 21,  X,  3,  6,  e
   1119.31,5.39133e+07,,    89340.93, 1.013e-02, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,24752.46, 21,  X,  3,  7,  e
   1151.62,8.32063e+05,,    86834.48, 1.655e-04, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,27258.91, 21,  X,  3,  8,  e
   1182.31,5.19452e+07,,    84580.53, 1.089e-02, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,29512.86, 21,  X,  3,  9,  e
   1210.71,5.04270e+07,,    82596.49, 1.109e-02, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,31496.90, 21,  X,  3, 10,  e
   1235.99,3.41772e+06,,    80906.91, 7.832e-04, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,33186.48, 21,  X,  3, 11,  e
   1257.13,5.90378e+08,,    79546.06, 1.400e-01, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,34547.33, 21,  X,  3, 12,  e
   1272.88,1.86151e+07,,    78562.16, 4.524e-03, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,35531.23, 21,  X,  3, 13,  e
   1281.63,1.66360e+07,,    78025.56, 4.099e-03, 114093.39, 21,  C,  3,  -,  0,  8,  f,  1,  u,36067.83, 21,  X,  3, 14,  e
    884.44,3.06030e+07,,   113066.30, 3.591e-03, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,1168.80,  9,  X,  4,  0,  e
    917.74,7.29818e+07,,   108963.72, 9.220e-03, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,5271.38,  9,  X,  4,  1,  e
    951.52,3.06600e+07,,   105095.20, 4.164e-03, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,9139.90,  9,  X,  4,  2,  e
    985.65,5.00708e+06,,   101456.28, 7.297e-04, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,12778.82,  9,  X,  4,  3,  e
   1019.95,5.29426e+07,,    98044.40, 8.261e-03, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,16190.70,  9,  X,  4,  4,  e
   1054.20,1.43184e+07,,    94859.07, 2.387e-03, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,19376.03,  9,  X,  4,  5,  e
   1088.11,1.95497e+07,,    91902.24, 3.472e-03, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,22332.86,  9,  X,  4,  6,  e
   1121.34,5.35092e+07,,    89178.69, 1.009e-02, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,25056.41,  9,  X,  4,  7,  e
   1153.45,9.17556e+05,,    86696.65, 1.831e-04, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,27538.45,  9,  X,  4,  8,  e
   1183.87,5.06024e+07,,    84468.68, 1.064e-02, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,29766.42,  9,  X,  4,  9,  e
   1211.93,5.12184e+07,,    82512.93, 1.128e-02, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,31722.17,  9,  X,  4, 10,  e
   1236.78,6.69806e+06,,    80855.00, 1.537e-03, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,33380.10,  9,  X,  4, 11,  e
   1257.37,6.00245e+08,,    79530.81, 1.423e-01, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,34704.29,  9,  X,  4, 12,  e
   1272.40,8.26618e+06,,    78591.63, 2.007e-03, 114235.10,  9,  C,  4,  -,  0,  8,  f,  1,  u,35643.47,  9,  X,  4, 13,  e
    887.55,3.06130e+07,,   112669.30, 3.617e-03, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,1740.19, 33,  X,  5,  0,  e
    920.85,7.24039e+07,,   108595.57, 9.209e-03, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,5813.92, 33,  X,  5,  1,  e
    954.61,2.99094e+07,,   104755.29, 4.088e-03, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,9654.20, 33,  X,  5,  2,  e
    988.69,5.20571e+06,,   101144.22, 7.633e-04, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,13265.27, 33,  X,  5,  3,  e
   1022.91,5.25252e+07,,    97760.02, 8.244e-03, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,16649.47, 33,  X,  5,  4,  e
   1057.05,1.39064e+07,,    94602.49, 2.331e-03, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,19807.00, 33,  X,  5,  5,  e
   1090.82,1.95139e+07,,    91673.90, 3.483e-03, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,22735.59, 33,  X,  5,  6,  e
   1123.86,5.29933e+07,,    88979.43, 1.004e-02, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,25430.06, 33,  X,  5,  7,  e
   1155.70,1.02860e+06,,    86527.82, 2.061e-04, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,27881.67, 33,  X,  5,  8,  e
   1185.78,4.89023e+07,,    84332.32, 1.031e-02, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,30077.17, 33,  X,  5,  9,  e
   1213.41,5.19974e+07,,    82412.04, 1.148e-02, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,31997.45, 33,  X,  5, 10,  e
   1237.72,1.26416e+07,,    80793.96, 2.905e-03, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,33615.53, 33,  X,  5, 11,  e
   1257.60,6.07648e+08,,    79516.28, 1.442e-01, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,34893.21, 33,  X,  5, 12,  e
   1271.70,1.08385e+06,,    78634.61, 2.629e-04, 114409.49, 33,  C,  5,  -,  0,  8,  f,  1,  u,35774.88, 33,  X,  5, 13,  e
    891.27,3.06244e+07,,   112199.90, 3.649e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,2414.90, 13,  X,  6,  0,  e
    924.55,7.16968e+07,,   108160.41, 9.193e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,6454.39, 13,  X,  6,  1,  e
    958.28,2.90020e+07,,   104353.67, 3.995e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,10261.13, 13,  X,  6,  2,  e
    992.30,5.45364e+06,,   100775.69, 8.055e-04, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,13839.11, 13,  X,  6,  3,  e
   1026.44,5.20136e+07,,    97424.41, 8.220e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,17190.39, 13,  X,  6,  4,  e
   1060.45,1.34065e+07,,    94299.97, 2.261e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,20314.83, 13,  X,  6,  5,  e
   1094.03,1.94772e+07,,    91405.04, 3.497e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,23209.76, 13,  X,  6,  6,  e
   1126.82,5.23591e+07,,    88745.29, 9.972e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,25869.51, 13,  X,  6,  7,  e
   1158.34,1.16812e+06,,    86330.10, 2.351e-04, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,28284.70, 13,  X,  6,  8,  e
   1188.02,4.68314e+07,,    84173.59, 9.915e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,30441.21, 13,  X,  6,  9,  e
   1215.13,5.25823e+07,,    82296.05, 1.165e-02, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,32318.75, 13,  X,  6, 10,  e
   1238.75,2.28641e+07,,    80726.30, 5.263e-03, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,33888.50, 13,  X,  6, 11,  e
   1257.77,6.07917e+08,,    79505.54, 1.443e-01, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,35109.26, 13,  X,  6, 12,  e
   1270.72,1.32812e+06,,    78695.83, 3.217e-04, 114614.80, 13,  C,  6,  -,  0,  8,  f,  1,  u,35918.97, 13,  X,  6, 13,  e
    895.56,3.06378e+07,,   111661.54, 3.686e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,3187.47, 45,  X,  7,  0,  e
    928.84,7.08501e+07,,   107661.48, 9.169e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,7187.53, 45,  X,  7,  1,  e
    962.53,2.79364e+07,,   103893.39, 3.882e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,10955.62, 45,  X,  7,  2,  e
    996.48,5.75642e+06,,   100353.57, 8.574e-04, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,14495.44, 45,  X,  7,  3,  e
   1030.50,5.13995e+07,,    97040.30, 8.187e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,17808.71, 45,  X,  7,  4,  e
   1064.35,1.28180e+07,,    93954.12, 2.178e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,20894.89, 45,  X,  7,  5,  e
   1097.72,1.94399e+07,,    91098.16, 3.514e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,23750.85, 45,  X,  7,  6,  e
   1130.22,5.15991e+07,,    88478.71, 9.887e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,26370.30, 45,  X,  7,  7,  e
   1161.36,1.33992e+06,,    86105.92, 2.711e-04, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,28743.09, 45,  X,  7,  8,  e
   1190.55,4.43749e+07,,    83994.94, 9.435e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,30854.07, 45,  X,  7,  9,  e
   1217.02,5.27076e+07,,    82167.60, 1.171e-02, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,32681.41, 45,  X,  7, 10,  e
   1239.85,3.97380e+07,,    80655.01, 9.163e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,34194.00, 45,  X,  7, 11,  e
   1257.82,5.93957e+08,,    79502.45, 1.410e-01, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,35346.56, 45,  X,  7, 12,  e
   1269.32,1.25341e+07,,    78782.19, 3.029e-03, 114849.01, 45,  C,  7,  -,  0,  8,  f,  1,  u,36066.82, 45,  X,  7, 13,  e
    900.43,3.06509e+07,,   111057.90, 3.728e-03, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,4051.94, 17,  X,  8,  0,  e
    933.69,6.98486e+07,,   107102.26, 9.134e-03, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,8007.58, 17,  X,  8,  1,  e
    967.33,2.67146e+07,,   103377.72, 3.750e-03, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,11732.12, 17,  X,  8,  2,  e
   1001.19,6.11962e+06,,    99880.95, 9.201e-04, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,15228.89, 17,  X,  8,  3,  e
   1035.08,5.06701e+07,,    96610.62, 8.143e-03, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,18499.22, 17,  X,  8,  4,  e
   1068.74,1.21419e+07,,    93567.72, 2.080e-03, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,21542.12, 17,  X,  8,  5,  e
   1101.86,1.94011e+07,,    90755.96, 3.533e-03, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,24353.88, 17,  X,  8,  6,  e
   1134.01,5.07046e+07,,    88182.31, 9.781e-03, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,26927.53, 17,  X,  8,  7,  e
   1164.72,1.54883e+06,,    85857.87, 3.152e-04, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,29251.97, 17,  X,  8,  8,  e
   1193.33,4.15188e+07,,    83799.08, 8.869e-03, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,31310.76, 17,  X,  8,  9,  e
   1219.07,5.19922e+07,,    82029.63, 1.159e-02, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,33080.21, 17,  X,  8, 10,  e
   1240.95,6.66635e+07,,    80583.60, 1.540e-02, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,34526.24, 17,  X,  8, 11,  e
   1257.67,5.55578e+08,,    79511.89, 1.318e-01, 115109.84, 17,  C,  8,  -,  0,  8,  f,  1,  u,35597.95, 17,  X,  8, 12,  e
    905.86,3.08145e+07,,   110392.84, 3.793e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,5001.96, 57,  X,  9,  0,  e
    939.09,6.82828e+07,,   106486.36, 9.033e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,8908.44, 57,  X,  9,  1,  e
    972.67,2.55918e+07,,   102810.08, 3.632e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,12584.72, 57,  X,  9,  2,  e
   1006.43,6.64645e+06,,    99361.06, 1.010e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,16033.74, 57,  X,  9,  3,  e
   1040.17,4.96604e+07,,    96138.42, 8.059e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,19256.38, 57,  X,  9,  4,  e
   1073.61,1.14081e+07,,    93143.69, 1.972e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,22251.11, 57,  X,  9,  5,  e
   1106.42,1.93657e+07,,    90381.23, 3.556e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,25013.57, 57,  X,  9,  6,  e
   1138.19,4.96635e+07,,    87858.85, 9.651e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,27535.95, 57,  X,  9,  7,  e
   1168.38,1.80086e+06,,    85588.76, 3.688e-04, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,29806.04, 57,  X,  9,  8,  e
   1196.33,3.82542e+07,,    83588.95, 8.212e-03, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,31805.85, 57,  X,  9,  9,  e
   1221.22,4.99044e+07,,    81885.43, 1.116e-02, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,33509.37, 57,  X,  9, 10,  e
   1241.99,1.08310e+08,,    80516.18, 2.506e-02, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,34878.62, 57,  X,  9, 11,  e
   1257.23,4.79522e+08,,    79540.21, 1.137e-01, 115394.80, 57,  C,  9,  -,  0,  8,  f,  1,  u,35854.59, 57,  X,  9, 12,  e
    911.82,3.06283e+07,,   109670.26, 3.820e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,6030.92, 21,  X, 10,  0,  e
    945.02,6.73854e+07,,   105817.44, 9.027e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,9883.74, 21,  X, 10,  1,  e
    978.53,2.37567e+07,,   102193.90, 3.412e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,13507.28, 21,  X, 10,  2,  e
   1012.18,7.02546e+06,,    98797.12, 1.080e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,16904.06, 21,  X, 10,  3,  e
   1045.73,4.88294e+07,,    95626.76, 8.010e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,20074.42, 21,  X, 10,  4,  e
   1078.92,1.05318e+07,,    92684.96, 1.839e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,23016.22, 21,  X, 10,  5,  e
   1111.40,1.92991e+07,,    89976.82, 3.576e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,25724.36, 21,  X, 10,  6,  e
   1142.71,4.84684e+07,,    87511.15, 9.493e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,28190.03, 21,  X, 10,  7,  e
   1172.31,2.10365e+06,,    85301.47, 4.337e-04, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,30399.71, 21,  X, 10,  8,  e
   1199.51,3.45856e+07,,    83367.67, 7.464e-03, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,32333.51, 21,  X, 10,  9,  e
   1223.41,4.57414e+07,,    81738.67, 1.027e-02, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,33962.51, 21,  X, 10, 10,  e
   1242.89,1.70546e+08,,    80457.63, 3.952e-02, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,35243.55, 21,  X, 10, 11,  e
   1256.34,3.52098e+08,,    79596.48, 8.336e-02, 115701.18, 21,  C, 10,  -,  0,  8,  f,  1,  u,36104.70, 21,  X, 10, 12,  e
    918.32,3.05983e+07,,   108894.07, 3.871e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,7132.06, 69,  X, 11,  0,  e
    951.48,6.58183e+07,,   105099.16, 8.938e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,10926.97, 69,  X, 11,  1,  e
    984.91,2.20641e+07,,   101532.59, 3.210e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,14493.54, 69,  X, 11,  2,  e
   1018.41,7.58863e+06,,    98192.36, 1.181e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,17833.77, 69,  X, 11,  3,  e
   1051.76,4.76528e+07,,    95078.71, 7.907e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,20947.42, 69,  X, 11,  4,  e
   1084.66,9.61210e+06,,    92194.46, 1.696e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,23831.67, 69,  X, 11,  5,  e
   1116.75,1.92214e+07,,    89545.60, 3.596e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,26480.53, 69,  X, 11,  6,  e
   1147.55,4.70982e+07,,    87142.09, 9.303e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,28884.04, 69,  X, 11,  7,  e
   1176.48,2.46572e+06,,    84999.02, 5.119e-04, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,31027.11, 69,  X, 11,  8,  e
   1202.81,3.05418e+07,,    83138.60, 6.628e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,32887.53, 69,  X, 11,  9,  e
   1225.59,3.86741e+07,,    81593.49, 8.714e-03, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,34432.64, 69,  X, 11, 10,  e
   1243.56,2.59100e+08,,    80414.06, 6.010e-02, 116026.13, 69,  C, 11,  -,  0,  8,  f,  1,  u,35612.07, 69,  X, 11, 11,  e
    925.34,3.05287e+07,,   108067.98, 3.921e-03, 116366.58, 25,  C, 12,  -,  0,  8,  f,  1,  u,8298.60, 25,  X, 12,  0,  e
    958.45,6.40136e+07,,   104334.97, 8.821e-03, 116366.58, 25,  C, 12,  -,  0,  8,  f,  1,  u,12031.61, 25,  X, 12,  1,  e
    991.77,2.02192e+07,,   100829.41, 2.983e-03, 116366.58, 25,  C, 12,  -,  0,  8,  f,  1,  u,15537.17, 25,  X, 12,  2,  e
   1025.12,8.21970e+06,,    97549.84, 1.296e-03, 116366.58, 25,  C, 12,  -,  0,  8,  f,  1,  u,18816.74, 25,  X, 12,  3,  e
