(0) Wavelength, (1) Transition probability, (2) Wavenumber Observed, (3) Wavenumber Calculated, (4) Oscillator strength, (5) Upper state energy, (6) statistical weight, (7) elec_state_label, (8) j, (9) elec_refl, (10) s, (11) v, (12) kronig_parity, (13) lambda_field, (14) elec_inv, (15) Lower state energy, (16) statistical weight, (17) elec_state_label, (18) j, (19) v, (20) kronig_parity
   1346.93,7.71376e+07,,    74243.10, 1.931e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,21869.43, 25,  X, 12,  4,  e
   1315.13,5.81908e+07,,    76038.11, 1.653e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,20074.42, 21,  X, 10,  4,  e
   1400.15,2.80823e+07,,    71420.93, 7.597e-03,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,24691.60, 25,  X, 12,  5,  e
   1368.06,6.04825e+07,,    73096.31, 1.860e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,23016.22, 21,  X, 10,  5,  e
   1452.72,2.35571e+07,,    68836.28, 6.861e-03,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,27276.25, 25,  X, 12,  6,  e
   1420.69,1.08006e+06,,    70388.17, 3.581e-04,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,25724.36, 21,  X, 10,  6,  e
   1503.75,8.12735e+07,,    66500.44, 2.536e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,29612.09, 25,  X, 12,  7,  e
   1472.27,7.74743e+07,,    67922.50, 2.759e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,28190.03, 21,  X, 10,  7,  e
   1552.06,7.94841e+03,,    64430.41, 2.642e-06,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,31682.12, 25,  X, 12,  8,  e
   1521.77,2.41665e+07,,    65712.82, 9.194e-03,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,30399.71, 21,  X, 10,  8,  e
   1596.14,1.55919e+08,,    62651.27, 5.482e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,33461.26, 25,  X, 12,  9,  e
   1567.91,6.07649e+07,,    63779.02, 2.454e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,32333.51, 21,  X, 10,  9,  e
   1633.97,1.28152e+08,,    61200.58, 4.722e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,34911.95, 25,  X, 12, 10,  e
   1609.01,1.83947e+08,,    62150.02, 7.824e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,33962.51, 21,  X, 10, 10,  e
   1662.80,5.06298e+04,,    60139.50, 1.932e-05,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,35973.03, 25,  X, 12, 11,  e
   1642.87,2.39053e+07,,    60868.98, 1.060e-02,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,35243.55, 21,  X, 10, 11,  e
   1666.45,4.92879e+06,,    60007.83, 2.249e-03,  96112.53, 23,  B, 11,  +,  0,  3,  e,  0,  u,36104.70, 21,  X, 10, 12,  e
   1150.34,3.97858e+07,,    86930.77, 7.312e-03,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,9523.79, 81,  X, 13,  0,  e
   1119.54,3.54612e+07,,    89322.50, 7.247e-03,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,7132.06, 69,  X, 11,  0,  e
   1201.01,1.01794e+08,,    83263.41, 2.039e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,13191.15, 81,  X, 13,  1,  e
   1169.21,1.11361e+08,,    85527.59, 2.482e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,10926.97, 69,  X, 11,  1,  e
   1252.78,4.97924e+07,,    79822.65, 1.085e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,16631.91, 81,  X, 13,  2,  e
   1220.09,8.78354e+07,,    81961.02, 2.132e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,14493.54, 69,  X, 11,  2,  e
   1305.35,4.00475e+06,,    76607.67, 9.478e-04,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,19846.89, 81,  X, 13,  3,  e
   1271.93,1.62852e+06,,    78620.79, 4.296e-04,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,17833.77, 69,  X, 11,  3,  e
   1358.32,7.54873e+07,,    73620.09, 1.934e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,22834.47, 81,  X, 13,  4,  e
   1324.38,5.47592e+07,,    75507.14, 1.566e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,20947.42, 69,  X, 11,  4,  e
   1411.14,2.78975e+07,,    70864.45, 7.716e-03,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,25590.11, 81,  X, 13,  5,  e
   1376.98,6.26866e+07,,    72622.89, 1.938e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,23831.67, 69,  X, 11,  5,  e
   1463.08,2.43015e+07,,    68348.92, 7.225e-03,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,28105.64, 81,  X, 13,  6,  e
   1429.10,6.98591e+05,,    69974.03, 2.326e-04,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,26480.53, 69,  X, 11,  6,  e
   1513.17,7.80160e+07,,    66086.40, 2.481e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,30368.16, 81,  X, 13,  7,  e
   1479.94,7.67918e+07,,    67570.52, 2.742e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,28884.04, 69,  X, 11,  7,  e
   1560.16,9.59652e+05,,    64096.18, 3.244e-04,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,32358.38, 81,  X, 13,  8,  e
   1528.41,2.17908e+07,,    65427.45, 8.300e-03,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,31027.11, 69,  X, 11,  8,  e
   1602.39,1.74361e+08,,    62406.97, 6.218e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,34047.59, 81,  X, 13,  9,  e
   1573.14,7.13539e+07,,    63567.03, 2.879e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,32887.53, 69,  X, 11,  9,  e
   1637.65,1.00411e+08,,    61063.04, 3.740e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,35391.52, 81,  X, 13, 10,  e
   1612.33,1.81667e+08,,    62021.92, 7.700e-02,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,34432.64, 69,  X, 11, 10,  e
   1643.59,1.16867e+07,,    60842.49, 5.147e-03,  96454.56, 75,  B, 12,  +,  0,  3,  e,  0,  u,35612.07, 69,  X, 11, 11,  e
   1162.60,3.80476e+07,,    86014.10, 7.182e-03,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,10801.01, 29,  X, 14,  0,  e
   1129.73,3.32981e+07,,    88516.51, 6.885e-03,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,8298.60, 25,  X, 12,  0,  e
   1213.36,1.00483e+08,,    82415.89, 2.066e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,14399.22, 29,  X, 14,  1,  e
   1179.47,1.09065e+08,,    84783.50, 2.458e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,12031.61, 25,  X, 12,  1,  e
   1265.13,5.18305e+07,,    79043.54, 1.159e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,17771.57, 29,  X, 14,  2,  e
   1230.35,9.17555e+07,,    81277.94, 2.250e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,15537.17, 25,  X, 12,  2,  e
   1317.58,3.17638e+06,,    75896.91, 7.701e-04,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,20918.20, 29,  X, 14,  3,  e
   1282.08,2.88108e+06,,    77998.37, 7.672e-04,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,18816.74, 25,  X, 12,  3,  e
   1370.27,7.38879e+07,,    72978.46, 1.937e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,23836.65, 29,  X, 14,  4,  e
   1334.30,5.12910e+07,,    74945.68, 1.479e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,21869.43, 25,  X, 12,  4,  e
   1422.60,2.74607e+07,,    70293.75, 7.761e-03,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,26521.36, 29,  X, 14,  5,  e
   1386.51,6.44486e+07,,    72123.51, 2.007e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,24691.60, 25,  X, 12,  5,  e
   1473.79,2.54895e+07,,    67852.34, 7.732e-03,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,28962.77, 29,  X, 14,  6,  e
   1438.04,4.63548e+05,,    69538.86, 1.553e-04,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,27276.25, 25,  X, 12,  6,  e
   1522.79,7.38959e+07,,    65669.00, 2.393e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,31146.11, 29,  X, 14,  7,  e
   1488.03,7.63134e+07,,    67203.02, 2.737e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,29612.09, 25,  X, 12,  7,  e
   1568.24,4.30712e+06,,    63765.87, 1.479e-03,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,33049.24, 29,  X, 14,  8,  e
   1535.32,1.84225e+07,,    65132.99, 7.035e-03,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,31682.12, 25,  X, 12,  8,  e
   1608.33,1.93051e+08,,    62176.39, 6.974e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,34638.72, 29,  X, 14,  9,  e
   1578.44,8.59024e+07,,    63353.85, 3.467e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,33461.26, 25,  X, 12,  9,  e
   1640.57,6.63381e+07,,    60954.57, 2.493e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,35860.54, 29,  X, 14, 10,  e
   1615.43,1.73741e+08,,    61903.16, 7.345e-02,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,34911.95, 25,  X, 12, 10,  e
   1643.60,2.54514e+06,,    60842.08, 1.114e-03,  96815.11, 27,  B, 13,  +,  0,  3,  e,  0,  u,35973.03, 25,  X, 12, 11,  e
   1175.52,3.63412e+07,,    85068.58, 7.047e-03,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,12123.82, 93,  X, 15,  0,  e
   1140.66,3.11305e+07,,    87668.61, 6.526e-03,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,9523.79, 81,  X, 13,  0,  e
   1226.35,9.91583e+07,,    81542.81, 2.093e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,15649.59, 93,  X, 15,  1,  e
   1190.46,1.06392e+08,,    84001.25, 2.429e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,13191.15, 81,  X, 13,  1,  e
   1278.08,5.38646e+07,,    78242.28, 1.235e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,18950.12, 93,  X, 15,  2,  e
   1241.30,9.52559e+07,,    80560.49, 2.365e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,16631.91, 81,  X, 13,  2,  e
   1330.36,2.47331e+06,,    75167.63, 6.142e-04,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,22024.77, 93,  X, 15,  3,  e
   1292.90,4.41341e+06,,    77345.51, 1.189e-03,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,19846.89, 81,  X, 13,  3,  e
   1382.70,7.23785e+07,,    72322.24, 1.942e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,24870.16, 93,  X, 15,  4,  e
   1344.85,4.79200e+07,,    74357.93, 1.396e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,22834.47, 81,  X, 13,  4,  e
   1434.45,2.66633e+07,,    69712.89, 7.699e-03,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,27479.51, 93,  X, 15,  5,  e
   1396.60,6.57185e+07,,    71602.29, 2.065e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,25590.11, 81,  X, 13,  5,  e
   1484.77,2.72645e+07,,    67350.70, 8.434e-03,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,29841.70, 93,  X, 15,  6,  e
   1447.46,3.46130e+05,,    69086.76, 1.168e-04,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,28105.64, 81,  X, 13,  6,  e
   1532.50,6.84990e+07,,    65252.76, 2.257e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,31939.64, 93,  X, 15,  7,  e
   1496.46,7.60758e+07,,    66824.24, 2.745e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,30368.16, 81,  X, 13,  7,  e
   1576.17,1.17399e+07,,    63444.76, 4.093e-03,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,33747.64, 93,  X, 15,  8,  e
   1542.40,1.40654e+07,,    64834.02, 5.391e-03,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,32358.38, 81,  X, 13,  8,  e
   1613.77,2.08460e+08,,    61966.54, 7.618e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,35225.86, 93,  X, 15,  9,  e
   1583.66,1.05458e+08,,    63144.81, 4.261e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,34047.59, 81,  X, 13,  9,  e
   1618.10,1.56741e+08,,    61800.88, 6.612e-02,  97192.40, 87,  B, 14,  +,  0,  3,  e,  0,  u,35391.52, 81,  X, 13, 10,  e
   1189.08,3.46841e+07,,    84098.72, 6.910e-03,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,13485.99, 33,  X, 16,  0,  e
   1152.29,2.90029e+07,,    86783.70, 6.175e-03,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,10801.01, 29,  X, 14,  0,  e
   1239.95,9.78078e+07,,    80648.45, 2.119e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,16936.26, 33,  X, 16,  1,  e
   1202.13,1.03425e+08,,    83185.49, 2.397e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,14399.22, 29,  X, 14,  1,  e
   1291.61,5.58031e+07,,    77423.00, 1.312e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,20161.71, 33,  X, 16,  2,  e
   1252.93,9.82726e+07,,    79813.14, 2.474e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,17771.57, 29,  X, 14,  2,  e
   1343.66,1.90966e+06,,    74423.84, 4.858e-04,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,23160.87, 33,  X, 16,  3,  e
   1304.35,6.13784e+06,,    76666.51, 1.674e-03,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,20918.20, 29,  X, 14,  3,  e
   1395.57,7.10121e+07,,    71655.42, 1.949e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,25929.29, 33,  X, 16,  4,  e
   1355.97,4.47800e+07,,    73748.06, 1.320e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,23836.65, 29,  X, 14,  4,  e
   1446.64,2.53944e+07,,    69125.89, 7.489e-03,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,28458.82, 33,  X, 16,  5,  e
   1407.20,6.64538e+07,,    71063.35, 2.110e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,26521.36, 29,  X, 14,  5,  e
   1495.92,2.97887e+07,,    66848.28, 9.393e-03,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,30736.43, 33,  X, 16,  6,  e
   1457.26,3.28915e+05,,    68621.94, 1.120e-04,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,28962.77, 29,  X, 14,  6,  e
   1542.20,6.12754e+07,,    64842.47, 2.054e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,32742.24, 33,  X, 16,  7,  e
   1505.15,7.60334e+07,,    66438.60, 2.762e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,31146.11, 29,  X, 14,  7,  e
   1583.81,2.58551e+07,,    63138.77, 9.139e-03,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,34445.94, 33,  X, 16,  8,  e
   1549.54,8.94717e+06,,    64535.47, 3.445e-03,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,33049.24, 29,  X, 14,  8,  e
   1618.48,2.13540e+08,,    61786.19, 7.882e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,35798.52, 33,  X, 16,  9,  e
   1588.66,1.30851e+08,,    62945.99, 5.295e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,34638.72, 29,  X, 14,  9,  e
   1620.11,1.26746e+08,,    61724.17, 5.334e-02,  97584.71, 31,  B, 15,  +,  0,  3,  e,  0,  u,35860.54, 29,  X, 14, 10,  e
   1203.24,3.30928e+07,,    83108.83, 6.776e-03,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,14881.55,105,  X, 17,  0,  e
   1164.60,2.69519e+07,,    85866.56, 5.837e-03,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,12123.82, 93,  X, 15,  0,  e
   1254.12,9.64296e+07,,    79736.96, 2.145e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,18253.42,105,  X, 17,  1,  e
   1214.46,1.00255e+08,,    82340.79, 2.361e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,15649.59, 93,  X, 15,  1,  e
   1305.66,5.75531e+07,,    76589.69, 1.388e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,21400.69,105,  X, 17,  2,  e
   1265.18,1.00757e+08,,    79040.26, 2.575e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,18950.12, 93,  X, 15,  2,  e
   1357.41,1.48850e+06,,    73669.47, 3.879e-04,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,24320.91,105,  X, 17,  3,  e
   1316.39,7.94338e+06,,    75965.61, 2.198e-03,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,22024.77, 93,  X, 15,  3,  e
   1408.81,6.98405e+07,,    70981.93, 1.960e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,27008.45,105,  X, 17,  4,  e
   1367.61,4.19972e+07,,    73120.22, 1.254e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,24870.16, 93,  X, 15,  4,  e
   1459.07,2.35447e+07,,    68536.84, 7.089e-03,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,29453.54,105,  X, 17,  5,  e
   1418.22,6.66146e+07,,    70510.87, 2.139e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,27479.51, 93,  X, 15,  5,  e
   1507.17,3.32268e+07,,    66349.50, 1.067e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,31640.88,105,  X, 17,  6,  e
   1467.38,4.26403e+05,,    68148.68, 1.466e-04,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,29841.70, 93,  X, 15,  6,  e
   1551.75,5.15849e+07,,    64443.30, 1.757e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,33547.08,105,  X, 17,  7,  e
   1513.99,7.60047e+07,,    66050.74, 2.782e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,31939.64, 93,  X, 15,  7,  e
   1590.97,5.02868e+07,,    62854.78, 1.800e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,35135.60,105,  X, 17,  8,  e
   1556.60,3.78128e+06,,    64242.74, 1.463e-03,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,33747.64, 93,  X, 15,  8,  e
   1593.26,1.61763e+08,,    62764.52, 6.557e-02,  97990.38, 99,  B, 16,  +,  0,  3,  e,  0,  u,35225.86, 93,  X, 15,  9,  e
   1217.98,3.15870e+07,,    82103.01, 6.649e-03,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,16304.81, 37,  X, 18,  0,  e
   1177.55,2.50115e+07,,    84921.83, 5.518e-03,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,13485.99, 33,  X, 16,  0,  e
   1268.84,9.50377e+07,,    78812.28, 2.171e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,19595.54, 37,  X, 18,  1,  e
   1227.42,9.69785e+07,,    81471.56, 2.324e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,16936.26, 33,  X, 16,  1,  e
   1320.20,5.90258e+07,,    75746.22, 1.460e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,22661.60, 37,  X, 18,  2,  e
   1278.02,1.02684e+08,,    78246.11, 2.668e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,20161.71, 33,  X, 16,  2,  e
   1371.59,1.20530e+06,,    72908.33, 3.217e-04,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,25499.49, 37,  X, 18,  3,  e
   1328.96,9.70258e+06,,    75246.95, 2.726e-03,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,23160.87, 33,  X, 16,  3,  e
   1422.36,6.89117e+07,,    70305.65, 1.978e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,28102.17, 37,  X, 18,  4,  e
   1379.72,3.96918e+07,,    72478.53, 1.202e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,25929.29, 33,  X, 16,  4,  e
   1471.67,2.10184e+07,,    67949.84, 6.459e-03,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,30457.98, 37,  X, 18,  5,  e
   1429.61,6.61530e+07,,    69949.00, 2.151e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,28458.82, 33,  X, 16,  5,  e
   1518.40,3.77026e+07,,    65858.99, 1.233e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,32548.83, 37,  X, 18,  6,  e
   1477.73,7.13689e+05,,    67671.39, 2.479e-04,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,30736.43, 33,  X, 16,  6,  e
   1561.01,3.88939e+07,,    64061.02, 1.345e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,34346.80, 37,  X, 18,  7,  e
   1522.87,7.55657e+07,,    65665.58, 2.788e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,32742.24, 33,  X, 16,  7,  e
   1597.41,8.90891e+07,,    62601.31, 3.226e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,35806.51, 37,  X, 18,  8,  e
   1563.43,2.68608e+05,,    63961.88, 1.045e-04,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,34445.94, 33,  X, 16,  8,  e
   1597.21,1.94506e+08,,    62609.30, 7.894e-02,  98407.82, 35,  B, 17,  +,  0,  3,  e,  0,  u,35798.52, 33,  X, 16,  9,  e
   1233.27,3.01873e+07,,    81085.23, 6.534e-03,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,17750.33,117,  X, 19,  0,  e
   1191.13,2.32062e+07,,    83954.01, 5.221e-03,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,14881.55,105,  X, 17,  0,  e
   1284.06,9.36575e+07,,    77878.25, 2.198e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,20957.31,117,  X, 19,  1,  e
   1240.97,9.36893e+07,,    80582.14, 2.288e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,18253.42,105,  X, 17,  1,  e
   1335.18,6.01322e+07,,    74896.33, 1.526e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,23939.23,117,  X, 19,  2,  e
   1291.41,1.04046e+08,,    77434.87, 2.752e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,21400.69,105,  X, 17,  2,  e
   1386.11,1.05416e+06,,    72144.20, 2.882e-04,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,26691.36,117,  X, 19,  3,  e
   1342.02,1.12788e+07,,    74514.65, 3.221e-03,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,24320.91,105,  X, 17,  3,  e
   1436.15,6.82494e+07,,    69630.51, 2.003e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,29205.05,117,  X, 19,  4,  e
   1392.23,3.79736e+07,,    71827.11, 1.167e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,27008.45,105,  X, 17,  4,  e
   1484.36,1.77547e+07,,    67369.19, 5.567e-03,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,31466.37,117,  X, 19,  5,  e
   1441.30,6.49940e+07,,    69382.02, 2.141e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,29453.54,105,  X, 17,  5,  e
   1529.48,4.31808e+07,,    65381.80, 1.437e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,33453.76,117,  X, 19,  6,  e
   1488.21,1.36429e+06,,    67194.68, 4.791e-04,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,31640.88,105,  X, 17,  6,  e
   1569.80,2.34021e+07,,    63702.38, 8.207e-03,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,35133.18,117,  X, 19,  7,  e
   1531.66,7.39065e+07,,    65288.48, 2.749e-02,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,33547.08,105,  X, 17,  7,  e
   1569.86,1.96706e+06,,    63699.96, 7.687e-04,  98835.56,111,  B, 18,  +,  0,  3,  e,  0,  u,35135.60,105,  X, 17,  8,  e
   1249.08,2.89128e+07,,    80059.20, 6.436e-03,  99272.19, 39,  B, 19,  +,  0,  3,  e,  0,  u,19212.99, 41,  X, 20,  0,  e
   1205.29,2.15550e+07,,    82967.38, 4.951e-03,  99272.19, 39,  B, 19,  +,  0,  3,  e,  0,  u,16304.81, 37,  X, 18,  0,  e
   1299.74,9.23276e+07,,    76938.49, 2.225e-02,  99272.19, 39,  B, 19,  +,  0,  3,  e,  0,  u,22333.70, 41,  X, 20,  1,  e
   1255.07,9.04820e+07,,    79676.65, 2.253e-02,  99272.19, 39,  B, 19,  +,  0,  3,  e,  0,  u,19595.54, 37,  X, 18,  1,  e
   1350.55,6.07900e+07,,    74043.64, 1.582e-02,  99272.19, 39,  B, 19,  +,  0,  3,  e,  0,  u,25228.55, 41,  X, 20,  2,  e
   1305.30,1.04860e+08,,    76610.59, 2.825e-02,  99272.19, 39,  B, 19,  +,  0,  3,  e,  0,  u,22661.60, 37,  X, 18,  2,  e
   1400.94,1.03761e+06,,    71380.78, 2.906e-04,  99272.19, 39,  B, 19,  +,  0,  3,  e,  0,  u,27891.41, 41,  X, 20,  3,  e
   1355.51,1.25345e+07,,    73772.70, 3.641e-03,  99272.19, 39,  B, 19,  +,  0,  3,  e,  0,  u,25499.49, 37,  X, 18,  3,  e
