# Data for C+ transitions (P and R) 
#  Number of transitions: 608 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 osc strength f 		 Gamma [1/s]
    23      1     24      2              1206.35          6.06000E-03          9.37000E+08
    18      1     19      3              1206.41          4.04000E-02          1.08000E+09
     6      1      5      5              1207.68          2.31000E-02          1.15000E+09
    12      1     13      4              1209.37          2.26000E-02          1.05000E+09
     7      1      6      5              1209.52          2.50000E-02          1.15000E+09
    18      1     17      4              1211.04          4.16000E-02          1.08000E+09
    24      1     23      3              1211.04          2.05000E-02          1.04000E+09
     2      1      3      5              1211.40          8.20000E-03          1.16000E+09
     8      1      7      5              1211.76          2.64000E-02          1.14000E+09
    19      1     20      3              1213.21          3.76000E-02          1.07000E+09
    24      1     25      2              1213.91          6.17000E-03          1.04000E+09
     3      1      4      5              1213.99          8.81000E-03          1.16000E+09
    13      1     14      4              1214.58          3.10000E-02          1.11000E+09
     9      1      8      5              1214.62          2.75000E-02          1.09000E+09
    19      1     18      4              1216.32          4.31000E-02          1.07000E+09
     4      1      5      5              1216.99          7.79000E-03          1.15000E+09
    10      1      9      5              1217.00          2.16000E-02          1.13000E+09
    25      1     24      3              1217.40          2.34000E-02          1.03000E+09
     5      1      6      5              1219.82          1.46000E-02          1.12000E+09
    20      1     21      3              1220.22          4.29000E-02          9.99000E+08
    11      1     10      5              1220.29          2.52000E-02          1.12000E+09
    14      1     15      4              1220.51          3.06000E-02          1.10000E+09
    25      1     26      2              1221.47          6.87000E-03          1.03000E+09
    20      1     19      4              1221.87          3.80000E-02          9.99000E+08
     6      1      7      5              1223.76          1.28000E-02          1.15000E+09
    12      1     11      5              1224.13          2.88000E-02          1.05000E+09
    15      1     16      4              1226.23          3.35000E-02          1.10000E+09
    21      1     22      3              1226.87          4.31000E-02          1.06000E+09
    21      1     20      4              1227.10          4.47000E-02          1.06000E+09
    13      1     12      5              1227.32          2.18000E-02          1.11000E+09
     7      1      8      5              1227.75          1.15000E-02          1.15000E+09
    14      1     13      5              1231.33          2.65000E-02          1.10000E+09
     8      1      9      5              1232.00          9.88000E-03          1.14000E+09
    16      1     17      4              1232.29          3.25000E-02          1.09000E+09
    22      1     21      4              1232.42          4.39000E-02          1.05000E+09
    22      1     23      3              1233.54          4.35000E-02          1.05000E+09
    15      1     14      5              1235.19          1.88000E-02          1.10000E+09
    23      1     22      4              1237.82          4.30000E-02          9.37000E+08
    17      1     18      4              1238.12          3.65000E-02          1.09000E+09
    16      1     15      5              1239.48          2.43000E-02          1.09000E+09
    23      1     24      3              1240.26          4.13000E-02          9.37000E+08
    10      1     11      5              1240.87          1.44000E-02          1.13000E+09
    24      1     23      4              1242.79          4.82000E-02          1.04000E+09
    17      1     16      5              1243.61          1.83000E-02          1.09000E+09
    18      1     19      4              1244.14          3.32000E-02          1.08000E+09
    11      1     12      5              1245.75          1.14000E-02          1.12000E+09
    24      1     25      3              1246.51          5.11000E-02          1.04000E+09
    25      1     24      4              1247.67          4.84000E-02          1.03000E+09
    18      1     17      5              1248.00          2.35000E-02          1.08000E+09
    19      1     20      4              1249.91          3.80000E-02          1.07000E+09
     2      1      1      6              1250.23          6.81000E-03          1.16000E+09
     4      1      3      6              1250.45          6.69000E-03          1.15000E+09
    12      1     13      5              1251.06          1.98000E-03          1.05000E+09
     6      1      5      6              1251.96          2.45000E-03          1.15000E+09
    19      1     18      5              1252.20          1.96000E-02          1.07000E+09
    25      1     26      3              1252.62          5.44000E-02          1.03000E+09
     8      1      7      6              1255.19          4.03000E-03          1.14000E+09
    13      1     14      5              1255.52          1.41000E-02          1.11000E+09
    20      1     21      4              1255.81          2.20000E-02          9.99000E+08
    20      1     19      5              1256.59          2.33000E-02          9.99000E+08
     9      1      8      6              1257.57          6.10000E-03          1.09000E+09
    10      1      9      6              1259.34          2.43000E-03          1.13000E+09
    21      1     20      5              1260.53          1.98000E-02          1.06000E+09
    14      1     15      5              1260.66          1.00000E-02          1.10000E+09
    21      1     22      4              1261.20          3.75000E-02          1.06000E+09
    22      1     21      5              1264.43          1.82000E-02          1.05000E+09
     5      1      6      6              1264.47          5.66000E-03          1.12000E+09
    12      1     11      6              1265.15          3.30000E-03          1.05000E+09
    15      1     16      5              1265.48          1.48000E-02          1.10000E+09
    22      1     23      4              1266.50          3.98000E-02          1.05000E+09
     6      1      7      6              1268.08          3.60000E-03          1.15000E+09
    23      1     22      5              1268.27          1.48000E-02          9.37000E+08
    16      1     17      5              1270.57          1.13000E-02          1.09000E+09
    14      1     13      6              1270.69          2.62000E-03          1.10000E+09
    24      1     23      5              1271.49          1.64000E-02          1.04000E+09
    23      1     24      4              1271.69          1.79000E-02          9.37000E+08
    17      1     18      5              1275.32          1.32000E-02          1.09000E+09
     8      1      9      6              1275.41          2.75000E-03          1.14000E+09
    24      1     25      4              1276.21          3.53000E-02          1.04000E+09
    16      1     15      6              1276.87          2.35000E-03          1.09000E+09
    18      1     19      5              1280.15          1.05000E-02          1.08000E+09
    18      1     17      6              1283.02          1.87000E-03          1.08000E+09
    10      1     11      6              1283.04          2.70000E-03          1.13000E+09
    19      1     20      5              1284.61          1.05000E-02          1.07000E+09
    20      1     21      5              1289.06          7.73000E-03          9.99000E+08
    12      1     13      6              1291.71          3.37000E-03          1.05000E+09
    21      1     22      5              1292.83          7.70000E-03          1.06000E+09
    22      1     21      6              1293.11          1.80000E-03          1.05000E+09
    22      1     23      5              1296.32          5.56000E-03          1.05000E+09
    14      1     15      6              1299.35          2.39000E-03          1.10000E+09
    12      1     13      8              1366.79          2.46000E-03          1.05000E+09
    12      2     13      3              1140.66          3.60000E-03          1.09000E+09
     8      2      7      4              1140.78          1.50000E-03          1.07000E+09
    22      2     23      1              1141.92          8.89000E-04          1.04000E+09
    22      2     21      2              1142.19          3.31000E-03          1.04000E+09
     4      2      5      4              1142.96          5.57000E-03          1.11000E+09
    17      2     16      3              1143.32          1.10000E-02          1.07000E+09
    18      2     19      2              1144.51          1.53000E-02          1.03000E+09
     5      2      6      4              1146.62          6.84000E-03          1.13000E+09
    13      2     14      3              1147.28          5.85000E-03          1.09000E+09
    18      2     17      3              1149.53          1.64000E-02          1.03000E+09
    23      2     22      2              1150.00          3.43000E-03          1.04000E+09
     6      2      7      4              1150.62          7.79000E-03          1.13000E+09
    19      2     20      2              1152.69          2.00000E-02          1.05000E+09
    14      2     15      3              1153.51          1.41000E-03          1.03000E+09
     7      2      8      4              1155.01          8.76000E-03          1.12000E+09
    19      2     18      3              1156.30          1.03000E-02          1.05000E+09
    24      2     23      2              1157.94          3.66000E-03          1.03000E+09
     8      2      9      4              1159.94          9.02000E-03          1.07000E+09
    15      2     16      3              1160.68          4.93000E-03          1.08000E+09
    20      2     21      2              1160.69          1.86000E-02          1.05000E+09
    20      2     19      3              1162.94          1.35000E-02          1.05000E+09
     9      2     10      4              1164.40          8.57000E-03          1.11000E+09
    25      2     24      2              1165.90          3.67000E-03          9.09000E+08
    16      2     17      3              1167.23          8.38000E-04          9.79000E+08
    21      2     22      2              1169.11          1.76000E-02          8.88000E+08
    10      2     11      4              1169.83          1.09000E-02          1.11000E+09
     2      2      1      5              1174.31          5.63000E-02          1.13000E+09
     1      2      0      5              1174.58          1.25000E-01          1.14000E+09
     3      2      2      5              1174.60          2.95000E-02          1.11000E+09
    17      2     18      3              1174.73          4.54000E-03          1.07000E+09
     4      2      3      5              1174.87          4.99000E-02          1.11000E+09
    11      2     12      4              1175.59          1.30000E-02          1.07000E+09
     5      2      4      5              1176.09          4.27000E-02          1.13000E+09
    22      2     21      3              1176.73          1.16000E-02          1.04000E+09
    22      2     23      2              1177.07          2.02000E-02          1.04000E+09
     6      2      5      5              1177.69          3.73000E-02          1.13000E+09
     1      2      2      5              1178.30          1.48000E-02          1.14000E+09
     7      2      6      5              1179.75          3.17000E-02          1.12000E+09
     2      2      3      5              1180.46          2.28000E-02          1.13000E+09
    12      2     13      4              1180.90          9.92000E-03          1.09000E+09
    18      2     19      3              1181.73          2.43000E-03          1.03000E+09
     8      2      7      5              1182.41          1.69000E-02          1.07000E+09
     3      2      4      5              1183.15          3.00000E-02          1.11000E+09
    23      2     22      3              1183.66          1.29000E-02          1.04000E+09
     9      2      8      5              1184.64          3.83000E-02          1.11000E+09
    23      2     24      2              1185.23          1.92000E-02          1.04000E+09
     4      2      5      5              1185.75          1.45000E-02          1.11000E+09
    18      2     17      4              1186.18          9.24000E-04          1.03000E+09
    13      2     14      4              1187.02          1.37000E-02          1.09000E+09
    10      2      9      5              1187.95          3.25000E-02          1.11000E+09
    19      2     20      3              1189.19          4.23000E-03          1.05000E+09
     5      2      6      5              1189.22          2.42000E-02          1.13000E+09
    24      2     23      3              1190.65          1.36000E-02          1.03000E+09
    11      2     10      5              1191.66          2.08000E-02          1.07000E+09
    14      2     15      4              1192.66          5.96000E-03          1.03000E+09
     6      2      7      5              1192.98          2.88000E-02          1.13000E+09
    24      2     25      2              1193.41          1.77000E-02          1.03000E+09
    12      2     11      5              1194.97          3.73000E-02          1.09000E+09
    20      2     21      3              1196.38          3.32000E-03          1.05000E+09
     7      2      8      5              1197.08          3.27000E-02          1.12000E+09
    25      2     24      3              1197.53          1.34000E-02          9.09000E+08
    20      2     19      4              1197.96          1.07000E-03          1.05000E+09
    13      2     12      5              1199.19          3.11000E-02          1.09000E+09
    15      2     16      4              1199.21          1.45000E-02          1.08000E+09
    25      2     26      2              1201.47          8.73000E-03          9.09000E+08
     8      2      9      5              1201.68          3.63000E-02          1.07000E+09
    14      2     13      5              1202.99          3.85000E-02          1.03000E+09
    21      2     22      3              1203.92          2.98000E-03          8.88000E+08
    16      2     17      4              1205.03          4.10000E-03          9.79000E+08
     9      2     10      5              1205.70          2.57000E-02          1.11000E+09
    15      2     14      5              1207.79          3.48000E-02          1.08000E+09
    22      2     21      4              1209.79          1.44000E-03          1.04000E+09
    10      2     11      5              1210.68          3.32000E-02          1.11000E+09
    22      2     23      3              1210.88          2.77000E-03          1.04000E+09
    17      2     18      4              1211.78          1.66000E-02          1.07000E+09
    16      2     15      5              1211.91          3.55000E-02          9.79000E+08
    11      2     12      5              1215.93          3.63000E-02          1.07000E+09
    17      2     16      5              1217.04          3.72000E-02          1.07000E+09
     2      2      1      6              1217.31          6.11000E-02          1.13000E+09
     3      2      2      6              1217.45          4.37000E-02          1.11000E+09
     4      2      3      6              1217.49          3.99000E-02          1.11000E+09
     1      2      0      6              1217.69          1.20000E-01          1.14000E+09
    18      2     19      4              1217.91          1.07000E-02          1.03000E+09
     5      2      4      6              1218.46          4.37000E-02          1.13000E+09
     6      2      5      6              1219.76          4.34000E-02          1.13000E+09
    12      2     13      5              1220.62          3.08000E-02          1.09000E+09
    24      2     23      4              1221.32          4.51000E-03          1.03000E+09
     7      2      6      6              1221.46          4.29000E-02          1.12000E+09
    18      2     17      5              1221.61          4.00000E-02          1.03000E+09
     2      2      3      6              1223.50          1.44000E-02          1.13000E+09
     8      2      7      6              1223.74          3.74000E-02          1.07000E+09
    19      2     20      4              1224.43          2.09000E-02          1.05000E+09
    24      2     25      3              1224.91          1.59000E-03          1.03000E+09
     9      2      8      6              1225.46          3.75000E-02          1.11000E+09
     3      2      4      6              1226.04          1.30000E-02          1.11000E+09
    13      2     14      5              1226.09          3.68000E-02          1.09000E+09
    19      2     18      5              1226.63          3.95000E-02          1.05000E+09
    25      2     24      4              1226.81          8.57000E-03          9.09000E+08
    10      2      9      6              1228.25          4.16000E-02          1.11000E+09
     4      2      5      6              1228.41          1.79000E-02          1.11000E+09
    20      2     21      4              1230.56          1.97000E-02          1.05000E+09
    14      2     15      5              1230.97          2.64000E-02          1.03000E+09
    20      2     19      5              1231.31          4.34000E-02          1.05000E+09
    11      2     10      6              1231.40          4.15000E-02          1.07000E+09
     5      2      6      6              1231.62          1.95000E-02          1.13000E+09
    12      2     11      6              1234.04          3.58000E-02          1.09000E+09
     6      2      7      6              1235.06          1.93000E-02          1.13000E+09
    21      2     20      5              1236.32          2.71000E-02          8.88000E+08
    15      2     16      5              1236.73          3.90000E-02          1.08000E+09
    21      2     22      4              1236.97          2.53000E-02          8.88000E+08
    13      2     12      6              1237.55          4.16000E-02          1.09000E+09
     7      2      8      6              1238.78          1.80000E-02          1.12000E+09
    14      2     13      6              1240.53          2.24000E-02          1.03000E+09
    22      2     21      5              1240.63          4.85000E-02          1.04000E+09
    16      2     17      5              1241.61          2.79000E-02          9.79000E+08
    22      2     23      4              1242.62          2.87000E-02          1.04000E+09
     8      2      9      6              1242.94          1.05000E-02          1.07000E+09
    15      2     14      6              1244.48          3.94000E-02          1.08000E+09
    23      2     22      5              1244.95          5.16000E-02          1.04000E+09
     9      2     10      6              1246.39          2.34000E-02          1.11000E+09
    17      2     18      5              1247.39          4.26000E-02          1.07000E+09
    16      2     15      6              1247.63          1.48000E-02          9.79000E+08
    23      2     24      4              1248.24          3.19000E-02          1.04000E+09
    24      2     23      5              1249.03          5.34000E-02          1.03000E+09
    10      2     11      6              1250.79          2.04000E-02          1.11000E+09
    17      2     16      6              1251.74          3.82000E-02          1.07000E+09
    18      2     19      5              1252.40          4.35000E-02          1.03000E+09
    24      2     25      4              1253.58          3.62000E-02          1.03000E+09
    18      2     17      6              1255.15          2.53000E-02          1.03000E+09
    11      2     12      6              1255.39          1.26000E-02          1.07000E+09
    19      2     20      5              1257.71          4.53000E-02          1.05000E+09
    19      2     18      6              1258.91          3.79000E-02          1.05000E+09
    12      2     13      6              1259.29          2.53000E-02          1.09000E+09
     4      2      3      7              1259.62          4.13000E-03          1.11000E+09
     3      2      2      7              1259.85          1.94000E-02          1.11000E+09
     2      2      1      7              1259.88          1.86000E-02          1.13000E+09
     6      2      5      7              1261.21          9.35000E-03          1.13000E+09
    20      2     19      6              1262.20          3.27000E-02          1.05000E+09
    20      2     21      5              1262.48          5.07000E-02          1.05000E+09
     7      2      6      7              1262.48          1.06000E-02          1.12000E+09
    13      2     14      6              1263.93          1.99000E-02          1.09000E+09
     8      2      7      7              1264.26          1.34000E-02          1.07000E+09
    21      2     20      6              1265.67          3.02000E-02          8.88000E+08
    21      2     22      5              1267.38          2.17000E-02          8.88000E+08
    10      2      9      7              1267.52          8.02000E-03          1.11000E+09
    14      2     15      6              1267.83          2.79000E-02          1.03000E+09
    22      2     21      6              1268.23          3.21000E-02          1.04000E+09
    11      2     10      7              1269.95          9.50000E-03          1.07000E+09
     4      2      5      7              1270.46          8.93000E-03          1.11000E+09
    23      2     22      6              1270.58          2.84000E-02          1.04000E+09
    22      2     23      5              1271.31          5.09000E-02          1.04000E+09
    12      2     11      7              1271.76          5.78000E-03          1.09000E+09
    15      2     16      6              1272.57          2.17000E-02          1.08000E+09
     5      2      6      7              1273.33          6.96000E-03          1.13000E+09
    13      2     12      7              1274.39          7.01000E-03          1.09000E+09
