# Data for B'+ transitions (P and R) 
#  JU 	 VU 	 JL 	 VL 		 lambda [A] 		 Aul [1/s] 		 oscillator strength f 		 Gamma [1/s]
    10      1     11      9              1221.12          7.34979E+03          1.50100E-06          2.72436E+08
    10      1      9      9              1205.20          9.64789E+03          2.32300E-06          2.72436E+08
    10      1     11     10              1244.60          1.59482E+02          3.38300E-08          2.72436E+08
    10      1      9     10              1230.46          1.19859E+03          3.00900E-07          2.72436E+08
    10      1     11     11              1263.14          1.07918E+02          2.35800E-08          2.72436E+08
    10      1      9     11              1251.55          5.14568E+02          1.33600E-07          2.72436E+08
    10      1      9     12              1267.02          9.93065E+00          2.64300E-09          2.72436E+08
    11      1     12      0               935.19          9.92616E+06          1.19800E-03          2.61899E+08
    11      1     10      0               915.77          2.84988E+07          3.92600E-03          2.61899E+08
    11      1     12      1               969.02          1.68256E+07          2.18000E-03          2.61899E+08
    11      1     10      1               949.26          6.08553E+07          9.00900E-03          2.61899E+08
    11      1     12      2              1003.09          3.22920E+06          4.48400E-04          2.61899E+08
    11      1     10      2               983.07          3.08660E+07          4.90100E-03          2.61899E+08
    11      1     12      3              1037.21          4.33871E+06          6.44100E-04          2.61899E+08
    11      1     10      3              1017.04          9.92856E+03          1.68700E-06          2.61899E+08
    11      1     12      4              1071.13          1.97889E+07          3.13300E-03          2.61899E+08
    11      1     10      4              1050.92          1.96610E+07          3.56700E-03          2.61899E+08
    11      1     12      5              1104.52          1.67980E+07          2.82800E-03          2.61899E+08
    11      1     10      5              1084.45          2.99870E+07          5.79400E-03          2.61899E+08
    11      1     12      6              1136.97          4.83382E+06          8.62300E-04          2.61899E+08
    11      1     10      6              1117.26          1.38822E+07          2.84700E-03          2.61899E+08
    11      1     12      7              1167.99          2.68252E+05          5.05000E-05          2.61899E+08
    11      1     10      7              1148.91          2.06997E+06          4.48900E-04          2.61899E+08
    11      1     12      8              1196.93          1.34671E+04          2.66300E-06          2.61899E+08
    11      1     10      8              1178.84          2.43130E+04          5.55100E-06          2.61899E+08
    11      1     12      9              1222.98          8.18792E+03          1.69000E-06          2.61899E+08
    11      1     10      9              1206.34          1.22705E+04          2.93400E-06          2.61899E+08
    11      1     12     10              1245.07          6.04571E+01          1.29300E-08          2.61899E+08
    11      1     10     10              1230.52          1.13664E+03          2.82700E-07          2.61899E+08
    11      1     12     11              1261.73          3.21904E+01          7.07200E-09          2.61899E+08
    11      1     10     11              1250.23          3.20392E+02          8.22700E-08          2.61899E+08
    11      1     10     12              1263.83          4.73462E-02          1.24200E-11          2.61899E+08
    12      1     13      0               941.79          9.35043E+06          1.15200E-03          2.50309E+08
    12      1     11      0               921.04          2.70436E+07          3.74000E-03          2.50309E+08
    12      1     13      1               975.48          1.61931E+07          2.14000E-03          2.50309E+08
    12      1     11      1               954.40          5.91461E+07          8.78400E-03          2.50309E+08
    12      1     13      2              1009.36          3.34266E+06          4.73000E-04          2.50309E+08
    12      1     11      2               988.03          3.11987E+07          4.96600E-03          2.50309E+08
    12      1     13      3              1043.21          3.70462E+06          5.60000E-04          2.50309E+08
    12      1     11      3              1021.75          6.37117E+04          1.08400E-05          2.50309E+08
    12      1     13      4              1076.77          1.79498E+07          2.89000E-03          2.50309E+08
    12      1     11      4              1055.32          1.83068E+07          3.32400E-03          2.50309E+08
    12      1     13      5              1109.69          1.52017E+07          2.60000E-03          2.50309E+08
    12      1     11      5              1088.45          2.90561E+07          5.61300E-03          2.50309E+08
    12      1     13      6              1141.56          4.11953E+06          7.45600E-04          2.50309E+08
    12      1     11      6              1120.77          1.34886E+07          2.76200E-03          2.50309E+08
    12      1     13      7              1171.83          1.65085E+05          3.14800E-05          2.50309E+08
    12      1     11      7              1151.79          1.91269E+06          4.13700E-04          2.50309E+08
    12      1     13      8              1199.81          2.57567E+04          5.15000E-06          2.50309E+08
    12      1     11      8              1180.94          1.27413E+04          2.89700E-06          2.50309E+08
    12      1     13      9              1224.63          8.84684E+03          1.84300E-06          2.50309E+08
    12      1     11      9              1207.47          1.68245E+04          3.99900E-06          2.50309E+08
    12      1     13     10              1245.12          1.47605E+01          3.17800E-09          2.50309E+08
    12      1     11     10              1230.43          9.95679E+02          2.45800E-07          2.50309E+08
    12      1     11     11              1248.55          4.30332E+02          1.09400E-07          2.50309E+08
    13      1     14      0               948.74          8.79665E+06          1.10600E-03         -1.00000E+00
    13      1     12      0               926.73          2.53704E+07          3.53000E-03         -1.00000E+00
    13      1     14      1               982.27          1.55924E+07          2.10100E-03         -1.00000E+00
    13      1     12      1               959.94          5.70823E+07          8.52100E-03         -1.00000E+00
    13      1     14      2              1015.92          3.51856E+06          5.07200E-04         -1.00000E+00
    13      1     12      2               993.37          3.14485E+07          5.02700E-03         -1.00000E+00
    13      1     14      3              1049.47          3.05061E+06          4.69200E-04         -1.00000E+00
    13      1     12      3              1026.82          1.81294E+05          3.09700E-05         -1.00000E+00
    13      1     14      4              1082.63          1.61212E+07          2.63900E-03         -1.00000E+00
    13      1     12      4              1060.05          1.67265E+07          3.04500E-03         -1.00000E+00
    13      1     14      5              1115.04          1.36119E+07          2.36300E-03         -1.00000E+00
    13      1     12      5              1092.74          2.78565E+07          5.38900E-03         -1.00000E+00
    13      1     14      6              1146.24          3.42169E+06          6.27800E-04         -1.00000E+00
    13      1     12      6              1124.50          1.29638E+07          2.65600E-03         -1.00000E+00
    13      1     14      7              1175.66          8.44537E+04          1.63000E-05         -1.00000E+00
    13      1     12      7              1154.84          1.72261E+06          3.72200E-04         -1.00000E+00
    13      1     14      8              1202.57          4.36494E+04          8.81600E-06         -1.00000E+00
    13      1     12      8              1183.12          3.50694E+03          7.95200E-07         -1.00000E+00
    13      1     14      9              1226.00          9.65114E+03          2.02600E-06         -1.00000E+00
    13      1     12      9              1208.56          2.24112E+04          5.30300E-06         -1.00000E+00
    13      1     14     10              1244.65          1.25036E+01          2.70500E-09         -1.00000E+00
    13      1     12     10              1230.13          7.77484E+02          1.90600E-07         -1.00000E+00
    13      1     12     11              1246.39          2.74889E+02          6.91800E-08         -1.00000E+00
    14      1     15      0               956.03          8.23908E+06          1.05700E-03         -1.00000E+00
    14      1     13      0               932.84          2.35523E+07          3.30200E-03         -1.00000E+00
    14      1     15      1               989.37          1.49899E+07          2.05900E-03         -1.00000E+00
    14      1     13      1               965.88          5.45168E+07          8.19400E-03         -1.00000E+00
    14      1     15      2              1022.77          3.75435E+06          5.51100E-04         -1.00000E+00
    14      1     13      2               999.08          3.16686E+07          5.09300E-03         -1.00000E+00
    14      1     15      3              1055.98          2.41309E+06          3.77600E-04         -1.00000E+00
    14      1     13      3              1032.24          3.83885E+05          6.59000E-05         -1.00000E+00
    14      1     15      4              1088.69          1.42745E+07          2.37400E-03         -1.00000E+00
    14      1     13      4              1065.09          1.49814E+07          2.73800E-03         -1.00000E+00
    14      1     15      5              1120.52          1.20152E+07          2.11700E-03         -1.00000E+00
    14      1     13      5              1097.29          2.63198E+07          5.10600E-03         -1.00000E+00
    14      1     15      6              1150.99          2.75918E+06          5.12900E-04         -1.00000E+00
    14      1     13      6              1128.44          1.23066E+07          2.52500E-03         -1.00000E+00
    14      1     15      7              1179.47          2.58881E+04          5.05400E-06         -1.00000E+00
    14      1     13      7              1158.01          1.50848E+06          3.25900E-04         -1.00000E+00
    14      1     15      8              1205.17          6.84207E+04          1.39400E-05         -1.00000E+00
    14      1     13      8              1185.32          5.64654E+01          1.27800E-08         -1.00000E+00
    14      1     15      9              1227.03          9.73030E+03          2.05600E-06         -1.00000E+00
    14      1     13      9              1209.54          2.89495E+04          6.82400E-06         -1.00000E+00
    14      1     13     10              1229.53          6.45944E+02          1.57300E-07         -1.00000E+00
    15      1     16      0               963.65          7.65130E+06          1.00100E-03         -1.00000E+00
    15      1     14      0               939.34          2.15440E+07          3.04800E-03         -1.00000E+00
    15      1     16      1               996.79          1.43780E+07          2.01300E-03         -1.00000E+00
    15      1     14      1               972.20          5.15769E+07          7.81700E-03         -1.00000E+00
    15      1     16      2              1029.90          4.02301E+06          6.01300E-04         -1.00000E+00
    15      1     14      2              1005.16          3.17231E+07          5.13900E-03         -1.00000E+00
    15      1     16      3              1062.73          1.80082E+06          2.86600E-04         -1.00000E+00
    15      1     14      3              1037.99          6.96943E+05          1.20400E-04         -1.00000E+00
    15      1     16      4              1094.94          1.24147E+07          2.09700E-03         -1.00000E+00
    15      1     14      4              1070.41          1.30494E+07          2.39700E-03         -1.00000E+00
    15      1     16      5              1126.13          1.04162E+07          1.86100E-03         -1.00000E+00
    15      1     14      5              1102.08          2.45159E+07          4.77500E-03         -1.00000E+00
    15      1     16      6              1155.77          2.11463E+06          3.98000E-04         -1.00000E+00
    15      1     14      6              1132.56          1.14917E+07          2.36400E-03         -1.00000E+00
    15      1     16      7              1183.20          2.89768E+02          5.71600E-08         -1.00000E+00
    15      1     14      7              1161.27          1.26651E+06          2.73900E-04         -1.00000E+00
    15      1     16      8              1207.55          1.03467E+05          2.12600E-05         -1.00000E+00
    15      1     14      8              1187.52          7.12095E+03          1.61000E-06         -1.00000E+00
    15      1     16      9              1227.60          9.54529E+03          2.02700E-06         -1.00000E+00
    15      1     14      9              1210.36          3.86317E+04          9.07500E-06         -1.00000E+00
    15      1     14     10              1228.53          4.58500E+02          1.11000E-07         -1.00000E+00
    16      1     17      0               971.60          7.05417E+06          9.41800E-04         -1.00000E+00
    16      1     15      0               946.24          1.93389E+07          2.76500E-03         -1.00000E+00
    16      1     17      1              1004.50          1.36467E+07          1.94700E-03         -1.00000E+00
    16      1     15      1               978.90          4.82422E+07          7.38200E-03         -1.00000E+00
    16      1     17      2              1037.30          4.33661E+06          6.59900E-04         -1.00000E+00
    16      1     15      2              1011.58          3.15563E+07          5.15600E-03         -1.00000E+00
    16      1     17      3              1069.70          1.23109E+06          1.99200E-04         -1.00000E+00
    16      1     15      3              1044.06          1.13890E+06          1.98200E-04         -1.00000E+00
    16      1     17      4              1101.36          1.05893E+07          1.81700E-03         -1.00000E+00
    16      1     15      4              1076.02          1.09525E+07          2.02500E-03         -1.00000E+00
    16      1     17      5              1131.84          8.77902E+06          1.59100E-03         -1.00000E+00
    16      1     15      5              1107.11          2.23921E+07          4.38200E-03         -1.00000E+00
    16      1     17      6              1160.58          1.49440E+06          2.84700E-04         -1.00000E+00
    16      1     15      6              1136.84          1.05393E+07          2.17500E-03         -1.00000E+00
    16      1     17      7              1186.83          1.98567E+04          3.95600E-06         -1.00000E+00
    16      1     15      7              1164.61          9.97260E+05          2.16000E-04         -1.00000E+00
    16      1     17      8              1209.64          1.57626E+05          3.26200E-05         -1.00000E+00
    16      1     15      8              1189.66          3.26467E+04          7.37800E-06         -1.00000E+00
    16      1     15      9              1210.96          5.05805E+04          1.18400E-05         -1.00000E+00
    17      1     18      0               979.88          6.31714E+06          8.60600E-04         -1.00000E+00
    17      1     16      0               953.54          1.70653E+07          2.46900E-03         -1.00000E+00
    17      1     18      1              1012.52          1.29759E+07          1.88800E-03         -1.00000E+00
    17      1     16      1               985.98          4.42010E+07          6.83600E-03         -1.00000E+00
    17      1     18      2              1044.96          4.60641E+06          7.13700E-04         -1.00000E+00
    17      1     16      2              1018.36          3.11416E+07          5.13800E-03         -1.00000E+00
    17      1     18      3              1076.90          7.51013E+05          1.23600E-04         -1.00000E+00
    17      1     16      3              1050.44          1.75428E+06          3.08000E-04         -1.00000E+00
    17      1     18      4              1107.95          8.62434E+06          1.50200E-03         -1.00000E+00
    17      1     16      4              1081.91          8.80165E+06          1.63900E-03         -1.00000E+00
    17      1     18      5              1137.65          7.18853E+06          1.32000E-03         -1.00000E+00
    17      1     16      5              1112.35          1.99429E+07          3.92600E-03         -1.00000E+00
    17      1     18      6              1165.37          9.36524E+05          1.80500E-04         -1.00000E+00
    17      1     16      6              1141.26          9.35416E+06          1.93800E-03         -1.00000E+00
    17      1     18      7              1190.31          1.21447E+05          2.44200E-05         -1.00000E+00
    17      1     16      7              1168.00          7.22495E+05          1.56800E-04         -1.00000E+00
    17      1     18      8              1211.36          2.28499E+05          4.75800E-05         -1.00000E+00
    17      1     16      8              1191.72          8.76386E+04          1.98000E-05         -1.00000E+00
    17      1     16      9              1211.24          7.83937E+04          1.83000E-05         -1.00000E+00
     0      2      1      0               877.53          6.31192E+07          2.43000E-03          2.66500E+08
     0      2      1      1               910.74          4.87749E+07          2.02300E-03          2.66500E+08
     0      2      1      2               944.45          6.78999E+05          3.02800E-05          2.66500E+08
     0      2      1      3               978.55          4.66396E+07          2.23300E-03          2.66500E+08
     0      2      1      4              1012.87          2.36242E+07          1.21200E-03          2.66500E+08
     0      2      1      5              1047.19          3.66457E+06          2.00900E-04          2.66500E+08
     0      2      1      6              1081.25          4.01003E+07          2.34400E-03          2.66500E+08
     0      2      1      7              1114.72          3.27059E+07          2.03200E-03          2.66500E+08
     0      2      1      8              1147.16          7.00965E+06          4.61200E-04          2.66500E+08
     0      2      1      9              1178.06          1.18654E+05          8.23400E-06          2.66500E+08
     0      2      1     10              1206.76          5.77261E+04          4.20300E-06          2.66500E+08
     0      2      1     11              1232.48          5.81980E+03          4.42000E-07          2.66500E+08
     0      2      1     12              1254.21          6.12696E+01          4.81900E-09          2.66500E+08
     0      2      1     13              1270.76          2.06557E-01          1.66800E-11          2.66500E+08
     0      2      1     14              1280.66          2.21790E+00          1.81900E-10          2.66500E+08
     1      2      2      0               879.01          3.93250E+07          2.73500E-03          2.65726E+08
     1      2      0      0               876.28          2.36134E+07          8.15900E-03          2.65726E+08
     1      2      2      1               912.24          3.03655E+07          2.27400E-03          2.65726E+08
     1      2      0      1               909.45          1.84389E+07          6.86300E-03          2.65726E+08
     1      2      2      2               945.97          3.78630E+05          3.04900E-05          2.65726E+08
     1      2      0      2               943.12          2.73475E+05          1.09500E-04          2.65726E+08
     1      2      2      3               980.07          2.79185E+07          2.41400E-03          2.65726E+08
     1      2      0      3               977.17          1.85738E+07          7.98100E-03          2.65726E+08
     1      2      2      4              1014.38          1.32364E+07          1.22600E-03          2.65726E+08
     1      2      0      4              1011.45          1.05945E+07          4.87700E-03          2.65726E+08
     1      2      2      5              1048.68          3.06588E+06          3.03400E-04          2.65726E+08
     1      2      0      5              1045.74          6.68395E+05          3.28900E-04          2.65726E+08
     1      2      2      6              1082.71          2.67015E+07          2.81700E-03          2.65726E+08
     1      2      0      6              1079.77          1.30596E+07          6.85200E-03          2.65726E+08
     1      2      2      7              1116.11          2.07822E+07          2.33000E-03          2.65726E+08
     1      2      0      7              1113.21          1.16295E+07          6.48500E-03          2.65726E+08
     1      2      2      8              1148.48          4.25647E+06          5.05300E-04          2.65726E+08
     1      2      0      8              1145.64          2.66443E+06          1.57400E-03          2.65726E+08
     1      2      2      9              1179.27          5.95940E+04          7.45900E-06          2.65726E+08
     1      2      0      9              1176.55          5.36841E+04          3.34400E-05          2.65726E+08
     1      2      2     10              1207.83          4.16771E+04          5.47200E-06          2.65726E+08
     1      2      0     10              1205.29          1.77531E+04          1.16100E-05          2.65726E+08
     1      2      2     11              1233.35          3.61114E+03          4.94400E-07          2.65726E+08
     1      2      0     11              1231.05          1.96970E+03          1.34300E-06          2.65726E+08
     1      2      2     12              1254.83          6.55478E+02          9.28900E-08          2.65726E+08
     1      2      0     12              1252.88          4.51515E+02          3.18900E-07          2.65726E+08
     1      2      2     13              1271.05          3.77654E+01          5.49100E-09          2.65726E+08
     1      2      0     13              1269.57          1.17415E+02          8.51600E-08          2.65726E+08
     1      2      2     14              1280.49          2.85462E+01          4.21300E-09          2.65726E+08
     1      2      0     14              1279.67          3.64987E+01          2.69000E-08          2.65726E+08
     2      2      3      0               881.07          3.28547E+07          2.73300E-03          2.64117E+08
     2      2      1      0               876.53          2.97219E+07          5.70900E-03          2.64117E+08
     2      2      3      1               914.30          2.58459E+07          2.31500E-03          2.64117E+08
     2      2      1      1               909.66          2.30151E+07          4.76100E-03          2.64117E+08
     2      2      3      2               948.03          2.73884E+05          2.63700E-05          2.64117E+08
     2      2      1      2               943.30          3.25419E+05          7.23900E-05          2.64117E+08
     2      2      3      3               982.12          2.24072E+07          2.31600E-03          2.64117E+08
     2      2      1      3               977.32          2.37580E+07          5.67300E-03          2.64117E+08
     2      2      3      4              1016.40          9.76749E+06          1.08100E-03          2.64117E+08
     2      2      1      4              1011.55          1.44801E+07          3.70400E-03          2.64117E+08
     2      2      3      5              1050.66          3.28712E+06          3.88800E-04          2.64117E+08
     2      2      1      5              1045.78          5.46425E+05          1.49400E-04          2.64117E+08
     2      2      3      6              1084.61          2.36120E+07          2.97600E-03          2.64117E+08
     2      2      1      6              1079.74          1.54583E+07          4.50600E-03          2.64117E+08
     2      2      3      7              1117.92          1.77688E+07          2.37900E-03          2.64117E+08
     2      2      1      7              1113.11          1.40913E+07          4.36500E-03          2.64117E+08
     2      2      3      8              1150.15          3.43227E+06          4.86500E-04          2.64117E+08
     2      2      1      8              1145.46          3.29293E+06          1.08000E-03          2.64117E+08
     2      2      3      9              1180.76          2.82889E+04          4.22600E-06          2.64117E+08
     2      2      1      9              1176.27          8.09878E+04          2.80100E-05          2.64117E+08
     2      2      3     10              1209.08          3.56207E+04          5.57900E-06          2.64117E+08
     2      2      1     10              1204.89          2.48336E+04          9.01300E-06          2.64117E+08
     2      2      3     11              1234.30          2.66458E+03          4.34900E-07          2.64117E+08
     2      2      1     11              1230.52          3.53776E+03          1.33900E-06          2.64117E+08
     2      2      3     12              1255.38          3.04662E+02          5.14400E-08          2.64117E+08
     2      2      1     12              1252.18          1.16480E+03          4.56600E-07          2.64117E+08
     2      2      3     13              1271.08          6.51921E+01          1.12900E-08          2.64117E+08
     2      2      1     13              1268.68          1.91397E+02          7.70200E-08          2.64117E+08
     2      2      3     14              1279.81          2.48282E+01          4.35700E-09          2.64117E+08
     2      2      1     14              1278.55          8.40501E+01          3.43500E-08          2.64117E+08
     3      2      4      0               883.67          2.93302E+07          2.67200E-03          2.61684E+08
     3      2      2      0               877.36          3.26941E+07          5.28500E-03          2.61684E+08
     3      2      4      1               916.91          2.32178E+07          2.27700E-03          2.61684E+08
     3      2      2      1               910.46          2.57323E+07          4.47900E-03          2.61684E+08
     3      2      4      2               950.63          1.72833E+05          1.82200E-05          2.61684E+08
     3      2      2      2               944.05          3.54642E+05          6.63700E-05          2.61684E+08
     3      2      4      3               984.70          1.87657E+07          2.12300E-03          2.61684E+08
     3      2      2      3               978.01          2.69299E+07          5.40900E-03          2.61684E+08
     3      2      4      4              1018.93          7.66664E+06          9.28600E-04          2.61684E+08
     3      2      2      4              1012.18          1.71328E+07          3.68600E-03          2.61684E+08
     3      2      4      5              1053.11          3.59203E+06          4.64800E-04          2.61684E+08
     3      2      2      5              1046.33          3.64451E+05          8.37900E-05          2.61684E+08
     3      2      4      6              1086.96          2.20127E+07          3.03400E-03          2.61684E+08
     3      2      2      6              1080.20          1.60510E+07          3.93300E-03          2.61684E+08
     3      2      4      7              1120.12          1.57665E+07          2.30800E-03          2.61684E+08
     3      2      2      7              1113.44          1.52590E+07          3.97300E-03          2.61684E+08
     3      2      4      8              1152.15          2.85293E+06          4.41800E-04          2.61684E+08
     3      2      2      8              1145.65          3.62145E+06          9.98200E-04          2.61684E+08
     3      2      4      9              1182.50          1.40931E+04          2.29900E-06          2.61684E+08
     3      2      2      9              1176.29          8.19627E+04          2.38200E-05          2.61684E+08
     3      2      4     10              1210.50          3.84500E+04          6.57300E-06          2.61684E+08
     3      2      2     10              1204.70          2.66437E+04          8.12000E-06          2.61684E+08
     3      2      4     11              1235.29          2.20430E+03          3.92400E-07          2.61684E+08
     3      2      2     11              1230.09          3.42839E+03          1.08900E-06          2.61684E+08
     3      2      4     12              1255.83          5.76333E+01          1.06000E-08          2.61684E+08
     3      2      2     12              1251.46          3.93624E+01          1.29500E-08          2.61684E+08
     3      2      4     13              1270.82          3.05448E+00          5.75500E-10          2.61684E+08
     3      2      2     13              1267.59          3.52069E-02          1.18800E-11          2.61684E+08
     3      2      2     14              1276.98          8.05840E-01          2.76000E-10          2.61684E+08
     4      2      5      0               886.82          2.67758E+07          2.58400E-03          2.58437E+08
     4      2      3      0               878.75          3.45314E+07          5.14300E-03          2.58437E+08
     4      2      5      1               920.05          2.17504E+07          2.26000E-03          2.58437E+08
     4      2      3      1               911.81          2.73088E+07          4.37900E-03          2.58437E+08
     4      2      5      2               953.75          8.75891E+04          9.77800E-06          2.58437E+08
     4      2      3      2               945.35          3.55703E+05          6.13100E-05          2.58437E+08
     4      2      5      3               987.77          1.59451E+07          1.90900E-03          2.58437E+08
     4      2      3      3               979.25          2.91102E+07          5.38400E-03          2.58437E+08
     4      2      5      4              1021.93          6.06733E+06          7.77600E-04          2.58437E+08
     4      2      3      4              1013.33          1.94398E+07          3.85000E-03          2.58437E+08
     4      2      5      5              1056.01          3.83223E+06          5.24500E-04          2.58437E+08
     4      2      3      5              1047.37          2.07800E+05          4.39600E-05          2.58437E+08
     4      2      5      6              1089.71          2.06177E+07          3.00500E-03          2.58437E+08
     4      2      3      6              1081.11          1.61086E+07          3.63100E-03          2.58437E+08
     4      2      5      7              1122.67          1.42084E+07          2.19800E-03          2.58437E+08
     4      2      3      7              1114.20          1.57818E+07          3.77800E-03          2.58437E+08
     4      2      5      8              1154.45          2.36174E+06          3.86300E-04          2.58437E+08
     4      2      3      8              1146.21          3.78352E+06          9.58600E-04          2.58437E+08
     4      2      5      9              1184.47          2.71186E+03          4.66900E-07          2.58437E+08
     4      2      3      9              1176.60          8.44666E+04          2.25500E-05          2.58437E+08
     4      2      5     10              1212.04          3.71793E+04          6.70300E-06          2.58437E+08
     4      2      3     10              1204.73          3.16004E+04          8.84500E-06          2.58437E+08
     4      2      5     11              1236.28          1.97616E+03          3.70700E-07          2.58437E+08
     4      2      3     11              1229.76          4.06113E+03          1.18400E-06          2.58437E+08
     4      2      5     12              1256.12          1.36191E+02          2.63700E-08          2.58437E+08
     4      2      3     12              1250.69          7.61560E+02          2.29700E-07          2.58437E+08
     4      2      5     13              1270.19          2.84039E+01          5.62400E-09          2.58437E+08
     4      2      3     13              1266.27          9.10537E+01          2.81600E-08          2.58437E+08
     4      2      3     14              1274.94          3.84254E+01          1.20500E-08          2.58437E+08
     5      2      6      0               890.48          2.49894E+07          2.51500E-03          2.54384E+08
     5      2      4      0               880.71          3.53673E+07          5.02900E-03          2.54384E+08
     5      2      6      1               923.70          2.09499E+07          2.26900E-03          2.54384E+08
     5      2      4      1               913.72          2.83414E+07          4.33800E-03          2.54384E+08
     5      2      6      2               957.37          2.01804E+04          2.34800E-06          2.54384E+08
     5      2      4      2               947.20          3.59208E+05          5.90800E-05          2.54384E+08
     5      2      6      3               991.33          1.34951E+07          1.68300E-03          2.54384E+08
     5      2      4      3               981.01          3.07313E+07          5.42200E-03          2.54384E+08
     5      2      6      4              1025.39          4.87190E+06          6.50200E-04          2.54384E+08
     5      2      4      4              1014.99          2.14136E+07          4.04400E-03          2.54384E+08
     5      2      6      5              1059.33          3.98130E+06          5.67100E-04          2.54384E+08
     5      2      4      5              1048.90          8.58852E+04          1.73200E-05          2.54384E+08
     5      2      6      6              1092.84          1.93227E+07          2.92900E-03          2.54384E+08
     5      2      4      6              1082.47          1.57980E+07          3.39400E-03          2.54384E+08
     5      2      6      7              1125.56          1.27403E+07          2.04900E-03          2.54384E+08
     5      2      4      7              1115.35          1.60079E+07          3.65100E-03          2.54384E+08
     5      2      6      8              1157.01          1.92715E+06          3.27400E-04          2.54384E+08
     5      2      4      8              1147.11          3.82247E+06          9.22100E-04          2.54384E+08
     5      2      6      9              1186.62          5.89983E+01          1.05400E-08          2.54384E+08
     5      2      4      9              1177.19          7.66691E+04          1.94800E-05          2.54384E+08
     5      2      6     10              1213.66          4.08206E+04          7.63200E-06          2.54384E+08
     5      2      4     10              1204.94          3.55157E+04          9.45300E-06          2.54384E+08
     5      2      6     11              1237.23          1.43792E+03          2.79400E-07          2.54384E+08
     5      2      4     11              1229.50          4.37340E+03          1.21200E-06          2.54384E+08
     5      2      6     12              1256.20          1.79924E+01          3.60400E-09          2.54384E+08
     5      2      4     12              1249.85          5.01251E+02          1.43600E-07          2.54384E+08
     5      2      6     13              1269.11          1.91198E+01          3.90900E-09          2.54384E+08
     5      2      4     13              1264.69          1.56827E+01          4.59900E-09          2.54384E+08
     6      2      7      0               894.64          2.38059E+07          2.47700E-03          2.49596E+08
     6      2      5      0               883.20          3.54513E+07          4.90200E-03          2.49596E+08
     6      2      7      1               927.84          2.08188E+07          2.33000E-03          2.49596E+08
     6      2      5      1               916.17          2.86975E+07          4.27000E-03          2.49596E+08
     6      2      7      2               961.46          3.72081E+03          4.47100E-07          2.49596E+08
     6      2      5      2               949.57          3.58235E+05          5.72600E-05          2.49596E+08
     6      2      7      3               995.33          1.12803E+07          1.45300E-03          2.49596E+08
     6      2      5      3               983.29          3.19870E+07          5.48300E-03          2.49596E+08
     6      2      7      4              1029.27          3.93476E+06          5.41900E-04          2.49596E+08
     6      2      5      4              1017.14          2.32691E+07          4.26800E-03          2.49596E+08
     6      2      7      5              1063.04          4.02143E+06          5.90800E-04          2.49596E+08
     6      2      5      5              1050.89          1.53058E+04          2.99600E-06          2.49596E+08
     6      2      7      6              1096.33          1.79483E+07          2.80400E-03          2.49596E+08
     6      2      5      6              1084.26          1.52120E+07          3.17000E-03          2.49596E+08
     6      2      7      7              1128.74          1.13532E+07          1.88000E-03          2.49596E+08
     6      2      5      7              1116.89          1.59572E+07          3.52900E-03          2.49596E+08
     6      2      7      8              1159.80          1.52906E+06          2.67400E-04          2.49596E+08
     6      2      5      8              1148.33          3.79331E+06          8.86700E-04          2.49596E+08
     6      2      7      9              1188.91          5.64975E+03          1.03800E-06          2.49596E+08
     6      2      5      9              1178.03          6.32417E+04          1.55600E-05          2.49596E+08
     6      2      7     10              1215.32          4.27704E+04          8.21200E-06          2.49596E+08
     6      2      5     10              1205.30          4.12759E+04          1.06300E-05          2.49596E+08
     6      2      7     11              1238.08          1.11444E+03          2.22100E-07          2.49596E+08
     6      2      5     11              1229.27          4.58527E+03          1.22800E-06          2.49596E+08
     6      2      7     12              1256.00          2.61776E+01          5.36800E-09          2.49596E+08
     6      2      5     12              1248.89          5.68224E+02          1.57100E-07          2.49596E+08
     6      2      7     13              1267.46          1.04563E+01          2.18400E-09          2.49596E+08
     6      2      5     13              1262.79          1.19357E+01          3.37400E-09          2.49596E+08
     7      2      8      0               899.28          2.32152E+07          2.48500E-03          2.44228E+08
     7      2      6      0               886.23          3.47239E+07          4.72000E-03          2.44228E+08
     7      2      8      1               932.45          2.14858E+07          2.47200E-03          2.44228E+08
     7      2      6      1               919.13          2.83885E+07          4.15100E-03          2.44228E+08
     7      2      8      2               965.99          1.11947E+05          1.38300E-05          2.44228E+08
     7      2      6      2               952.46          3.77182E+05          5.92200E-05          2.44228E+08
     7      2      8      3               999.76          9.13369E+06          1.20800E-03          2.44228E+08
     7      2      6      3               986.06          3.30358E+07          5.55900E-03          2.44228E+08
     7      2      8      4              1033.56          3.17543E+06          4.49000E-04          2.44228E+08
     7      2      6      4              1019.76          2.50822E+07          4.51400E-03          2.44228E+08
     7      2      8      5              1067.12          3.94172E+06          5.94100E-04          2.44228E+08
     7      2      6      5              1053.32          4.35909E+03          8.37100E-07          2.44228E+08
     7      2      8      6              1100.13          1.64965E+07          2.64200E-03          2.44228E+08
     7      2      6      6              1086.45          1.43720E+07          2.93600E-03          2.44228E+08
     7      2      8      7              1132.18          9.99874E+06          1.69600E-03          2.44228E+08
     7      2      6      7              1118.78          1.56708E+07          3.39500E-03          2.44228E+08
     7      2      8      8              1162.78          1.16809E+06          2.09000E-04          2.44228E+08
     7      2      6      8              1149.85          3.67954E+06          8.42000E-04          2.44228E+08
